yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,HR,ER,name
1936,NL,PHI,PHI,,8,154,78,54,100,,,N,N,726,5465,1538,103,704,Philadelphia Phillies
1936,NL,PIT,PIT,,4,156,76,84,70,,,N,N,804,5586,1596,60,603,Pittsburgh Pirates
1936,AL,SLA,BAL,,7,155,77,57,95,,,N,N,804,5391,1502,79,935,St. Louis Browns
1936,NL,SLN,STL,,2,155,77,87,67,,,N,N,795,5537,1554,88,694,St. Louis Cardinals
1936,AL,WS1,MIN,,3,153,77,82,71,,,N,N,889,5433,1601,62,684,Washington Senators
1937,AL,BOS,BOS,,5,154,74,80,72,,,N,N,821,5354,1506,100,680,Boston Red Sox
1937,NL,BRO,LAD,,6,155,76,62,91,,,N,N,616,5295,1401,37,625,Brooklyn Dodgers
1937,NL,BSN,ATL,,5,152,76,79,73,,,N,N,579,5124,1265,63,486,Boston Bees
1937,AL,CHA,CHW,,3,154,77,86,68,,,N,N,780,5277,1478,67,626,Chicago White Sox
1937,NL,CHN,CHC,,2,154,78,93,61,,,N,N,811,5349,1537,96,609,Chicago Cubs
1937,NL,CIN,CIN,,8,155,80,56,98,,,N,N,612,5230,1329,73,595,Cincinnati Reds
1937,AL,CLE,CLE,,4,156,78,83,71,,,N,N,817,5353,1499,103,665,Cleveland Indians
1937,AL,DET,DET,,2,155,77,89,65,,,N,N,935,5516,1611,150,746,Detroit Tigers
1937,NL,NY1,SFG,,1,152,75,95,57,,,Y,N,732,5329,1484,111,519,New York Giants
1937,AL,NYA,NYY,,1,157,79,102,52,,,Y,Y,979,5487,1554,174,566,New York Yankees
1937,AL,PHA,OAK,,7,154,79,54,97,,,N,N,699,5228,1398,94,719,Philadelphia Athletics
1937,NL,PHI,PHI,,7,155,74,61,92,,,N,N,724,5424,1482,103,770,Philadelphia Phillies
1937,NL,PIT,PIT,,3,154,78,86,68,,,N,N,704,5433,1550,47,540,Pittsburgh Pirates
1937,AL,SLA,BAL,,8,156,78,46,108,,,N,N,715,5510,1573,71,909,St. Louis Browns
1937,NL,SLN,STL,,4,157,80,81,73,,,N,N,789,5476,1543,94,616,St. Louis Cardinals
1937,AL,WS1,MIN,,6,158,80,73,80,,,N,N,757,5578,1559,47,711,Washington Senators
1938,AL,BOS,BOS,,2,150,75,88,61,,,N,N,902,5229,1566,98,652,Boston Red Sox
1938,NL,BRO,LAD,,7,151,74,69,80,,,N,N,704,5142,1322,61,602,Brooklyn Dodgers
1938,NL,BSN,ATL,,5,153,75,77,75,,,N,N,561,5250,1311,54,521,Boston Bees
1938,AL,CHA,CHW,,6,149,73,65,83,,,N,N,709,5199,1439,67,638,Chicago White Sox
1938,NL,CHN,CHC,,1,154,77,89,63,,,Y,N,713,5333,1435,65,523,Chicago Cubs
1938,NL,CIN,CIN,,4,151,77,82,68,,,N,N,723,5391,1495,110,548,Cincinnati Reds
1938,AL,CLE,CLE,,3,153,76,86,66,,,N,N,847,5356,1506,113,692,Cleveland Indians
1938,AL,DET,DET,,4,155,79,84,70,,,N,N,862,5270,1434,137,717,Detroit Tigers
1938,NL,NY1,SFG,,3,152,73,83,67,,,N,N,705,5255,1424,125,543,New York Giants
1938,AL,NYA,NYY,,1,157,79,99,53,,,Y,Y,966,5410,1480,174,600,New York Yankees
1938,AL,PHA,OAK,,8,154,76,53,99,,,N,N,726,5229,1410,98,806,Philadelphia Athletics
1938,NL,PHI,PHI,,8,151,75,45,105,,,N,N,550,5192,1318,40,728,Philadelphia Phillies
1938,NL,PIT,PIT,,2,152,78,86,64,,,N,N,707,5422,1511,65,530,Pittsburgh Pirates
1938,AL,SLA,BAL,,7,156,77,55,97,,,N,N,755,5333,1498,92,866,St. Louis Browns
1938,NL,SLN,STL,,6,156,81,71,80,,,N,N,725,5528,1542,91,591,St. Louis Cardinals
1938,AL,WS1,MIN,,5,152,78,75,76,,,N,N,814,5474,1602,85,746,Washington Senators
1939,AL,BOS,BOS,,2,152,75,89,62,,,N,N,890,5308,1543,124,684,Boston Red Sox
1939,NL,BRO,LAD,,3,157,78,84,69,,,N,N,708,5350,1420,78,570,Brooklyn Dodgers
1939,NL,BSN,ATL,,7,152,73,63,88,,,N,N,572,5286,1395,56,560,Boston Bees
1939,AL,CHA,CHW,,4,155,77,85,69,,,N,N,755,5279,1451,64,659,Chicago White Sox
1939,NL,CHN,CHC,,4,156,80,84,70,,,N,N,724,5293,1407,91,588,Chicago Cubs
1939,NL,CIN,CIN,,1,156,81,97,57,,,Y,N,767,5378,1493,98,510,Cincinnati Reds
1939,AL,CLE,CLE,,3,154,77,87,67,,,N,N,797,5316,1490,85,618,Cleveland Indians
1939,AL,DET,DET,,5,155,78,81,73,,,N,N,849,5326,1487,124,652,Detroit Tigers
1939,NL,NY1,SFG,,5,151,74,77,74,,,N,N,703,5129,1395,116,596,New York Giants
1939,AL,NYA,NYY,,1,152,77,106,45,,,Y,Y,967,5300,1521,166,496,New York Yankees
1939,AL,PHA,OAK,,7,153,76,55,97,,,N,N,711,5309,1438,98,863,Philadelphia Athletics
1939,NL,PHI,PHI,,8,152,74,45,106,,,N,N,553,5133,1341,49,762,Philadelphia Phillies
1939,NL,PIT,PIT,,6,153,77,68,85,,,N,N,666,5269,1453,63,624,Pittsburgh Pirates
1939,AL,SLA,BAL,,8,156,78,43,111,,,N,N,733,5422,1453,91,916,St. Louis Browns
1939,NL,SLN,STL,,2,155,79,92,61,,,N,N,779,5447,1601,98,552,St. Louis Cardinals
1939,AL,WS1,MIN,,6,153,77,65,87,,,N,N,702,5334,1483,44,692,Washington Senators
1940,AL,BOS,BOS,,4,154,79,82,72,,,N,N,872,5481,1566,145,749,Boston Red Sox
1940,NL,BRO,LAD,,2,156,81,88,65,,,N,N,697,5470,1421,93,557,Brooklyn Dodgers
1940,NL,BSN,ATL,,7,152,75,65,87,,,N,N,623,5329,1366,59,658,Boston Bees
1940,AL,CHA,CHW,,4,155,78,82,72,,,N,N,735,5386,1499,73,576,Chicago White Sox
1940,NL,CHN,CHC,,5,154,77,75,79,,,N,N,681,5389,1441,86,548,Chicago Cubs
1940,NL,CIN,CIN,,1,155,77,100,53,,,Y,Y,707,5372,1427,89,477,Cincinnati Reds
1940,AL,CLE,CLE,,2,155,82,89,65,,,N,N,710,5361,1422,101,555,Cleveland Indians
1940,AL,DET,DET,,1,155,79,90,64,,,Y,N,888,5418,1549,134,613,Detroit Tigers
1940,NL,NY1,SFG,,6,152,76,72,80,,,N,N,663,5324,1423,91,573,New York Giants
1940,AL,NYA,NYY,,3,155,76,88,66,,,N,N,817,5286,1371,155,593,New York Yankees
1940,AL,PHA,OAK,,8,154,71,54,100,,,N,N,703,5304,1391,105,780,Philadelphia Athletics
1940,NL,PHI,PHI,,8,153,79,50,103,,,N,N,494,5137,1225,75,663,Philadelphia Phillies
1940,NL,PIT,PIT,,4,156,75,78,76,,,N,N,809,5466,1511,76,672,Pittsburgh Pirates
1940,AL,SLA,BAL,,6,156,77,67,87,,,N,N,757,5416,1423,118,781,St. Louis Browns
1940,NL,SLN,STL,,3,156,77,84,69,,,N,N,747,5499,1514,119,594,St. Louis Cardinals
1940,AL,WS1,MIN,,7,154,77,64,90,,,N,N,665,5365,1453,52,688,Washington Senators
1941,AL,BOS,BOS,,2,155,77,84,70,,,N,N,865,5359,1517,124,639,Boston Red Sox
1941,NL,BRO,LAD,,1,157,79,100,54,,,Y,N,800,5485,1494,101,496,Brooklyn Dodgers
1941,NL,BSN,ATL,,7,156,76,62,92,,,N,N,592,5414,1357,48,608,Boston Braves
1941,AL,CHA,CHW,,3,156,79,77,77,,,N,N,638,5404,1376,47,554,Chicago White Sox
1941,NL,CHN,CHC,,6,155,77,70,84,,,N,N,666,5230,1323,99,564,Chicago Cubs
1941,NL,CIN,CIN,,3,154,79,88,66,,,N,N,616,5218,1288,64,488,Cincinnati Reds
1941,AL,CLE,CLE,,4,155,77,75,79,,,N,N,677,5283,1350,103,597,Cleveland Indians
1941,AL,DET,DET,,4,155,77,75,79,,,N,N,686,5370,1412,81,641,Detroit Tigers
1941,NL,NY1,SFG,,5,156,78,74,79,,,N,N,667,5395,1401,95,609,New York Giants
1941,AL,NYA,NYY,,1,156,78,101,53,,,Y,Y,830,5444,1464,151,548,New York Yankees
1941,AL,PHA,OAK,,8,154,77,64,90,,,N,N,713,5336,1431,85,733,Philadelphia Athletics
1941,NL,PHI,PHI,,8,155,76,43,111,,,N,N,501,5233,1277,64,686,Philadelphia Phillies
1941,NL,PIT,PIT,,4,156,78,81,73,,,N,N,690,5297,1417,56,531,Pittsburgh Pirates
1941,AL,SLA,BAL,,6,157,79,70,84,,,N,N,765,5408,1440,91,728,St. Louis Browns
1941,NL,SLN,STL,,2,155,79,97,56,,,N,N,734,5457,1482,70,502,St. Louis Cardinals
1941,AL,WS1,MIN,,6,156,78,70,84,,,N,N,728,5521,1502,52,671,Washington Senators
1942,AL,BOS,BOS,,2,152,77,93,59,,,N,N,761,5248,1451,103,519,Boston Red Sox
1942,NL,BRO,LAD,,2,155,79,104,50,,,N,N,742,5285,1398,62,441,Brooklyn Dodgers
1942,NL,BSN,ATL,,7,150,71,59,89,,,N,N,515,5077,1216,68,557,Boston Braves
1942,AL,CHA,CHW,,6,148,70,66,82,,,N,N,538,4949,1215,25,523,Chicago White Sox
1942,NL,CHN,CHC,,6,155,78,68,86,,,N,N,591,5352,1360,75,560,Chicago Cubs
1942,NL,CIN,CIN,,4,154,77,76,76,,,N,N,527,5260,1216,66,442,Cincinnati Reds
1942,AL,CLE,CLE,,4,156,80,75,79,,,N,N,590,5317,1344,50,559,Cleveland Indians
1942,AL,DET,DET,,5,156,77,73,81,,,N,N,589,5327,1313,76,487,Detroit Tigers
1942,NL,NY1,SFG,,3,154,79,85,67,,,N,N,675,5210,1323,109,504,New York Giants
1942,AL,NYA,NYY,,1,154,77,103,51,,,Y,N,801,5305,1429,108,445,New York Yankees
1942,AL,PHA,OAK,,8,154,76,55,99,,,N,N,549,5285,1315,33,679,Philadelphia Athletics
1942,NL,PHI,PHI,,8,151,74,42,109,,,N,N,394,5060,1174,44,614,Philadelphia Phillies
1942,NL,PIT,PIT,,5,151,77,66,81,,,N,N,585,5104,1250,54,537,Pittsburgh Pirates
1942,AL,SLA,BAL,,3,151,77,82,69,,,N,N,730,5229,1354,98,544,St. Louis Browns
1942,NL,SLN,STL,,1,156,78,106,48,,,Y,Y,755,5421,1454,60,399,St. Louis Cardinals
1942,AL,WS1,MIN,,7,151,77,62,89,,,N,N,653,5295,1364,40,685,Washington Senators
1943,AL,BOS,BOS,,7,155,77,68,84,,,N,N,563,5392,1314,57,547,Boston Red Sox
1943,NL,BRO,LAD,,3,153,77,81,72,,,N,N,716,5309,1444,39,590,Brooklyn Dodgers
1943,NL,BSN,ATL,,6,153,77,68,85,,,N,N,465,5196,1213,39,504,Boston Braves
1943,AL,CHA,CHW,,4,155,76,82,72,,,N,N,573,5254,1297,33,498,Chicago White Sox
1943,NL,CHN,CHC,,5,154,75,74,79,,,N,N,632,5279,1380,52,510,Chicago Cubs
1943,NL,CIN,CIN,,2,155,78,87,67,,,N,N,608,5329,1362,43,488,Cincinnati Reds
1943,AL,CLE,CLE,,3,153,77,82,71,,,N,N,600,5269,1344,55,492,Cleveland Indians
1943,AL,DET,DET,,5,155,78,78,76,,,N,N,632,5364,1401,77,470,Detroit Tigers
1943,NL,NY1,SFG,,8,156,77,55,98,,,N,N,558,5290,1309,81,632,New York Giants
1943,AL,NYA,NYY,,1,155,77,98,56,,,Y,Y,669,5282,1350,100,461,New York Yankees
1943,AL,PHA,OAK,,8,155,79,49,105,,,N,N,497,5244,1219,26,627,Philadelphia Athletics
1943,NL,PHI,PHI,,7,157,78,64,90,,,N,N,571,5297,1321,66,586,Philadelphia Blue Jays
1943,NL,PIT,PIT,,4,157,78,80,74,,,N,N,669,5353,1401,42,480,Pittsburgh Pirates
1943,AL,SLA,BAL,,6,153,77,72,80,,,N,N,596,5175,1269,78,525,St. Louis Browns
1943,NL,SLN,STL,,1,157,81,105,49,,,Y,N,679,5438,1515,70,407,St. Louis Cardinals
1943,AL,WS1,MIN,,2,153,76,84,69,,,N,N,666,5233,1328,47,490,Washington Senators
1944,AL,BOS,BOS,,4,156,78,77,77,,,N,N,739,5400,1456,69,592,Boston Red Sox
1944,NL,BRO,LAD,,7,155,77,63,91,,,N,N,690,5393,1450,56,711,Brooklyn Dodgers
1944,NL,BSN,ATL,,6,155,78,65,89,,,N,N,593,5282,1299,79,566,Boston Braves
1944,AL,CHA,CHW,,7,154,77,71,83,,,N,N,543,5292,1307,23,553,Chicago White Sox
1944,NL,CHN,CHC,,4,157,78,75,79,,,N,N,702,5462,1425,71,558,Chicago Cubs
1944,NL,CIN,CIN,,3,155,78,89,65,,,N,N,573,5271,1340,51,461,Cincinnati Reds
1944,AL,CLE,CLE,,5,155,78,72,82,,,N,N,643,5481,1458,70,575,Cleveland Indians
1944,AL,DET,DET,,2,156,78,88,66,,,N,N,658,5344,1405,60,481,Detroit Tigers
1944,NL,NY1,SFG,,5,155,75,67,87,,,N,N,682,5306,1398,93,650,New York Giants
1944,AL,NYA,NYY,,3,154,78,83,71,,,N,N,674,5331,1410,96,524,New York Yankees
1944,AL,PHA,OAK,,5,155,76,72,82,,,N,N,525,5312,1364,36,506,Philadelphia Athletics
1944,NL,PHI,PHI,,8,154,79,61,92,,,N,N,539,5301,1331,55,564,Philadelphia Blue Jays
1944,NL,PIT,PIT,,2,158,81,90,63,,,N,N,744,5428,1441,70,540,Pittsburgh Pirates
1944,AL,SLA,BAL,,1,154,77,89,65,,,Y,N,684,5269,1328,72,492,St. Louis Browns
1944,NL,SLN,STL,,1,157,77,105,49,,,Y,Y,772,5475,1507,100,423,St. Louis Cardinals
1944,AL,WS1,MIN,,8,154,77,64,90,,,N,N,592,5319,1386,33,536,Washington Senators
1945,AL,BOS,BOS,,7,157,78,71,83,,,N,N,599,5367,1393,50,587,Boston Red Sox
1945,NL,BRO,LAD,,3,155,78,87,67,,,N,N,795,5418,1468,57,572,Brooklyn Dodgers
1945,NL,BSN,ATL,,6,154,75,67,85,,,N,N,721,5441,1453,101,624,Boston Braves
1945,AL,CHA,CHW,,6,150,74,71,78,,,N,N,596,5077,1330,22,545,Chicago White Sox
1945,NL,CHN,CHC,,1,155,76,98,56,,,Y,N,735,5298,1465,57,452,Chicago Cubs
1945,NL,CIN,CIN,,7,154,77,61,93,,,N,N,536,5283,1317,56,607,Cincinnati Reds
1945,AL,CLE,CLE,,5,147,77,73,72,,,N,N,557,4898,1249,65,479,Cleveland Indians
1945,AL,DET,DET,,1,155,76,88,65,,,Y,Y,633,5257,1345,77,463,Detroit Tigers
1945,NL,NY1,SFG,,5,154,78,78,74,,,N,N,668,5350,1439,114,620,New York Giants
1945,AL,NYA,NYY,,4,152,76,81,71,,,N,N,676,5176,1343,93,519,New York Yankees
1945,AL,PHA,OAK,,8,153,77,52,98,,,N,N,494,5296,1297,33,555,Philadelphia Athletics
1945,NL,PHI,PHI,,8,154,77,46,108,,,N,N,548,5203,1278,56,697,Philadelphia Phillies
1945,NL,PIT,PIT,,4,155,79,82,72,,,N,N,753,5343,1425,72,579,Pittsburgh Pirates
1945,AL,SLA,BAL,,3,154,76,81,70,,,N,N,597,5227,1302,63,482,St. Louis Browns
1945,NL,SLN,STL,,2,155,78,95,59,,,N,N,756,5487,1498,64,507,St. Louis Cardinals
1945,AL,WS1,MIN,,2,156,78,87,67,,,N,N,622,5326,1375,27,458,Washington Senators
1946,AL,BOS,BOS,,1,156,78,104,50,,,Y,N,792,5318,1441,109,524,Boston Red Sox
1946,NL,BRO,LAD,,2,157,79,96,60,,,N,N,701,5285,1376,55,481,Brooklyn Dodgers
1946,NL,BSN,ATL,,4,154,77,81,72,,,N,N,630,5225,1377,44,510,Boston Braves
1946,AL,CHA,CHW,,5,155,79,74,80,,,N,N,562,5312,1364,37,479,Chicago White Sox
1946,NL,CHN,CHC,,3,155,77,82,71,,,N,N,626,5298,1344,56,501,Chicago Cubs
1946,NL,CIN,CIN,,6,156,77,67,87,,,N,N,523,5291,1262,65,484,Cincinnati Reds
1946,AL,CLE,CLE,,6,156,77,68,86,,,N,N,537,5242,1285,79,558,Cleveland Indians
1946,AL,DET,DET,,2,155,79,92,62,,,N,N,704,5318,1373,108,502,Detroit Tigers
1946,NL,NY1,SFG,,8,154,77,61,93,,,N,N,612,5191,1326,121,589,New York Giants
1946,AL,NYA,NYY,,3,154,77,87,67,,,N,N,684,5139,1275,136,473,New York Yankees
1946,AL,PHA,OAK,,8,155,78,49,105,,,N,N,529,5200,1317,40,582,Philadelphia Athletics
1946,NL,PHI,PHI,,5,155,78,69,85,,,N,N,560,5233,1351,80,607,Philadelphia Phillies
1946,NL,PIT,PIT,,7,155,78,63,91,,,N,N,552,5199,1300,60,566,Pittsburgh Pirates
1946,AL,SLA,BAL,,7,156,77,66,88,,,N,N,621,5373,1350,84,607,St. Louis Browns
1946,NL,SLN,STL,,1,156,78,98,58,,,Y,Y,712,5372,1426,81,467,St. Louis Cardinals
1946,AL,WS1,MIN,,4,155,76,76,78,,,N,N,608,5337,1388,60,580,Washington Senators
1947,AL,BOS,BOS,,3,157,81,83,71,,,N,N,720,5322,1412,103,589,Boston Red Sox
1947,NL,BRO,LAD,,1,155,78,94,60,,,Y,N,774,5249,1428,83,584,Brooklyn Dodgers
1947,NL,BSN,ATL,,3,154,77,86,68,,,N,N,701,5253,1444,85,548,Boston Braves
1947,AL,CHA,CHW,,6,155,75,70,84,,,N,N,553,5274,1350,53,563,Chicago White Sox
1947,NL,CHN,CHC,,6,155,79,69,85,,,N,N,567,5305,1373,71,614,Chicago Cubs
1947,NL,CIN,CIN,,5,154,77,73,81,,,N,N,681,5299,1372,95,669,Cincinnati Reds
1947,AL,CLE,CLE,,4,157,78,80,74,,,N,N,687,5367,1392,112,536,Cleveland Indians
1947,AL,DET,DET,,2,158,80,85,69,,,N,N,714,5276,1363,103,555,Detroit Tigers
1947,NL,NY1,SFG,,4,155,76,81,73,,,N,N,830,5343,1446,221,672,New York Giants
1947,AL,NYA,NYY,,1,155,77,97,57,,,Y,Y,794,5308,1439,115,518,New York Yankees
1947,AL,PHA,OAK,,5,156,78,78,76,,,N,N,633,5198,1311,61,542,Philadelphia Athletics
1947,NL,PHI,PHI,,7,155,77,62,92,,,N,N,589,5256,1354,60,599,Philadelphia Phillies
1947,NL,PIT,PIT,,7,156,79,62,92,,,N,N,744,5307,1385,156,714,Pittsburgh Pirates
1947,AL,SLA,BAL,,8,154,77,59,95,,,N,N,564,5145,1238,90,657,St. Louis Browns
1947,NL,SLN,STL,,2,156,77,89,65,,,N,N,780,5422,1462,115,548,St. Louis Cardinals
1947,AL,WS1,MIN,,7,154,77,64,90,,,N,N,496,5112,1234,42,601,Washington Senators
1948,AL,BOS,BOS,,2,155,78,96,59,,,N,N,907,5363,1471,121,653,Boston Red Sox
1948,NL,BRO,LAD,,3,155,78,84,70,,,N,N,744,5328,1393,91,580,Brooklyn Dodgers
1948,NL,BSN,ATL,,1,154,76,91,62,,,Y,N,739,5297,1458,95,520,Boston Braves
1948,AL,CHA,CHW,,8,154,76,51,101,,,N,N,559,5192,1303,55,731,Chicago White Sox
1948,NL,CHN,CHC,,8,155,78,64,90,,,N,N,597,5352,1402,87,602,Chicago Cubs
1948,NL,CIN,CIN,,7,153,77,64,89,,,N,N,588,5127,1266,104,667,Cincinnati Reds
1948,AL,CLE,CLE,,1,156,79,97,58,,,Y,Y,840,5446,1534,155,504,Cleveland Indians
1948,AL,DET,DET,,5,154,77,78,76,,,N,N,700,5235,1396,78,635,Detroit Tigers
1948,NL,NY1,SFG,,5,155,77,78,76,,,N,N,780,5277,1352,164,600,New York Giants
1948,AL,NYA,NYY,,3,154,77,94,60,,,N,N,857,5324,1480,139,569,New York Yankees
1948,AL,PHA,OAK,,4,154,77,84,70,,,N,N,729,5181,1345,68,673,Philadelphia Athletics
1948,NL,PHI,PHI,,6,155,76,66,88,,,N,N,591,5287,1367,91,617,Philadelphia Phillies
1948,NL,PIT,PIT,,4,156,80,83,71,,,N,N,706,5286,1388,108,632,Pittsburgh Pirates
1948,AL,SLA,BAL,,6,155,76,59,94,,,N,N,671,5303,1438,63,764,St. Louis Browns
1948,NL,SLN,STL,,2,155,77,85,69,,,N,N,742,5302,1396,105,594,St. Louis Cardinals
1948,AL,WS1,MIN,,7,154,78,56,97,,,N,N,578,5111,1245,31,701,Washington Senators
1949,AL,BOS,BOS,,2,155,77,96,58,,,N,N,896,5320,1500,131,607,Boston Red Sox
1949,NL,BRO,LAD,,1,156,78,97,57,,,Y,N,879,5400,1477,152,594,Brooklyn Dodgers
1949,NL,BSN,ATL,,4,157,77,75,79,,,N,N,706,5336,1376,103,621,Boston Braves
1949,AL,CHA,CHW,,6,154,77,63,91,,,N,N,648,5204,1340,43,651,Chicago White Sox
1949,NL,CHN,CHC,,8,154,77,61,93,,,N,N,593,5214,1336,97,678,Chicago Cubs
1949,NL,CIN,CIN,,7,156,78,62,92,,,N,N,627,5469,1423,86,676,Cincinnati Reds
1949,AL,CLE,CLE,,3,154,77,89,65,,,N,N,675,5221,1358,112,516,Cleveland Indians
1949,AL,DET,DET,,4,155,78,87,67,,,N,N,751,5259,1405,88,584,Detroit Tigers
1949,NL,NY1,SFG,,5,156,79,73,81,,,N,N,736,5308,1383,147,583,New York Giants
1949,AL,NYA,NYY,,1,155,78,97,57,,,Y,Y,829,5196,1396,115,562,New York Yankees
1949,AL,PHA,OAK,,5,154,77,81,73,,,N,N,726,5123,1331,82,642,Philadelphia Athletics
1949,NL,PHI,PHI,,3,154,77,81,73,,,N,N,662,5307,1349,122,601,Philadelphia Phillies
1949,NL,PIT,PIT,,6,154,77,71,83,,,N,N,681,5214,1350,126,689,Pittsburgh Pirates
1949,AL,SLA,BAL,,7,155,77,53,101,,,N,N,667,5112,1301,117,776,St. Louis Browns
1949,NL,SLN,STL,,2,157,79,96,58,,,N,N,766,5463,1513,102,538,St. Louis Cardinals
1949,AL,WS1,MIN,,8,154,77,50,104,,,N,N,584,5234,1330,81,762,Washington Senators
1950,AL,BOS,BOS,,3,154,77,94,60,,,N,N,1027,5516,1665,161,739,Boston Red Sox
1950,NL,BRO,LAD,,2,155,78,89,65,,,N,N,847,5364,1461,194,661,Brooklyn Dodgers
1950,NL,BSN,ATL,,4,156,79,83,71,,,N,N,785,5363,1411,148,637,Boston Braves
1950,AL,CHA,CHW,,6,156,79,60,94,,,N,N,625,5260,1368,93,669,Chicago White Sox
1950,NL,CHN,CHC,,7,154,78,64,89,,,N,N,643,5230,1298,161,652,Chicago Cubs
1950,NL,CIN,CIN,,6,153,76,66,87,,,N,N,654,5253,1366,99,651,Cincinnati Reds
1950,AL,CLE,CLE,,4,155,77,92,62,,,N,N,806,5263,1417,164,574,Cleveland Indians
1950,AL,DET,DET,,2,157,81,95,59,,,N,N,837,5381,1518,114,644,Detroit Tigers
1950,NL,NY1,SFG,,3,154,76,86,68,,,N,N,735,5238,1352,133,567,New York Giants
1950,AL,NYA,NYY,,1,155,77,98,56,,,Y,Y,914,5361,1511,159,633,New York Yankees
1950,AL,PHA,OAK,,8,154,77,52,102,,,N,N,670,5212,1361,100,821,Philadelphia Athletics
1950,NL,PHI,PHI,,1,157,78,91,63,,,Y,N,722,5426,1440,125,547,Philadelphia Phillies
1950,NL,PIT,PIT,,8,154,77,57,96,,,N,N,681,5327,1404,138,754,Pittsburgh Pirates
1950,AL,SLA,BAL,,7,154,74,58,96,,,N,N,684,5163,1269,106,789,St. Louis Browns
1950,NL,SLN,STL,,5,153,76,78,75,,,N,N,693,5215,1353,102,598,St. Louis Cardinals
1950,AL,WS1,MIN,,5,155,78,67,87,,,N,N,690,5251,1365,76,706,Washington Senators
1951,AL,BOS,BOS,,3,154,75,87,67,,,N,N,804,5378,1428,127,644,Boston Red Sox
1951,NL,BRO,LAD,,2,158,78,97,60,,,N,N,855,5492,1511,184,613,Brooklyn Dodgers
1951,NL,BSN,ATL,,4,155,78,76,78,,,N,N,723,5293,1385,130,579,Boston Braves
1951,AL,CHA,CHW,,4,155,78,81,73,,,N,N,714,5378,1453,86,551,Chicago White Sox
1951,NL,CHN,CHC,,8,155,77,62,92,,,N,N,614,5307,1327,103,668,Chicago Cubs
1951,NL,CIN,CIN,,6,155,77,68,86,,,N,N,559,5285,1309,88,571,Cincinnati Reds
1951,AL,CLE,CLE,,2,155,77,93,61,,,N,N,696,5250,1346,140,522,Cleveland Indians
1951,AL,DET,DET,,5,154,77,73,81,,,N,N,685,5336,1413,104,660,Detroit Tigers
1951,NL,NY1,SFG,,1,157,78,98,59,,,Y,N,781,5360,1396,179,546,New York Giants
1951,AL,NYA,NYY,,1,154,78,98,56,,,Y,Y,798,5194,1395,140,541,New York Yankees
1951,AL,PHA,OAK,,6,154,79,70,84,,,N,N,736,5277,1381,102,674,Philadelphia Athletics
1951,NL,PHI,PHI,,5,154,77,73,81,,,N,N,648,5332,1384,108,586,Philadelphia Phillies
1951,NL,PIT,PIT,,7,155,78,64,90,,,N,N,689,5318,1372,137,734,Pittsburgh Pirates
1951,AL,SLA,BAL,,8,154,77,52,102,,,N,N,611,5219,1288,86,789,St. Louis Browns
1951,NL,SLN,STL,,3,155,79,81,73,,,N,N,683,5317,1404,95,609,St. Louis Cardinals
1951,AL,WS1,MIN,,7,154,76,62,92,,,N,N,672,5329,1399,54,681,Washington Senators
1952,AL,BOS,BOS,,6,154,77,76,78,,,N,N,668,5246,1338,113,579,Boston Red Sox
1952,NL,BRO,LAD,,1,155,80,96,57,,,Y,N,775,5266,1380,153,549,Brooklyn Dodgers
1952,NL,BSN,ATL,,7,155,77,64,89,,,N,N,569,5221,1214,110,586,Boston Braves
1952,AL,CHA,CHW,,3,156,79,81,73,,,N,N,610,5316,1337,80,511,Chicago White Sox
1952,NL,CHN,CHC,,5,155,77,77,77,,,N,N,628,5330,1408,107,551,Chicago Cubs
1952,NL,CIN,CIN,,6,154,77,69,85,,,N,N,615,5234,1303,104,607,Cincinnati Reds
1952,AL,CLE,CLE,,2,155,77,93,61,,,N,N,763,5330,1399,148,519,Cleveland Indians
1952,AL,DET,DET,,8,156,77,50,104,,,N,N,557,5258,1278,103,655,Detroit Tigers
1952,NL,NY1,SFG,,2,154,77,92,62,,,N,N,722,5229,1337,151,547,New York Giants
1952,AL,NYA,NYY,,1,154,77,95,59,,,Y,Y,727,5294,1411,129,482,New York Yankees
1952,AL,PHA,OAK,,4,155,78,79,75,,,N,N,664,5163,1305,89,638,Philadelphia Athletics
1952,NL,PHI,PHI,,4,154,76,87,67,,,N,N,657,5205,1353,93,473,Philadelphia Phillies
1952,NL,PIT,PIT,,8,155,77,42,112,,,N,N,515,5193,1201,92,704,Pittsburgh Pirates
1952,AL,SLA,BAL,,7,155,78,64,90,,,N,N,604,5353,1340,82,640,St. Louis Browns
1952,NL,SLN,STL,,3,154,77,88,66,,,N,N,677,5200,1386,97,553,St. Louis Cardinals
1952,AL,WS1,MIN,,5,157,78,78,76,,,N,N,598,5357,1282,50,535,Washington Senators
1953,AL,BOS,BOS,,4,153,76,84,69,,,N,N,656,5246,1385,101,546,Boston Red Sox
1953,NL,BRO,LAD,,1,155,78,105,49,,,Y,N,955,5373,1529,208,629,Brooklyn Dodgers
1953,AL,CHA,CHW,,3,156,78,89,65,,,N,N,716,5212,1345,74,532,Chicago White Sox
1953,NL,CHN,CHC,,7,155,77,65,89,,,N,N,633,5272,1372,137,723,Chicago Cubs
1953,NL,CIN,CIN,,6,155,78,68,86,,,N,N,714,5343,1396,166,704,Cincinnati Reds
