yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,HR,ER,name
1957,AL,BAL,BAL,,5,154,77,76,76,,,N,N,597,5264,1326,87,541,Baltimore Orioles
1957,AL,BOS,BOS,,3,154,77,82,72,,,N,N,721,5267,1380,153,593,Boston Red Sox
1957,NL,BRO,LAD,,3,154,77,84,70,,,N,N,690,5242,1325,147,521,Brooklyn Dodgers
1957,AL,CHA,CHW,,2,155,77,90,64,,,N,N,707,5265,1369,106,521,Chicago White Sox
1957,NL,CHN,CHC,,7,156,78,62,92,,,N,N,628,5369,1312,147,644,Chicago Cubs
1957,NL,CIN,CIN,,4,154,77,80,74,,,N,N,747,5389,1452,187,716,Cincinnati Redlegs
1957,AL,CLE,CLE,,6,153,77,76,77,,,N,N,682,5171,1304,140,623,Cleveland Indians
1957,AL,DET,DET,,4,154,77,78,76,,,N,N,614,5348,1376,116,561,Detroit Tigers
1957,AL,KC1,OAK,,7,154,77,59,94,,,N,N,563,5170,1262,166,637,Kansas City Athletics
1957,NL,ML1,ATL,,1,155,78,95,59,,,Y,Y,772,5458,1469,199,544,Milwaukee Braves
1957,NL,NY1,SFG,,6,154,77,69,85,,,N,N,643,5346,1349,157,623,New York Giants
1957,AL,NYA,NYY,,1,154,77,98,56,,,Y,N,723,5271,1412,145,465,New York Yankees
1957,NL,PHI,PHI,,5,156,78,77,77,,,N,N,623,5241,1311,117,590,Philadelphia Phillies
1957,NL,PIT,PIT,,7,155,77,62,92,,,N,N,586,5402,1447,92,601,Pittsburgh Pirates
1957,NL,SLN,STL,,2,154,77,87,67,,,N,N,737,5472,1497,132,593,St. Louis Cardinals
1957,AL,WS1,MIN,,8,154,77,55,99,,,N,N,603,5231,1274,111,742,Washington Senators
1958,AL,BAL,BAL,,6,154,78,74,79,,,N,N,521,5111,1233,108,517,Baltimore Orioles
1958,AL,BOS,BOS,,3,155,77,79,75,,,N,N,697,5218,1335,155,601,Boston Red Sox
1958,AL,CHA,CHW,,2,155,77,82,72,,,N,N,634,5249,1348,101,557,Chicago White Sox
1958,NL,CHN,CHC,,5,154,77,72,82,,,N,N,709,5289,1402,182,638,Chicago Cubs
1958,NL,CIN,CIN,,4,154,77,76,78,,,N,N,695,5273,1359,123,574,Cincinnati Redlegs
1958,AL,CLE,CLE,,4,153,76,77,76,,,N,N,694,5201,1340,161,569,Cleveland Indians
1958,AL,DET,DET,,5,154,77,77,77,,,N,N,659,5194,1384,109,541,Detroit Tigers
1958,AL,KC1,OAK,,7,156,78,73,81,,,N,N,642,5261,1297,138,645,Kansas City Athletics
1958,NL,LAN,LAD,,7,154,77,71,83,,,N,N,668,5173,1297,172,679,Los Angeles Dodgers
1958,NL,ML1,ATL,,1,154,77,92,62,,,Y,N,675,5225,1388,167,491,Milwaukee Braves
1958,AL,NYA,NYY,,1,155,78,92,62,,,Y,Y,759,5294,1418,164,493,New York Yankees
1958,NL,PHI,PHI,,8,154,77,69,85,,,N,N,664,5363,1424,124,671,Philadelphia Phillies
1958,NL,PIT,PIT,,2,154,77,84,70,,,N,N,662,5247,1386,134,541,Pittsburgh Pirates
1958,NL,SFN,SFG,,3,154,77,80,74,,,N,N,727,5318,1399,170,614,San Francisco Giants
1958,NL,SLN,STL,,5,154,77,72,82,,,N,N,619,5255,1371,111,632,St. Louis Cardinals
1958,AL,WS1,MIN,,8,156,78,61,93,,,N,N,553,5156,1240,121,693,Washington Senators
1959,AL,BAL,BAL,,6,155,78,74,80,,,N,N,551,5208,1240,109,554,Baltimore Orioles
1959,AL,BOS,BOS,,5,154,77,75,79,,,N,N,726,5225,1335,125,632,Boston Red Sox
1959,AL,CHA,CHW,,1,156,78,94,60,,,Y,N,669,5297,1325,97,521,Chicago White Sox
1959,NL,CHN,CHC,,5,155,77,74,80,,,N,N,673,5296,1321,163,620,Chicago Cubs
1959,NL,CIN,CIN,,5,154,77,74,80,,,N,N,764,5288,1448,161,650,Cincinnati Redlegs
1959,AL,CLE,CLE,,2,154,77,89,65,,,N,N,745,5288,1390,167,576,Cleveland Indians
1959,AL,DET,DET,,4,154,77,76,78,,,N,N,713,5211,1346,160,635,Detroit Tigers
1959,AL,KC1,OAK,,7,154,77,66,88,,,N,N,681,5264,1383,117,657,Kansas City Athletics
1959,NL,LAN,LAD,,1,156,78,88,68,,,Y,Y,705,5282,1360,148,594,Los Angeles Dodgers
1959,NL,ML1,ATL,,2,157,79,86,70,,,N,N,724,5388,1426,177,546,Milwaukee Braves
1959,AL,NYA,NYY,,3,155,77,79,75,,,N,N,687,5379,1397,153,560,New York Yankees
1959,NL,PHI,PHI,,8,155,78,64,90,,,N,N,599,5109,1237,113,642,Philadelphia Phillies
1959,NL,PIT,PIT,,4,155,77,78,76,,,N,N,651,5369,1414,112,604,Pittsburgh Pirates
1959,NL,SFN,SFG,,3,154,77,83,71,,,N,N,705,5281,1377,167,531,San Francisco Giants
1959,NL,SLN,STL,,7,154,77,71,83,,,N,N,641,5317,1432,118,657,St. Louis Cardinals
1959,AL,WS1,MIN,,8,154,77,63,91,,,N,N,619,5092,1205,163,606,Washington Senators
1960,AL,BAL,BAL,,2,154,77,89,65,,,N,N,682,5170,1307,123,538,Baltimore Orioles
1960,AL,BOS,BOS,,7,154,77,65,89,,,N,N,658,5215,1359,124,699,Boston Red Sox
1960,AL,CHA,CHW,,3,154,77,87,67,,,N,N,741,5191,1402,112,552,Chicago White Sox
1960,NL,CHN,CHC,,7,156,79,60,94,,,N,N,634,5311,1293,119,678,Chicago Cubs
1960,NL,CIN,CIN,,6,154,77,67,87,,,N,N,640,5289,1324,140,618,Cincinnati Reds
1960,AL,CLE,CLE,,4,154,77,76,78,,,N,N,667,5296,1415,127,607,Cleveland Indians
1960,AL,DET,DET,,6,154,77,71,83,,,N,N,633,5202,1243,150,568,Detroit Tigers
1960,AL,KC1,OAK,,8,155,78,58,96,,,N,N,615,5226,1303,110,669,Kansas City Athletics
1960,NL,LAN,LAD,,4,154,77,82,72,,,N,N,662,5227,1333,126,528,Los Angeles Dodgers
1960,NL,ML1,ATL,,2,154,77,88,66,,,N,N,724,5263,1393,170,579,Milwaukee Braves
1960,AL,NYA,NYY,,1,155,77,97,57,,,Y,N,746,5290,1377,193,547,New York Yankees
1960,NL,PHI,PHI,,8,154,77,59,95,,,N,N,546,5169,1235,99,613,Philadelphia Phillies
1960,NL,PIT,PIT,,1,155,78,95,59,,,Y,Y,734,5406,1493,120,543,Pittsburgh Pirates
1960,NL,SFN,SFG,,5,156,77,79,75,,,N,N,671,5324,1357,130,534,San Francisco Giants
1960,NL,SLN,STL,,3,155,77,86,68,,,N,N,639,5187,1317,138,554,St. Louis Cardinals
1960,AL,WS1,MIN,,5,154,77,73,81,,,N,N,672,5248,1283,147,589,Washington Senators
1961,AL,BAL,BAL,,3,163,82,95,67,,,N,N,691,5481,1393,149,526,Baltimore Orioles
1961,AL,BOS,BOS,,6,163,82,76,86,,,N,N,729,5508,1401,112,687,Boston Red Sox
1961,AL,CHA,CHW,,4,163,81,86,76,,,N,N,765,5556,1475,138,653,Chicago White Sox
1961,NL,CHN,CHC,,7,156,78,64,90,,,N,N,689,5344,1364,176,689,Chicago Cubs
1961,NL,CIN,CIN,,1,154,77,93,61,,,Y,N,710,5243,1414,158,575,Cincinnati Reds
1961,AL,CLE,CLE,,5,161,81,78,83,,,N,N,737,5609,1493,150,665,Cleveland Indians
1961,AL,DET,DET,,2,163,82,101,61,,,N,N,841,5561,1481,180,575,Detroit Tigers
1961,AL,KC1,OAK,,9,162,80,61,100,,,N,N,683,5423,1342,90,745,Kansas City Athletics
1961,AL,LAA,ANA,,8,162,82,70,91,,,N,N,744,5424,1331,189,689,Los Angeles Angels
1961,NL,LAN,LAD,,2,154,77,89,65,,,N,N,735,5189,1358,157,619,Los Angeles Dodgers
1961,AL,MIN,MIN,,7,161,81,70,90,,,N,N,707,5417,1353,167,681,Minnesota Twins
1961,NL,ML1,ATL,,4,155,77,83,71,,,N,N,712,5288,1365,188,601,Milwaukee Braves
1961,AL,NYA,NYY,,1,163,81,109,53,,,Y,Y,827,5559,1461,240,558,New York Yankees
1961,NL,PHI,PHI,,8,155,78,47,107,,,N,N,584,5213,1265,103,708,Philadelphia Phillies
1961,NL,PIT,PIT,,6,154,77,75,79,,,N,N,694,5311,1448,128,593,Pittsburgh Pirates
1961,NL,SFN,SFG,,3,155,77,85,69,,,N,N,773,5233,1379,183,581,San Francisco Giants
1961,NL,SLN,STL,,5,155,78,80,74,,,N,N,703,5307,1436,103,568,St. Louis Cardinals
1961,AL,WS2,TEX,,9,161,79,61,100,,,N,N,618,5366,1307,119,670,Washington Senators
1962,AL,BAL,BAL,,7,162,82,77,85,,,N,N,652,5491,1363,156,599,Baltimore Orioles
1962,AL,BOS,BOS,,8,160,79,76,84,,,N,N,707,5530,1429,146,674,Boston Red Sox
1962,AL,CHA,CHW,,5,162,81,85,77,,,N,N,707,5514,1415,92,601,Chicago White Sox
1962,NL,CHN,CHC,,9,162,81,59,103,,,N,N,632,5534,1398,126,725,Chicago Cubs
1962,NL,CIN,CIN,,3,162,81,98,64,,,N,N,802,5645,1523,167,608,Cincinnati Reds
1962,AL,CLE,CLE,,6,162,81,80,82,,,N,N,682,5484,1341,180,663,Cleveland Indians
1962,AL,DET,DET,,4,161,82,85,76,,,N,N,758,5456,1352,209,611,Detroit Tigers
1962,NL,HOU,HOU,,8,162,82,64,96,,,N,N,592,5558,1370,105,618,Houston Colt .45's
1962,AL,KC1,OAK,,9,162,81,72,90,,,N,N,745,5576,1467,116,763,Kansas City Athletics
1962,AL,LAA,ANA,,3,162,81,86,76,,,N,N,718,5499,1377,137,603,Los Angeles Angels
1962,NL,LAN,LAD,,2,165,83,102,63,,,N,N,842,5628,1510,140,599,Los Angeles Dodgers
1962,AL,MIN,MIN,,2,163,82,91,71,,,N,N,798,5561,1445,185,632,Minnesota Twins
1962,NL,ML1,ATL,,5,162,81,86,76,,,N,N,730,5458,1376,181,586,Milwaukee Braves
1962,AL,NYA,NYY,,1,162,80,96,66,,,Y,Y,817,5644,1509,199,604,New York Yankees
1962,NL,NYN,NYM,,10,161,80,40,120,,,N,N,617,5492,1318,139,801,New York Mets
1962,NL,PHI,PHI,,7,161,80,81,80,,,N,N,705,5420,1410,142,678,Philadelphia Phillies
1962,NL,PIT,PIT,,4,161,81,93,68,,,N,N,706,5483,1468,108,536,Pittsburgh Pirates
1962,NL,SFN,SFG,,1,165,82,103,62,,,Y,N,878,5588,1552,204,615,San Francisco Giants
1962,NL,SLN,STL,,6,163,81,84,78,,,N,N,774,5643,1528,137,577,St. Louis Cardinals
1962,AL,WS2,TEX,,10,162,80,60,101,,,N,N,599,5484,1370,132,649,Washington Senators
1963,AL,BAL,BAL,,4,162,81,86,76,,,N,N,644,5448,1359,146,557,Baltimore Orioles
1963,AL,BOS,BOS,,7,161,80,76,85,,,N,N,666,5575,1403,171,639,Boston Red Sox
1963,AL,CHA,CHW,,2,162,82,94,68,,,N,N,683,5508,1379,114,485,Chicago White Sox
1963,NL,CHN,CHC,,7,162,81,82,80,,,N,N,570,5404,1286,127,499,Chicago Cubs
1963,NL,CIN,CIN,,5,162,81,86,76,,,N,N,648,5416,1333,122,526,Cincinnati Reds
1963,AL,CLE,CLE,,5,162,81,79,83,,,N,N,635,5496,1314,169,619,Cleveland Indians
1963,AL,DET,DET,,5,162,81,79,83,,,N,N,700,5500,1388,148,631,Detroit Tigers
1963,NL,HOU,HOU,,9,162,81,66,96,,,N,N,464,5384,1184,62,554,Houston Colt .45's
1963,AL,KC1,OAK,,8,162,81,73,89,,,N,N,615,5495,1356,95,635,Kansas City Athletics
1963,AL,LAA,ANA,,9,161,81,70,91,,,N,N,597,5506,1378,95,569,Los Angeles Angels
1963,NL,LAN,LAD,,1,163,81,99,63,,,Y,Y,640,5428,1361,110,465,Los Angeles Dodgers
1963,AL,MIN,MIN,,3,161,81,91,70,,,N,N,767,5531,1408,225,527,Minnesota Twins
1963,NL,ML1,ATL,,6,163,82,84,78,,,N,N,677,5518,1345,139,534,Milwaukee Braves
1963,AL,NYA,NYY,,1,161,80,104,57,,,Y,N,714,5506,1387,188,494,New York Yankees
1963,NL,NYN,NYM,,10,162,81,51,111,,,N,N,501,5336,1168,96,653,New York Mets
1963,NL,PHI,PHI,,4,162,81,87,75,,,N,N,642,5524,1390,126,500,Philadelphia Phillies
1963,NL,PIT,PIT,,8,162,81,74,88,,,N,N,567,5536,1385,108,499,Pittsburgh Pirates
1963,NL,SFN,SFG,,3,162,81,88,74,,,N,N,725,5579,1442,197,547,San Francisco Giants
1963,NL,SLN,STL,,2,162,81,93,69,,,N,N,747,5678,1540,128,540,St. Louis Cardinals
1963,AL,WS2,TEX,,10,162,80,56,106,,,N,N,578,5446,1237,138,711,Washington Senators
1964,AL,BAL,BAL,,3,163,82,97,65,,,N,N,679,5463,1357,162,512,Baltimore Orioles
1964,AL,BOS,BOS,,8,162,81,72,90,,,N,N,688,5513,1425,186,711,Boston Red Sox
1964,AL,CHA,CHW,,2,162,81,98,64,,,N,N,642,5491,1356,106,443,Chicago White Sox
1964,NL,CHN,CHC,,8,162,81,76,86,,,N,N,649,5545,1391,145,655,Chicago Cubs
1964,NL,CIN,CIN,,2,163,82,92,70,,,N,N,660,5561,1383,130,500,Cincinnati Reds
1964,AL,CLE,CLE,,6,164,82,79,83,,,N,N,689,5603,1386,164,620,Cleveland Indians
1964,AL,DET,DET,,4,163,82,85,77,,,N,N,699,5513,1394,157,620,Detroit Tigers
1964,NL,HOU,HOU,,9,162,81,66,96,,,N,N,495,5303,1214,70,541,Houston Colt .45's
1964,AL,KC1,OAK,,10,163,81,57,105,,,N,N,621,5524,1321,166,761,Kansas City Athletics
1964,AL,LAA,ANA,,5,162,81,82,80,,,N,N,544,5362,1297,102,469,Los Angeles Angels
1964,NL,LAN,LAD,,6,164,81,80,82,,,N,N,614,5499,1375,79,486,Los Angeles Dodgers
1964,AL,MIN,MIN,,6,163,82,79,83,,,N,N,737,5610,1413,221,588,Minnesota Twins
1964,NL,ML1,ATL,,5,162,81,88,74,,,N,N,803,5591,1522,159,656,Milwaukee Braves
1964,AL,NYA,NYY,,1,164,81,99,63,,,Y,N,730,5705,1442,162,527,New York Yankees
1964,NL,NYN,NYM,,10,163,82,53,109,,,N,N,569,5566,1372,103,679,New York Mets
1964,NL,PHI,PHI,,2,162,81,92,70,,,N,N,693,5493,1415,130,545,Philadelphia Phillies
1964,NL,PIT,PIT,,6,162,81,80,82,,,N,N,663,5566,1469,121,564,Pittsburgh Pirates
1964,NL,SFN,SFG,,4,162,81,90,72,,,N,N,656,5535,1360,165,523,San Francisco Giants
1964,NL,SLN,STL,,1,162,81,93,69,,,Y,Y,715,5625,1531,109,551,St. Louis Cardinals
1964,AL,WS2,TEX,,9,162,81,62,100,,,N,N,578,5396,1246,125,635,Washington Senators
1965,AL,BAL,BAL,,3,162,79,94,68,,,N,N,641,5450,1299,125,489,Baltimore Orioles
1965,AL,BOS,BOS,,9,162,81,62,100,,,N,N,669,5487,1378,165,678,Boston Red Sox
1965,AL,CAL,ANA,,7,162,80,75,87,,,N,N,527,5354,1279,92,508,California Angels
1965,AL,CHA,CHW,,2,162,81,95,67,,,N,N,647,5509,1354,125,492,Chicago White Sox
1965,NL,CHN,CHC,,8,164,83,72,90,,,N,N,635,5540,1316,134,618,Chicago Cubs
1965,NL,CIN,CIN,,4,162,81,89,73,,,N,N,825,5658,1544,183,628,Cincinnati Reds
1965,AL,CLE,CLE,,5,162,82,87,75,,,N,N,663,5469,1367,156,535,Cleveland Indians
1965,AL,DET,DET,,4,162,81,89,73,,,N,N,680,5368,1278,162,542,Detroit Tigers
1965,NL,HOU,HOU,,9,162,81,65,97,,,N,N,569,5483,1299,97,623,Houston Astros
1965,AL,KC1,OAK,,10,162,81,59,103,,,N,N,585,5393,1294,110,675,Kansas City Athletics
1965,NL,LAN,LAD,,1,162,81,97,65,,,Y,Y,608,5425,1329,78,461,Los Angeles Dodgers
1965,AL,MIN,MIN,,1,162,81,102,60,,,Y,N,774,5488,1396,150,508,Minnesota Twins
1965,NL,ML1,ATL,,5,162,81,86,76,,,N,N,708,5542,1419,196,566,Milwaukee Braves
1965,AL,NYA,NYY,,6,162,83,77,85,,,N,N,611,5470,1286,149,532,New York Yankees
1965,NL,NYN,NYM,,10,164,82,50,112,,,N,N,495,5441,1202,107,656,New York Mets
1965,NL,PHI,PHI,,6,162,80,85,76,,,N,N,654,5528,1380,144,576,Philadelphia Phillies
1965,NL,PIT,PIT,,3,163,82,90,72,,,N,N,675,5686,1506,111,495,Pittsburgh Pirates
1965,NL,SFN,SFG,,2,163,81,95,67,,,N,N,682,5495,1384,159,521,San Francisco Giants
1965,NL,SLN,STL,,7,162,81,80,81,,,N,N,707,5579,1415,109,612,St. Louis Cardinals
1965,AL,WS2,TEX,,8,162,81,70,92,,,N,N,591,5374,1227,136,627,Washington Senators
1966,NL,ATL,ATL,,5,163,82,85,77,,,N,N,782,5617,1476,207,601,Atlanta Braves
1966,AL,BAL,BAL,,1,160,79,97,63,,,Y,Y,755,5529,1426,175,541,Baltimore Orioles
1966,AL,BOS,BOS,,9,162,81,72,90,,,N,N,655,5498,1318,145,637,Boston Red Sox
1966,AL,CAL,ANA,,6,162,81,80,82,,,N,N,604,5360,1244,122,576,California Angels
1966,AL,CHA,CHW,,4,163,81,83,79,,,N,N,574,5348,1235,87,439,Chicago White Sox
1966,NL,CHN,CHC,,10,162,81,59,103,,,N,N,644,5592,1418,140,701,Chicago Cubs
1966,NL,CIN,CIN,,7,160,79,76,84,,,N,N,692,5521,1434,149,651,Cincinnati Reds
1966,AL,CLE,CLE,,5,162,81,81,81,,,N,N,574,5474,1300,155,526,Cleveland Indians
1966,AL,DET,DET,,3,162,81,88,74,,,N,N,719,5507,1383,179,622,Detroit Tigers
1966,NL,HOU,HOU,,8,163,81,72,90,,,N,N,612,5511,1405,112,603,Houston Astros
1966,AL,KC1,OAK,,7,160,81,74,86,,,N,N,564,5328,1259,70,568,Kansas City Athletics
1966,NL,LAN,LAD,,1,162,81,95,67,,,Y,N,606,5471,1399,108,424,Los Angeles Dodgers
1966,AL,MIN,MIN,,2,162,81,89,73,,,N,N,663,5390,1341,144,500,Minnesota Twins
1966,AL,NYA,NYY,,10,160,82,70,89,,,N,N,611,5330,1254,162,536,New York Yankees
1966,NL,NYN,NYM,,9,161,81,66,95,,,N,N,587,5371,1286,98,661,New York Mets
1966,NL,PHI,PHI,,4,162,81,87,75,,,N,N,696,5607,1448,117,579,Philadelphia Phillies
1966,NL,PIT,PIT,,3,162,81,92,70,,,N,N,759,5676,1586,158,572,Pittsburgh Pirates
1966,NL,SFN,SFG,,2,161,81,93,68,,,N,N,675,5539,1373,181,531,San Francisco Giants
1966,NL,SLN,STL,,6,162,81,83,79,,,N,N,571,5480,1377,108,504,St. Louis Cardinals
1966,AL,WS2,TEX,,8,159,78,71,88,,,N,N,557,5318,1245,126,583,Washington Senators
1967,NL,ATL,ATL,,7,162,81,77,85,,,N,N,631,5450,1307,158,561,Atlanta Braves
1967,AL,BAL,BAL,,6,161,77,76,85,,,N,N,654,5456,1312,138,537,Baltimore Orioles
1967,AL,BOS,BOS,,1,162,81,92,70,,,Y,N,722,5471,1394,158,545,Boston Red Sox
1967,AL,CAL,ANA,,5,161,83,84,77,,,N,N,567,5307,1265,114,507,California Angels
1967,AL,CHA,CHW,,4,162,82,89,73,,,N,N,531,5383,1209,89,406,Chicago White Sox
1967,NL,CHN,CHC,,3,162,84,87,74,,,N,N,702,5463,1373,128,563,Chicago Cubs
1967,NL,CIN,CIN,,4,162,81,87,75,,,N,N,604,5519,1366,109,497,Cincinnati Reds
1967,AL,CLE,CLE,,8,162,81,75,87,,,N,N,559,5461,1282,131,533,Cleveland Indians
1967,AL,DET,DET,,2,163,82,91,71,,,N,N,683,5410,1315,152,532,Detroit Tigers
1967,NL,HOU,HOU,,9,162,81,69,93,,,N,N,626,5506,1372,93,647,Houston Astros
1967,AL,KC1,OAK,,10,161,81,62,99,,,N,N,533,5349,1244,69,584,Kansas City Athletics
1967,NL,LAN,LAD,,8,162,81,73,89,,,N,N,519,5456,1285,82,525,Los Angeles Dodgers
1967,AL,MIN,MIN,,2,164,81,91,71,,,N,N,671,5458,1309,131,510,Minnesota Twins
1967,AL,NYA,NYY,,9,163,82,72,90,,,N,N,522,5443,1225,100,533,New York Yankees
1967,NL,NYN,NYM,,10,162,78,61,101,,,N,N,498,5417,1288,83,594,New York Mets
1967,NL,PHI,PHI,,5,162,80,82,80,,,N,N,612,5401,1306,103,500,Philadelphia Phillies
1967,NL,PIT,PIT,,6,163,81,81,81,,,N,N,679,5724,1585,91,606,Pittsburgh Pirates
1967,NL,SFN,SFG,,2,162,82,91,71,,,N,N,652,5524,1354,140,478,San Francisco Giants
1967,NL,SLN,STL,,1,161,81,101,60,,,Y,Y,695,5566,1462,115,496,St. Louis Cardinals
1967,AL,WS2,TEX,,6,161,80,76,85,,,N,N,550,5441,1211,115,553,Washington Senators
1968,NL,ATL,ATL,,5,163,81,81,81,,,N,N,514,5552,1399,80,478,Atlanta Braves
1968,AL,BAL,BAL,,2,162,80,91,71,,,N,N,579,5275,1187,133,429,Baltimore Orioles
1968,AL,BOS,BOS,,4,162,81,86,76,,,N,N,614,5303,1253,125,535,Boston Red Sox
1968,AL,CAL,ANA,,8,162,81,67,95,,,N,N,498,5331,1209,83,548,California Angels
1968,AL,CHA,CHW,,8,162,81,67,95,,,N,N,463,5405,1233,71,449,Chicago White Sox
1968,NL,CHN,CHC,,3,163,82,84,78,,,N,N,612,5458,1319,130,551,Chicago Cubs
1968,NL,CIN,CIN,,4,163,82,83,79,,,N,N,690,5767,1573,106,589,Cincinnati Reds
1968,AL,CLE,CLE,,3,162,81,86,75,,,N,N,516,5416,1266,75,433,Cleveland Indians
1968,AL,DET,DET,,1,164,81,103,59,,,Y,Y,671,5490,1292,185,448,Detroit Tigers
1968,NL,HOU,HOU,,10,162,81,72,90,,,N,N,510,5336,1233,66,524,Houston Astros
1968,NL,LAN,LAD,,7,162,81,76,86,,,N,N,470,5354,1234,67,433,Los Angeles Dodgers
1968,AL,MIN,MIN,,7,162,81,79,83,,,N,N,562,5373,1274,105,460,Minnesota Twins
1968,AL,NYA,NYY,,5,164,82,83,79,,,N,N,536,5310,1137,109,455,New York Yankees
1968,NL,NYN,NYM,,9,163,82,73,89,,,N,N,473,5503,1252,81,448,New York Mets
1968,AL,OAK,OAK,,6,163,83,82,80,,,N,N,569,5406,1300,94,475,Oakland Athletics
1968,NL,PHI,PHI,,7,162,81,76,86,,,N,N,543,5372,1253,100,541,Philadelphia Phillies
1968,NL,PIT,PIT,,6,163,81,80,82,,,N,N,583,5569,1404,80,453,Pittsburgh Pirates
1968,NL,SFN,SFG,,2,163,81,88,74,,,N,N,599,5441,1301,108,442,San Francisco Giants
1968,NL,SLN,STL,,1,162,81,97,65,,,Y,N,583,5561,1383,73,409,St. Louis Cardinals
1968,AL,WS2,TEX,,10,161,81,65,96,,,N,N,524,5400,1208,124,582,Washington Senators
1969,NL,ATL,ATL,W,1,162,81,93,69,Y,,N,N,691,5460,1411,141,567,Atlanta Braves
1969,AL,BAL,BAL,E,1,162,81,109,53,Y,,Y,N,779,5518,1465,175,463,Baltimore Orioles
1969,AL,BOS,BOS,E,3,162,81,87,75,N,,N,N,743,5494,1381,197,639,Boston Red Sox
1969,AL,CAL,ANA,W,3,163,81,71,91,N,,N,N,528,5316,1221,88,566,California Angels
1969,AL,CHA,CHW,W,5,162,81,68,94,N,,N,N,625,5450,1346,112,672,Chicago White Sox
1969,NL,CHN,CHC,E,2,163,82,92,70,N,,N,N,720,5530,1400,142,540,Chicago Cubs
1969,NL,CIN,CIN,W,3,163,81,89,73,N,,N,N,798,5634,1558,171,669,Cincinnati Reds
1969,AL,CLE,CLE,E,6,161,81,62,99,N,,N,N,573,5365,1272,119,629,Cleveland Indians
1969,AL,DET,DET,E,2,162,81,90,72,N,,N,N,701,5441,1316,182,535,Detroit Tigers
1969,NL,HOU,HOU,W,5,162,81,81,81,N,,N,N,676,5348,1284,104,574,Houston Astros
1969,AL,KCA,KCR,W,4,163,82,69,93,N,,N,N,586,5462,1311,98,605,Kansas City Royals
1969,NL,LAN,LAD,W,4,162,81,85,77,N,,N,N,645,5532,1405,97,499,Los Angeles Dodgers
1969,AL,MIN,MIN,W,1,162,81,97,65,Y,,N,N,790,5677,1520,163,539,Minnesota Twins
1969,NL,MON,WSN,E,6,162,81,52,110,N,,N,N,582,5419,1300,125,686,Montreal Expos
1969,AL,NYA,NYY,E,5,162,80,80,81,N,,N,N,562,5308,1247,94,517,New York Yankees
1969,NL,NYN,NYM,E,1,162,82,100,62,Y,,Y,Y,632,5427,1311,109,488,New York Mets
1969,AL,OAK,OAK,W,2,162,81,88,74,N,,N,N,740,5614,1400,148,610,Oakland Athletics
1969,NL,PHI,PHI,E,5,162,81,63,99,N,,N,N,645,5408,1304,137,660,Philadelphia Phillies
1969,NL,PIT,PIT,E,3,162,81,88,74,N,,N,N,725,5626,1557,119,580,Pittsburgh Pirates
1969,NL,SDN,SDP,W,6,162,81,52,110,N,,N,N,468,5357,1203,99,670,San Diego Padres
1969,AL,SE1,MIL,W,6,163,82,64,98,N,,N,N,639,5444,1276,125,707,Seattle Pilots
1969,NL,SFN,SFG,W,2,162,81,90,72,N,,N,N,713,5474,1325,136,534,San Francisco Giants
1969,NL,SLN,STL,E,4,162,80,87,75,N,,N,N,595,5536,1403,90,477,St. Louis Cardinals
1969,AL,WS2,TEX,E,4,162,81,86,76,N,,N,N,694,5447,1365,148,561,Washington Senators
1970,NL,ATL,ATL,W,5,162,81,76,86,N,,N,N,736,5546,1495,160,688,Atlanta Braves
1970,AL,BAL,BAL,E,1,162,81,108,54,Y,,Y,Y,792,5545,1424,179,517,Baltimore Orioles
1970,AL,BOS,BOS,E,3,162,81,87,75,N,,N,N,786,5535,1450,203,622,Boston Red Sox
1970,AL,CAL,ANA,W,3,162,81,86,76,N,,N,N,631,5532,1391,114,566,California Angels
1970,AL,CHA,CHW,W,6,162,84,56,106,N,,N,N,633,5514,1394,123,722,Chicago White Sox
1970,NL,CHN,CHC,E,2,162,80,84,78,N,,N,N,806,5491,1424,179,599,Chicago Cubs
1970,NL,CIN,CIN,W,1,162,81,102,60,Y,,Y,N,775,5540,1498,191,592,Cincinnati Reds
1970,AL,CLE,CLE,E,5,162,81,76,86,N,,N,N,649,5463,1358,183,630,Cleveland Indians
1970,AL,DET,DET,E,4,162,81,79,83,N,,N,N,666,5377,1282,148,658,Detroit Tigers
1970,NL,HOU,HOU,W,4,162,81,79,83,N,,N,N,744,5574,1446,129,685,Houston Astros
1970,AL,KCA,KCR,W,4,162,79,65,97,N,,N,N,611,5503,1341,97,615,Kansas City Royals
1970,NL,LAN,LAD,W,2,161,81,87,74,N,,N,N,749,5606,1515,87,619,Los Angeles Dodgers
1970,AL,MIN,MIN,W,1,162,81,98,64,Y,,N,N,744,5483,1438,153,520,Minnesota Twins
1970,AL,ML4,MIL,W,4,163,81,65,97,N,,N,N,613,5395,1305,126,676,Milwaukee Brewers
1970,NL,MON,WSN,E,6,162,80,73,89,N,,N,N,687,5411,1284,136,720,Montreal Expos
1970,AL,NYA,NYY,E,2,163,81,93,69,N,,N,N,680,5492,1381,111,530,New York Yankees
1970,NL,NYN,NYM,E,3,162,82,83,79,N,,N,N,695,5443,1358,120,559,New York Mets
1970,AL,OAK,OAK,W,2,162,81,89,73,N,,N,N,678,5376,1338,171,529,Oakland Athletics
