Season,Season_end,Lg,franchID,Team,W,L,Finals_W,Finals_RU
2018-19,2019,NBA,NOJ,Utah Jazz,50,32,N,N
2018-19,2019,NBA,NOR,New Orleans Pelicans,33,49,N,N
2018-19,2019,NBA,NYK,New York Knicks,17,65,N,N
2018-19,2019,NBA,OKC,Oklahoma City Thunder,49,33,N,N
2018-19,2019,NBA,ORL,Orlando Magic,42,40,N,N
2018-19,2019,NBA,PHE,Phoenix Suns,19,63,N,N
2018-19,2019,NBA,PHI,Philadelphia 76ers,51,31,N,N
2018-19,2019,NBA,POR,Portland Trail Blazers,53,29,N,N
2018-19,2019,NBA,SAC,Sacramento Kings,39,43,N,N
2018-19,2019,NBA,SAP,San Antonio Spurs,48,34,N,N
2018-19,2019,NBA,TOR,Toronto Raptors,58,24,Y,N
2018-19,2019,NBA,WAR,Golden State Warriors,57,25,N,Y
2019-20,2020,NBA,ATL,Atlanta Hawks,20,47,N,N
2019-20,2020,NBA,BOS,Boston Celtics,48,24,N,N
2019-20,2020,NBA,CHA,Charlotte Hornets,23,42,N,N
2019-20,2020,NBA,CHI,Chicago Bulls,22,43,N,N
2019-20,2020,NBA,CHIP,Washington Wizards,25,47,N,N
2019-20,2020,NBA,CLE,Cleveland Cavaliers,19,46,N,N
2019-20,2020,NBA,DALM,Dallas Mavericks,43,32,N,N
2019-20,2020,NBA,DEN,Denver Nuggets,46,27,N,N
2019-20,2020,NBA,DET,Detroit Pistons,20,46,N,N
2019-20,2020,NBA,HOU,Houston Rockets,44,28,N,N
2019-20,2020,NBA,IND,Indiana Pacers,45,28,N,N
2019-20,2020,NBA,LAC,Los Angeles Clippers,49,23,N,N
2019-20,2020,NBA,MEM,Memphis Grizzlies,34,39,N,N
2019-20,2020,NBA,MIA,Miami Heat,44,29,N,Y
2019-20,2020,NBA,MIL,Milwaukee Bucks,19,45,N,N
2019-20,2020,NBA,MIN,Minnesota Timberwolves,19,45,N,N
2019-20,2020,NBA,MINL,Los Angeles Lakers,52,19,Y,N
2019-20,2020,NBA,NJN,Brooklyn Nets,35,37,N,N
2019-20,2020,NBA,NOJ,Utah Jazz,44,28,N,N
2019-20,2020,NBA,NOR,New Orleans Pelicans,30,42,N,N
2019-20,2020,NBA,NYK,New York Knicks,21,45,N,N
2019-20,2020,NBA,OKC,Oklahoma City Thunder,44,28,N,N
2019-20,2020,NBA,ORL,Orlando Magic,33,40,N,N
2019-20,2020,NBA,PHE,Phoenix Suns,34,29,N,N
2019-20,2020,NBA,PHI,Philadelphia 76ers,43,30,N,N
2019-20,2020,NBA,POR,Portland Trail Blazers,35,39,N,N
2019-20,2020,NBA,SAC,Sacramento Kings,31,41,N,N
2019-20,2020,NBA,SAP,San Antonio Spurs,32,39,N,N
2019-20,2020,NBA,TOR,Toronto Raptors,53,19,N,N
2019-20,2020,NBA,WAR,Golden State Warriors,15,50,N,N
2020-21,2021,NBA,ATL,Atlanta Hawks,41,31,N,N
2020-21,2021,NBA,BOS,Boston Celtics,36,36,N,N
2020-21,2021,NBA,CHA,Charlotte Hornets,33,39,N,N
2020-21,2021,NBA,CHI,Chicago Bulls,31,41,N,N
2020-21,2021,NBA,CHIP,Washington Wizards,34,38,N,N
2020-21,2021,NBA,CLE,Cleveland Cavaliers,22,50,N,N
2020-21,2021,NBA,DALM,Dallas Mavericks,42,30,N,N
2020-21,2021,NBA,DEN,Denver Nuggets,47,25,N,N
2020-21,2021,NBA,DET,Detroit Pistons,20,52,N,N
2020-21,2021,NBA,HOU,Houston Rockets,17,55,N,N
2020-21,2021,NBA,IND,Indiana Pacers,34,38,N,N
2020-21,2021,NBA,LAC,Los Angeles Clippers,47,25,N,N
2020-21,2021,NBA,MEM,Memphis Grizzlies,38,34,N,N
2020-21,2021,NBA,MIA,Miami Heat,40,32,N,N
2020-21,2021,NBA,MIL,Milwaukee Bucks,46,26,Y,N
2020-21,2021,NBA,MIN,Minnesota Timberwolves,23,49,N,N
2020-21,2021,NBA,MINL,Los Angeles Lakers,42,30,N,N
2020-21,2021,NBA,NJN,Brooklyn Nets,48,24,N,N
2020-21,2021,NBA,NOJ,Utah Jazz,52,20,N,N
2020-21,2021,NBA,NOR,New Orleans Pelicans,31,41,N,N
2020-21,2021,NBA,NYK,New York Knicks,41,31,N,N
2020-21,2021,NBA,OKC,Oklahoma City Thunder,22,50,N,N
2020-21,2021,NBA,ORL,Orlando Magic,21,51,N,N
2020-21,2021,NBA,PHE,Phoenix Suns,51,21,N,Y
2020-21,2021,NBA,PHI,Philadelphia 76ers,49,23,N,N
2020-21,2021,NBA,POR,Portland Trail Blazers,42,30,N,N
2020-21,2021,NBA,SAC,Sacramento Kings,31,41,N,N
2020-21,2021,NBA,SAP,San Antonio Spurs,33,39,N,N
2020-21,2021,NBA,TOR,Toronto Raptors,27,45,N,N
2020-21,2021,NBA,WAR,Golden State Warriors,39,33,N,N
