ConfRank,School,W,L,T,Pct,Off,Def,SRS,SOS,AP Pre,AP High,AP Rank,Notes,yearID,Conf
21,West Virginia,4,3,3,0.55,7.7,9.5,-1.05,-0.95,,,,,1929,independent
22,Wake Forest,6,5,1,0.542,8.9,12.9,-6.48,-7.23,,,,,1929,independent
23,Brown,5,5,0,0.5,14,12.4,-2.05,-1.95,,,,,1929,independent
24,Davidson,5,5,0,0.5,9.4,12.3,-5.04,-3.14,,,,,1929,independent
25,Columbia,4,5,0,0.444,17.8,12.3,1.36,-0.19,,,,,1929,independent
26,Princeton,2,4,1,0.357,9.4,9.6,-1.01,0.14,,,,,1929,independent
27,Regis (CO),2,7,0,0.222,10.9,15.1,-10.67,-5.78,,,,,1929,independent
1,Notre Dame,10,0,0,1,26.5,7.4,29.23,11.63,,,,,1930,independent
2,Marquette,8,0,1,0.944,17.2,0.8,7.72,-5.28,,,,,1930,independent
3,Colgate,9,1,0,0.9,38.3,2.7,17.04,-2.16,,,,,1930,independent
4,Fordham,8,1,0,0.889,23.9,3.2,8.69,-1.98,,,,,1930,independent
5,Saint Mary's (CA),8,1,0,0.889,18.7,3.4,6.68,-5.76,,,,,1930,independent
6,Army,9,1,1,0.864,24.4,2,12.54,-1.82,,,,,1930,independent
7,Centenary (LA),8,1,1,0.85,12.7,3.3,5.59,-3.71,,,,,1930,independent
8,Dartmouth,7,1,1,0.833,33.4,4.8,12.21,-1.46,,,,,1930,independent
9,Cornell,6,2,0,0.75,34.1,7.9,7.93,-4.07,,,,,1930,independent
10,Michigan State,5,1,2,0.75,18.9,4,8.19,-1.81,,,,,1930,independent
11,Pitt,6,2,1,0.722,20.7,7.7,12.51,5.07,,,,,1930,independent
12,Washington & Jefferson,6,2,1,0.722,18.2,7.2,1.68,-4.1,,,,,1930,independent
13,New York University,7,3,0,0.7,20.1,4,11.7,0.8,,,,,1930,independent
14,Temple,7,3,0,0.7,22.1,11,4.85,-2.45,,,,,1930,independent
15,Bucknell,6,3,0,0.667,18.1,6.6,4.57,-3.77,,,,,1930,independent
16,Carnegie Mellon,6,3,0,0.667,30.6,8.6,14.02,2.46,,,,,1930,independent
17,Regis (CO),6,3,0,0.667,17.7,13.4,-7.18,-11.4,,,,,1930,independent
18,Syracuse,5,2,2,0.667,23,8.8,5.81,-1.97,,,,,1930,independent
19,Yale,5,2,2,0.667,21.8,6.4,10.31,1.42,,,,,1930,independent
20,Brown,6,3,1,0.65,13.5,7.8,-0.11,-3.11,,,,,1930,independent
21,Wake Forest,5,3,1,0.611,13.9,8.6,-0.67,-5.01,,,,,1930,independent
22,Davidson,6,4,0,0.6,11.8,5.7,-1.65,-6.35,,,,,1930,independent
23,Detroit Mercy,5,3,2,0.6,20.8,3.5,7.41,-1.19,,,,,1930,independent
24,Columbia,5,4,0,0.556,15.7,15.3,1.47,-0.64,,,,,1930,independent
25,Pennsylvania,5,4,0,0.556,25,16.1,7.33,3.78,,,,,1930,independent
26,Navy,6,5,0,0.545,13.5,10.6,6.18,3.91,,,,,1930,independent
27,Georgetown,5,5,0,0.5,13.8,10.7,-2.65,-3.35,,,,,1930,independent
28,Harvard,4,4,1,0.5,14,6.6,2.96,-1.49,,,,,1930,independent
29,Villanova,5,5,0,0.5,8.6,8.1,-0.47,-0.97,,,,,1930,independent
30,West Virginia,5,5,0,0.5,11.1,10.3,0.48,0.48,,,,,1930,independent
31,Penn State,3,4,2,0.444,15.8,12.3,0.01,-0.32,,,,,1930,independent
32,Princeton,1,5,1,0.214,6.6,10.4,-4.91,-0.76,,,,,1930,independent
33,Gonzaga,1,7,1,0.167,6.1,19.2,-15.17,-3.5,,,,,1930,independent
1,Colgate,8,1,0,0.889,25.2,3.8,12.19,-3.81,,,,,1931,independent
2,Marquette,8,1,0,0.889,19.1,2.8,6.11,-6.56,,,,,1931,independent
3,Pitt,8,1,0,0.889,31.1,4.1,19.05,1.38,,,,,1931,independent
4,Cornell,7,1,0,0.875,29.9,2.5,12.51,-3.24,,,,,1931,independent
5,Harvard,7,1,0,0.875,18.6,3.6,13.5,0.38,,,,,1931,independent
6,Temple,8,1,1,0.85,15.8,4.2,5.81,-4.59,,,,,1931,independent
7,Bucknell,6,0,3,0.833,16.4,5.2,6.74,-2.71,,,,,1931,independent
8,Columbia,7,1,1,0.833,24.8,2.9,11.71,-1.84,,,,,1931,independent
9,Syracuse,7,1,1,0.833,26.4,6.2,10.82,-2.18,,,,,1931,independent
10,Saint Mary's (CA),8,2,0,0.8,11.9,6.5,8.05,2.25,,,,,1931,independent
11,Fordham,6,1,2,0.778,22.8,4,10.63,-2.93,,,,,1931,independent
12,Army,8,2,1,0.773,26.9,6.5,14.54,3.63,,,,,1931,independent
13,Detroit Mercy,7,2,1,0.75,11.2,7.1,4.24,-1.06,,,,,1931,independent
14,Yale,5,1,2,0.75,24.8,9.9,12.41,2.54,,,,,1931,independent
15,Notre Dame,6,2,1,0.722,23.9,4.4,21.28,9.62,,,,,1931,independent
16,Brown,7,3,0,0.7,18.4,10,2.25,-5.65,,,,,1931,independent
17,Pennsylvania,6,3,0,0.667,13.4,10.4,5.55,-0.22,,,,,1931,independent
18,New York University,6,3,1,0.65,21.2,4.7,12.72,4.32,,,,,1931,independent
19,Dartmouth,5,3,1,0.611,24,12.2,6.75,2.42,,,,,1931,independent
20,Michigan State,5,3,1,0.611,32.3,6.8,8.58,0.14,,,,,1931,independent
21,Washington & Jefferson,6,4,0,0.6,11.2,8.9,0.28,-2.93,,,,,1931,independent
22,Villanova,4,3,2,0.556,14.6,6.9,0.68,-2.65,,,,,1931,independent
23,Centenary (LA),5,5,0,0.5,14.5,10.2,3.63,0.13,,,,,1931,independent
24,Davidson,4,4,2,0.5,5.4,7.2,-8.66,-6.86,,,,,1931,independent
25,Navy,5,5,1,0.5,7.1,8.6,0.67,2.04,,,,,1931,independent
26,Wake Forest,4,4,0,0.5,5.6,17.3,-14.13,-7.01,,,,,1931,independent
27,Georgetown,4,5,1,0.45,7.8,8.6,-1.12,-1.02,,,,,1931,independent
28,Gonzaga,3,4,0,0.429,16.6,8.4,0.08,-4.21,,,,,1931,independent
29,West Virginia,4,6,0,0.4,9.1,12.2,-2.5,0.5,,,,,1931,independent
30,Carnegie Mellon,3,5,1,0.389,9.1,8.4,5.38,5.82,,,,,1931,independent
31,Penn State,2,8,0,0.2,6.9,16.7,-9.24,-0.54,,,,,1931,independent
32,Princeton,1,7,0,0.125,6.9,20.5,-9.34,2.03,,,,,1931,independent
1,Colgate,9,0,0,1,29.3,0,16.57,-5.1,,,,,1932,independent
2,Centenary (LA),8,0,1,0.944,20.3,2.9,11.09,-1.25,,,,,1932,independent
3,Brown,7,1,0,0.875,10.1,5.3,4.44,-1.94,,,,,1932,independent
4,Michigan State,7,1,0,0.875,27.5,8,10.24,-0.63,,,,,1932,independent
5,Columbia,7,1,1,0.833,22.1,3.6,9.97,-2.03,,,,,1932,independent
6,Pitt,8,1,2,0.818,16.5,5.5,15.63,7.63,,,,,1932,independent
7,Army,8,2,0,0.8,26.1,3.9,12.03,-0.77,,,,,1932,independent
8,Detroit Mercy,8,2,0,0.8,13.6,6.6,4.25,-2.35,,,,,1932,independent
9,Notre Dame,7,2,0,0.778,28.3,3.4,19.21,5.99,,,,,1932,independent
10,Villanova,7,2,0,0.778,21.3,5.9,5.51,-6.05,,,,,1932,independent
11,Fordham,6,2,0,0.75,24.1,3.5,9.78,-0.97,,,,,1932,independent
12,Pennsylvania,6,2,0,0.75,22.3,7.3,10.34,1.09,,,,,1932,independent
13,Temple,5,1,2,0.75,13.1,6.6,3.42,-3.71,,,,,1932,independent
14,George Washington,6,2,1,0.722,16.6,8.4,3.08,-4.81,,,,,1932,independent
15,Saint Mary's (CA),6,2,1,0.722,13.1,6.6,9.49,3.6,,,,,1932,independent
16,Saint Louis,5,2,0,0.714,14.7,7.1,-0.56,-7.84,,,,,1932,independent
17,Cornell,5,2,1,0.688,21.8,4.9,8.72,-1.28,,,,,1932,independent
18,Santa Clara,6,3,0,0.667,13.4,4.6,6.01,-0.99,,,,,1932,independent
19,William & Mary,8,4,0,0.667,18.4,8,-0.27,-5.19,,,,,1932,independent
20,Gonzaga,5,3,0,0.625,22.3,9.6,5.47,-0.53,,,,,1932,independent
21,Harvard,5,3,0,0.625,21.1,12.4,1.29,-2.33,,,,,1932,independent
22,New York University,5,3,0,0.625,16,8.5,7.55,2.8,,,,,1932,independent
23,Richmond,4,2,2,0.625,5.5,6.1,-5.87,-5.75,,,,,1932,independent
24,Washington & Jefferson,5,3,1,0.611,10.4,4.2,1.02,-3.98,,,,,1932,independent
25,Marquette,4,3,1,0.563,12.3,6,2.05,-1.71,,,,,1932,independent
26,Carnegie Mellon,4,3,2,0.556,12.3,8.2,3.02,0.02,,,,,1932,independent
27,Bucknell,4,4,1,0.5,9.1,11.1,-5.35,-3.46,,,,,1932,independent
28,Dartmouth,4,4,0,0.5,19.5,6.4,3.43,-1.95,,,,,1932,independent
29,Davidson,4,4,1,0.5,9.1,5.8,-4.01,-5.23,,,,,1932,independent
30,Princeton,2,2,3,0.5,13.7,5.9,6.73,3.02,,,,,1932,independent
31,Syracuse,4,4,1,0.5,15.2,10.7,-0.41,-1.75,,,,,1932,independent
32,Wake Forest,3,3,2,0.5,4.9,4.5,-2.8,-3.3,,,,,1932,independent
33,West Virginia,5,5,0,0.5,13.7,11.5,-0.78,-3.28,,,,,1932,independent
34,Yale,2,2,3,0.5,5.9,5.9,3.07,3.21,,,,,1932,independent
35,The Citadel,4,5,0,0.444,7.1,13.7,-13,-7.56,,,,,1932,independent
36,Lafayette,3,5,0,0.375,11.8,9.4,-4.22,-3.84,,,,,1932,independent
37,Penn State,2,5,0,0.286,11.7,16.4,-6.82,-2.11,,,,,1932,independent
38,Georgetown,2,6,1,0.278,5.8,17.8,-11.86,-4.19,,,,,1932,independent
39,Navy,2,6,1,0.278,7.4,8.9,-0.25,2.98,,,,,1932,independent
40,San Francisco,2,6,0,0.25,9.6,11.3,-3.73,-1.85,,,,,1932,independent
1,Princeton,9,0,0,1,24.1,0.9,15.86,-2.25,,,,,1933,independent
2,Duquesne,10,1,0,0.909,18.7,3,11.55,-3.18,,,,,1933,independent
3,Army,9,1,0,0.9,22.7,2.6,13.53,-1.37,,,,,1933,independent
4,Columbia,8,1,0,0.889,19.9,5,13.92,3.03,,,,,1933,independent
5,Pitt,8,1,0,0.889,16.3,1.4,17.4,4.63,,,,,1933,independent
6,Detroit Mercy,7,1,0,0.875,19.6,2.5,11.79,-3.96,,,,,1933,independent
7,Tulsa,6,1,0,0.857,13.3,2.7,10.19,1.77,,,,,1933,independent
8,Centenary (LA),8,0,4,0.833,15.1,2.1,12.22,0.97,,,,,1933,independent
9,Colgate,6,1,1,0.813,23.6,1.5,9.23,-3.9,,,,,1933,independent
10,Bucknell,7,2,0,0.778,22.6,6.3,10.38,-1.96,,,,,1933,independent
11,Furman,6,1,2,0.778,13.1,3.3,3.7,-4.3,,,,,1933,independent
12,Fordham,6,2,0,0.75,24.4,5,10.48,-1.15,,,,,1933,independent
13,Loyola Marymount,7,2,1,0.75,17.8,7.1,4.24,-3.76,,,,,1933,independent
14,Villanova,7,2,1,0.75,23.4,5.4,5.27,-6.43,,,,,1933,independent
15,Davidson,6,2,1,0.722,12.1,7.8,-1.79,-6.46,,,,,1933,independent
16,Santa Clara,6,2,1,0.722,11.2,4.4,4.62,-2.16,,,,,1933,independent
17,Harvard,5,2,1,0.688,17.4,7,3.48,-4.14,,,,,1933,independent
18,Saint Louis,6,3,0,0.667,14.3,8.6,-2.76,-7.65,,,,,1933,independent
19,Saint Mary's (CA),6,3,1,0.65,16.1,7.3,8.71,4.31,,,,,1933,independent
20,Michigan State,4,2,2,0.625,9.1,6.1,6.05,2.92,,,,,1933,independent
21,Temple,5,3,0,0.625,13.8,12,1.23,-0.02,,,,,1933,independent
22,George Washington,5,3,1,0.611,13.9,5.7,6.43,-0.46,,,,,1933,independent
23,Cornell,4,3,0,0.571,16.6,12.7,7.53,4.39,,,,,1933,independent
24,Carnegie Mellon,4,3,2,0.556,6.8,4.4,3.83,1.16,,,,,1933,independent
25,Mercer,4,3,2,0.556,13.9,7.3,1.66,-1.57,,,,,1933,independent
26,Navy,5,4,0,0.556,10,9.6,7.16,6.38,,,,,1933,independent
27,Richmond,5,4,0,0.556,11.1,6.1,-1.41,-5.96,,,,,1933,independent
28,William & Mary,6,5,0,0.545,9.8,8,-5.3,-7.03,,,,,1933,independent
29,Dartmouth,4,4,1,0.5,14.2,9.7,2.89,0.23,,,,,1933,independent
30,Penn State,3,3,1,0.5,16.7,9.4,0.8,-4.06,,,,,1933,independent
31,Syracuse,4,4,0,0.5,16.4,9.9,1.93,1.31,,,,,1933,independent
32,Yale,4,4,0,0.5,8,12.5,-0.38,3.24,,,,,1933,independent
33,Marquette,3,4,1,0.438,7.8,10.3,-1.76,0.62,,,,,1933,independent
34,West Virginia,3,5,3,0.409,7.9,13.2,-4.93,-0.2,,,,,1933,independent
35,Lafayette,3,5,1,0.389,13.8,14.2,-2.87,-1.53,,,,,1933,independent
36,Notre Dame,3,5,1,0.389,3.6,8.9,5.22,9.89,,,,,1933,independent
37,The Citadel,3,5,1,0.389,8.6,7.9,-7.15,-6.93,,,,,1933,independent
38,Brown,3,5,0,0.375,8.5,14.5,-5,-0.38,,,,,1933,independent
39,New York University,2,4,1,0.357,5.4,10.4,-3.08,1.5,,,,,1933,independent
40,Pennsylvania,2,4,1,0.357,8.1,11.4,-0.09,3.2,,,,,1933,independent
41,Wofford,3,6,0,0.333,7.4,20.8,-15.25,-6.03,,,,,1933,independent
42,Gonzaga,2,6,1,0.278,4.4,10.7,-4.39,1.28,,,,,1933,independent
43,Washington & Jefferson,2,7,1,0.25,4.7,12.2,-3.34,3.56,,,,,1933,independent
44,Georgetown,1,6,1,0.188,7,16.3,-15.95,-7.7,,,,,1933,independent
45,San Francisco,1,6,1,0.188,5.3,9.3,-2.77,1.6,,,,,1933,independent
46,Wake Forest,0,5,1,0.083,2.2,15.5,-14.98,-1.98,,,,,1933,independent
1,Michigan State,8,1,0,0.889,17,6.2,8.09,-1.91,,,,,1934,independent
2,Navy,8,1,0,0.889,15.3,7.8,15.09,6.53,,,,,1934,independent
3,Pitt,8,1,0,0.889,22.8,4.9,22.14,5.03,,,,,1934,independent
4,Richmond,8,1,0,0.889,14,3.6,1.28,-8.72,,,,,1934,independent
5,Colgate,7,1,0,0.875,23.5,4.8,10.99,-1.51,,,,,1934,independent
6,Columbia,7,1,0,0.875,17.5,6.1,12.73,2.36,,,,,1934,independent
7,Princeton,7,1,0,0.875,35,4.8,14.41,-2.96,,,,,1934,independent
8,Centenary (LA),10,2,0,0.833,12.1,3.3,6.83,-1.92,,,,,1934,independent
9,Duquesne,8,2,0,0.8,32.2,2.2,8.3,-6.3,,,,,1934,independent
10,Temple,7,1,2,0.8,22,5.7,13.94,0.14,,,,,1934,independent
11,Saint Mary's (CA),7,2,0,0.778,13.9,4.4,7.87,2.09,,,,,1934,independent
12,Gonzaga,8,2,1,0.773,16.4,6.5,1.99,-5.38,,,,,1934,independent
13,Loyola Marymount,7,2,1,0.75,17.9,4.4,7.59,-2.21,,,,,1934,independent
14,Santa Clara,7,2,1,0.75,13.3,3.5,7.78,-0.12,,,,,1934,independent
15,Syracuse,6,2,0,0.75,17.6,5.3,10.89,0.14,,,,,1934,independent
16,Bucknell,7,2,2,0.727,9.8,3.5,1.86,-4.51,,,,,1934,independent
17,Army,7,3,0,0.7,21.5,4,12.09,0.19,,,,,1934,independent
18,Tulsa,5,2,1,0.688,13.3,4.9,9.72,2.1,,,,,1934,independent
19,Dartmouth,6,3,0,0.667,19.7,8.1,4.02,-4.21,,,,,1934,independent
20,Notre Dame,6,3,0,0.667,12,6.2,13.34,8.45,,,,,1934,independent
21,George Washington,6,3,1,0.65,10.2,2.9,4.98,-0.82,,,,,1934,independent
22,Fordham,5,3,0,0.625,20.6,11.5,7.5,2.13,,,,,1934,independent
23,Yale,5,3,0,0.625,13,6.8,9.79,5.04,,,,,1934,independent
24,Detroit Mercy,5,3,1,0.611,12.4,6.6,2.19,-1.59,,,,,1934,independent
25,West Virginia,6,4,0,0.6,11.7,11.3,2.76,1.86,,,,,1934,independent
26,Georgetown,4,3,1,0.563,8.1,4.1,-3.25,-6.88,,,,,1934,independent
27,Furman,5,4,0,0.556,4.4,5.1,-4.94,-5.05,,,,,1934,independent
28,Davidson,4,4,1,0.5,11.7,13.7,-2.47,-2.69,,,,,1934,independent
29,Penn State,4,4,0,0.5,14.4,7.3,2.74,-2.64,,,,,1934,independent
30,Pennsylvania,4,4,0,0.5,14.8,10.4,1.66,0.41,,,,,1934,independent
31,Saint Louis,3,3,2,0.5,7.4,8.4,-9.46,-8.33,,,,,1934,independent
32,San Francisco,3,3,1,0.5,6.7,2.3,6.87,4.01,,,,,1934,independent
33,Carnegie Mellon,4,5,0,0.444,3.9,11.9,-2.22,4.67,,,,,1934,independent
34,Loyola (LA),4,5,0,0.444,9,9.9,-4.6,-3.82,,,,,1934,independent
35,Marquette,4,5,0,0.444,14.3,11.6,0.22,-0.45,,,,,1934,independent
36,Villanova,3,4,2,0.444,11.1,6,-2.8,-4.91,,,,,1934,independent
37,Washington & Jefferson,4,5,0,0.444,9.7,12,-6.48,-3.59,,,,,1934,independent
38,New York University,3,4,1,0.438,13.1,13.5,-8.41,-7.29,,,,,1934,independent
39,The Citadel,3,5,1,0.389,7.6,14.6,-10.16,-4.49,,,,,1934,independent
40,Harvard,3,5,0,0.375,10.5,12.4,-4.91,-0.54,,,,,1934,independent
41,Mercer,3,6,1,0.35,7.8,12.5,-13.03,-8.73,,,,,1934,independent
42,Brown,3,6,0,0.333,7.1,18.8,-8.42,-0.97,,,,,1934,independent
43,Wake Forest,3,7,0,0.3,11.8,14.1,-8.03,-1.93,,,,,1934,independent
44,Cornell,2,5,0,0.286,7.9,16.3,-0.87,4.7,,,,,1934,independent
45,William & Mary,2,6,0,0.25,6,8.6,-6.01,-2.64,,,,,1934,independent
1,Princeton,9,0,0,1,28.4,3.6,17.3,-2.37,,,,,1935,independent
2,Furman,8,1,0,0.889,25.8,4.9,9.35,-4.43,,,,,1935,independent
3,Marquette,7,1,0,0.875,21.6,8.1,14.26,2.26,,,,,1935,independent
4,New York University,7,1,0,0.875,25.8,5.9,8.42,-5.96,,,,,1935,independent
5,Notre Dame,7,1,1,0.833,15.9,6.9,16.06,6.73,,,,,1935,independent
6,Syracuse,6,1,1,0.813,14,7,0.04,-6.58,,,,,1935,independent
7,Dartmouth,8,2,0,0.8,30.2,5.7,7.76,-5.54,,,,,1935,independent
8,Pitt,7,1,2,0.8,13.5,2.8,12.03,2.53,,,,,1935,independent
9,Fordham,6,1,2,0.778,14.9,4.6,8.46,0.35,,,,,1935,independent
10,Villanova,7,2,0,0.778,22.1,7.4,8.31,-3.36,,,,,1935,independent
11,Michigan State,6,2,0,0.75,25.9,7.1,14.66,1.79,,,,,1935,independent
12,Army,6,2,1,0.722,19.6,6.9,10.47,2.24,,,,,1935,independent
13,Temple,7,3,0,0.7,18.1,6.8,10.78,2.58,,,,,1935,independent
14,Bucknell,6,3,0,0.667,5,10.9,-2.55,-1.77,,,,,1935,independent
15,Detroit Mercy,6,3,0,0.667,20.8,6.8,4.98,-3.69,,,,,1935,independent
16,Duquesne,6,3,0,0.667,11,7.8,1.56,-1.55,,,,,1935,independent
17,George Washington,6,3,0,0.667,15.7,11.2,0.76,-2.9,,,,,1935,independent
18,Saint Mary's (CA),5,2,2,0.667,12.8,4.1,11.64,4.09,,,,,1935,independent
19,Xavier,6,3,0,0.667,18.2,3.9,6.37,-3.96,,,,,1935,independent
20,Yale,6,3,0,0.667,20.2,11,6.81,0.81,,,,,1935,independent
21,Colgate,5,3,0,0.625,22.6,3.6,6.35,-5.91,,,,,1935,independent
22,San Francisco,5,3,0,0.625,13,6.9,7.15,1.02,,,,,1935,independent
23,The Citadel,4,3,1,0.563,10.4,10.9,-4.25,-5.13,,,,,1935,independent
24,Davidson,4,3,2,0.556,7.7,8.9,-1.48,-0.26,,,,,1935,independent
25,Navy,5,4,0,0.556,15.1,9.9,7.35,3.57,,,,,1935,independent
26,Gonzaga,5,4,1,0.55,12.5,10.9,-1.94,-2.94,,,,,1935,independent
27,Centenary (LA),6,5,0,0.545,10.4,8.8,3.91,2,,,,,1935,independent
28,Loyola Marymount,6,5,0,0.545,13.8,8.2,1.95,-0.78,,,,,1935,independent
29,Columbia,4,4,1,0.5,9.6,12.8,-4.67,-2.67,,,,,1935,independent
30,Georgetown,4,4,0,0.5,8.9,5,-4.56,-7.19,,,,,1935,independent
31,Penn State,4,4,0,0.5,9.5,8.8,-0.7,-1.33,,,,,1935,independent
32,Pennsylvania,4,4,0,0.5,24.9,10,7.34,0.47,,,,,1935,independent
33,Richmond,3,3,3,0.5,7.1,7.2,-8.29,-8.29,,,,,1935,independent
34,Saint Louis,5,6,0,0.455,16.8,10.4,-2.2,-4.47,,,,,1935,independent
35,William & Mary,3,4,3,0.45,8.6,11,-6.22,-3.42,,,,,1935,independent
36,Mercer,4,5,0,0.444,8.1,14.2,-7.24,-2.91,,,,,1935,independent
37,West Virginia,3,4,2,0.444,14.3,10.7,-1.89,-2.55,,,,,1935,independent
38,Harvard,3,5,0,0.375,13.4,11.1,-1.06,-1.44,,,,,1935,independent
39,Santa Clara,3,6,0,0.333,9.1,7.7,6.88,6.33,,,,,1935,independent
40,Carnegie Mellon,2,5,1,0.313,2.8,8.6,-1.33,4.04,,,,,1935,independent
41,Loyola (LA),2,6,1,0.278,9.8,11.2,-7.23,-3.45,,,,,1935,independent
42,Presbyterian,2,7,0,0.222,6.6,15.3,-11.62,-3.17,,,,,1935,independent
43,Wake Forest,2,7,0,0.222,5.8,11.8,-2.87,3.02,,,,,1935,independent
44,Centre,1,7,1,0.167,7.6,16.8,-9.73,-0.95,,,,,1935,independent
45,Brown,1,8,0,0.111,2.3,21.9,-18.06,-2.28,,,,,1935,independent
46,Cornell,0,6,1,0.071,8.4,28.7,-13.73,0.56,,,,,1935,independent
1,Virginia,2,7,0,0.222,8.1,24.7,,,,,,,1936,independent
2,Santa Clara,8,1,0,0.889,15.4,4,14.55,3.33,,,,,1936,independent
3,Pennsylvania,7,1,0,0.875,20.8,5.5,12.9,1.27,,,,,1936,independent
4,Yale,7,1,0,0.875,16.4,7.5,12.88,3.38,,,,,1936,independent
5,Pitt,8,1,1,0.85,22.4,3.4,23.1,8.4,,,,,1936,independent
6,Dartmouth,7,1,1,0.833,26.4,5.9,12.76,0.31,,,,,1936,independent
7,George Washington,7,1,1,0.833,19.4,4.2,8.38,-2.73,,,,,1936,independent
8,Duquesne,8,2,0,0.8,14,2.8,12.85,2.65,,,,,1936,independent
9,Marquette,7,2,0,0.778,15.1,6.7,13.5,5.39,,,,,1936,independent
10,Michigan State,6,1,2,0.778,15.9,4.4,9.11,-0.01,,,,,1936,independent
11,Fordham,5,1,2,0.75,16,4.1,11.82,4.32,,,,,1936,independent
12,Holy Cross,7,2,1,0.75,15.7,4.2,4.89,-2.81,,,,,1936,independent
13,Villanova,7,2,1,0.75,12.9,3.9,7.09,-1.61,,,,,1936,independent
14,Georgetown,6,2,1,0.722,17.8,4,5.86,-3.59,,,,,1936,independent
15,Notre Dame,6,2,1,0.722,14.2,7.7,16.1,9.88,,,,,1936,independent
16,Detroit Mercy,7,3,0,0.7,19.4,5.9,8.06,-2.04,,,,,1936,independent
17,Miami (FL),6,2,2,0.7,12.9,3.9,0.15,-6.65,,,,,1936,independent
18,Army,6,3,0,0.667,26.4,7.9,11.25,-0.19,,,,,1936,independent
19,Colgate,6,3,0,0.667,22.1,7.4,6.71,-1.73,,,,,1936,independent
20,Loyola Marymount,6,3,0,0.667,14.2,9,0.24,-5.2,,,,,1936,independent
21,Navy,6,3,0,0.667,12.8,8.2,9.64,4.86,,,,,1936,independent
22,Saint Mary's (CA),6,3,1,0.65,14,8,7.58,3.08,,,,,1936,independent
23,Temple,6,3,2,0.636,10.6,6,3.91,0.37,,,,,1936,independent
24,Columbia,5,3,0,0.625,18.1,9.1,5.99,-0.01,,,,,1936,independent
25,Gonzaga,5,3,0,0.625,12.3,9.1,-0.51,-3.51,,,,,1936,independent
26,Princeton,4,2,2,0.625,18.1,10,10.52,3.39,,,,,1936,independent
27,New York University,5,3,1,0.611,19.6,12,6.32,-0.13,,,,,1936,independent
28,Manhattan,6,4,0,0.6,14.5,9.2,5.14,0.14,,,,,1936,independent
29,West Virginia,6,4,0,0.6,15.1,12.2,-1.43,-4.53,,,,,1936,independent
30,Centenary (LA),6,4,2,0.583,9.3,8.7,0.99,-0.01,,,,,1936,independent
31,Saint Louis,5,4,1,0.55,15.5,11.4,-2.98,-6.78,,,,,1936,independent
32,Bucknell,4,4,1,0.5,7.2,8.7,-2.53,-1.42,,,,,1936,independent
33,San Francisco,4,4,2,0.5,10.3,11.4,-2.44,-1.74,,,,,1936,independent
34,Erskine,4,5,0,0.444,9,12,-11.67,-10.12,,,,,1936,independent
35,Harvard,3,4,1,0.438,22.3,14,4.42,2.55,,,,,1936,independent
36,Loyola (LA),4,6,0,0.4,7.8,17.1,-8.01,-2.11,,,,,1936,independent
37,Cornell,3,5,0,0.375,18.1,16.5,-0.06,3.94,,,,,1936,independent
38,Penn State,3,5,0,0.375,13.6,10.8,0.25,0.5,,,,,1936,independent
39,Mercer,3,6,1,0.35,9.4,10.5,-7.53,-5.43,,,,,1936,independent
40,Presbyterian,3,6,0,0.333,7.6,17.6,-11.36,-4.59,,,,,1936,independent
41,Brown,3,7,0,0.3,7.6,23.4,-10.42,0.38,,,,,1936,independent
42,Carnegie Mellon,2,6,0,0.25,6,11.5,4.62,10.87,,,,,1936,independent
43,Wofford,1,7,1,0.167,7.2,23.1,-21.04,-7.49,,,,,1936,independent
44,Syracuse,1,7,0,0.125,5.6,14.5,-11.06,-0.69,,,,,1936,independent
1,Virginia,2,7,0,0.222,5.8,18.8,,,,,,,1937,independent
2,Santa Clara,9,0,0,1,18.1,1,12.7,-2.42,,,,,1937,independent
3,Pitt,9,0,1,0.95,20.3,3.4,20.05,6.45,,,,,1937,independent
4,Villanova,8,0,1,0.944,20.6,0.8,16.08,-0.58,,,,,1937,independent
5,Fordham,7,0,1,0.938,22.8,2,16.63,3.26,,,,,1937,independent
6,Holy Cross,8,0,2,0.9,10.7,1.9,7.22,-2.48,,,,,1937,independent
7,Dartmouth,7,0,2,0.889,27.6,3.7,18.91,0.91,,,,,1937,independent
8,West Virginia,8,1,1,0.85,18.3,3.9,4.79,-5.21,,,,,1937,independent
9,Yale,6,1,1,0.813,17.1,4.5,17.82,5.69,,,,,1937,independent
10,Michigan State,8,2,0,0.8,11.7,4.2,7.47,-0.23,,,,,1937,independent
11,Army,7,2,0,0.778,19.6,8,13.66,4.55,,,,,1937,independent
12,Notre Dame,6,2,1,0.722,8.6,5.4,12.35,8.57,,,,,1937,independent
13,Detroit Mercy,7,3,0,0.7,25.3,4.2,8.83,-3.77,,,,,1937,independent
14,Cornell,5,2,1,0.688,18.3,10.3,13.71,6.83,,,,,1937,independent
15,Harvard,5,2,1,0.688,19.8,5.8,13.27,4.65,,,,,1937,independent
16,Syracuse,5,2,1,0.688,16.5,7.1,5.92,-1.58,,,,,1937,independent
17,Manhattan,6,3,1,0.65,8.6,8.4,3.68,2.98,,,,,1937,independent
18,Centenary (LA),6,3,3,0.625,12.3,7.3,2.46,-2.04,,,,,1937,independent
19,Penn State,5,3,0,0.625,17.9,14.3,4.86,1.61,,,,,1937,independent
20,Duquesne,6,4,0,0.6,15.1,5.2,6.34,-1.46,,,,,1937,independent
