games,L,T,W,conference,division,School,yearID,ch_win,ch_ru
9,6,0,3,FBS Independents,,Navy,1932,N,N
9,3,0,6,Southern,,NC State,1932,N,N
9,2,0,7,Big 6,,Nebraska,1932,N,N
8,7,0,1,Border,,New Mexico,1932,N,N
10,5,0,5,Border,,New Mexico State,1932,N,N
8,3,0,5,FBS Independents,,New York University,1932,N,N
10,6,0,4,Southern,,North Carolina,1932,N,N
7,4,0,3,Border,,Northern Arizona,1932,N,N
7,2,0,5,Rocky Mountain,,Northern Colorado,1932,N,N
8,5,0,3,Western,,Northwestern,1932,N,N
9,2,0,7,FBS Independents,,Notre Dame,1932,N,N
8,3,0,5,Western,,Ohio State,1932,N,N
9,4,0,5,Big 6,,Oklahoma,1932,N,N
12,2,0,10,Missouri Valley,,Oklahoma State,1932,N,N
11,6,0,5,Southern,,Ole Miss,1932,N,N
10,4,0,6,Pacific,,Oregon,1932,N,N
10,6,0,4,Pacific,,Oregon State,1932,N,N
7,5,0,2,FBS Independents,,Penn State,1932,N,N
11,2,0,9,FBS Independents,,Pittsburgh,1932,N,N
7,5,0,2,FBS Independents,,Princeton,1932,N,N
8,0,0,8,Western,,Purdue,1932,N,N
10,3,0,7,Southwest,,Rice,1932,N,N
8,4,0,4,FBS Independents,,Richmond,1932,N,N
7,2,0,5,FBS Independents,,Saint Louis,1932,N,N
9,2,0,7,FBS Independents,,Saint Mary's (CA),1932,N,N
8,6,0,2,FBS Independents,,San Francisco,1932,N,N
9,3,0,6,FBS Independents,,Santa Clara,1932,N,N
10,8,0,2,Southern,,Sewanee Univ. of the South,1932,N,N
12,9,0,3,Southwest,,SMU,1932,N,N
11,4,0,7,Southern,,South Carolina,1932,N,N
11,4,0,7,Pacific,,Stanford,1932,N,N
9,4,0,5,FBS Independents,,Syracuse,1932,N,N
11,0,0,11,Southwest,,TCU,1932,N,N
8,1,0,7,FBS Independents,,Temple,1932,N,N
10,0,0,10,Southern,,Tennessee,1932,N,N
10,2,0,8,Southwest,,Texas,1932,N,N
10,4,0,6,Southwest,,Texas A&M,1932,N,N
12,2,0,10,Border,,Texas Tech,1932,N,N
9,5,0,4,FBS Independents,,The Citadel,1932,N,N
9,3,0,6,Southern,,Tulane,1932,N,N
10,4,0,6,Pacific,,UCLA,1932,N,N
10,0,0,10,Pacific,,USC,1932,Y,N
8,2,0,6,Rocky Mountain,,Utah,1932,N,N
8,4,0,4,Rocky Mountain,,Utah State,1932,N,N
9,2,0,7,Southern,,Vanderbilt,1932,N,N
9,2,0,7,FBS Independents,,Villanova,1932,N,N
9,4,0,5,Southern,,Virginia,1932,N,N
9,1,0,8,Southern,,Virginia Tech,1932,N,N
10,8,0,2,Southern,,VMI,1932,N,N
8,3,0,5,FBS Independents,,Wake Forest,1932,N,N
10,3,0,7,Pacific,,Washington,1932,N,N
9,3,0,6,FBS Independents,,Washington & Jefferson,1932,N,N
10,9,0,1,Southern,,Washington & Lee,1932,N,N
8,4,0,4,Missouri Valley,,Washington (MO),1932,N,N
9,1,0,8,Pacific,,Washington State,1932,N,N
6,5,0,1,Rocky Mountain,,Western State,1932,N,N
10,5,0,5,FBS Independents,,West Virginia,1932,N,N
12,4,0,8,FBS Independents,,William & Mary,1932,N,N
8,1,0,7,Western,,Wisconsin,1932,N,N
9,7,0,2,Rocky Mountain,,Wyoming,1932,N,N
7,4,0,3,FBS Independents,,Yale,1932,N,N
9,2,0,7,SEC,,Alabama,1933,N,N
8,3,0,5,Border,,Arizona,1933,N,N
8,5,0,3,Border,,Arizona State,1933,N,N
11,4,0,7,Southwest,,Arkansas,1933,N,N
10,1,0,9,FBS Independents,,Army,1933,N,N
10,5,0,5,SEC,,Auburn,1933,N,N
10,4,0,6,Southwest,,Baylor,1933,N,N
8,5,0,3,FBS Independents,,Brown,1933,N,N
9,2,0,7,FBS Independents,,Bucknell,1933,N,N
8,6,0,2,Missouri Valley,,Butler,1933,N,N
9,4,0,5,Rocky Mountain,,BYU,1933,N,N
11,4,0,7,Pacific,,California,1933,N,N
9,3,0,6,FBS Independents,,Carnegie Mellon,1933,N,N
12,1,0,11,FBS Independents,,Centenary (LA),1933,N,N
8,5,0,3,Western,,Chicago,1933,N,N
11,7,0,4,Southern,,Clemson,1933,N,N
8,2,0,6,FBS Independents,,Colgate,1933,N,N
9,2,0,7,Rocky Mountain,,Colorado,1933,N,N
8,6,0,2,Rocky Mountain,,Colorado College,1933,N,N
6,5,0,1,Rocky Mountain,,Colorado Mines,1933,N,N
7,1,0,6,Rocky Mountain,,Colorado State,1933,N,N
9,1,0,8,FBS Independents,,Columbia,1933,N,N
7,3,0,4,FBS Independents,,Cornell,1933,N,N
8,5,0,3,Missouri Valley,,Creighton,1933,N,N
9,4,0,5,FBS Independents,,Dartmouth,1933,N,N
9,2,0,7,FBS Independents,,Davidson,1933,N,N
9,4,0,5,Rocky Mountain,,Denver,1933,N,N
8,1,0,7,FBS Independents,,Detroit Mercy,1933,N,N
10,4,0,6,Missouri Valley,,Drake,1933,N,N
10,1,0,9,Southern,,Duke,1933,N,N
11,1,0,10,FBS Independents,,Duquesne,1933,N,N
9,3,0,6,SEC,,Florida,1933,N,N
8,2,0,6,FBS Independents,,Fordham,1933,N,N
9,2,0,7,FBS Independents,,Furman,1933,N,N
8,7,0,1,FBS Independents,,Georgetown,1933,N,N
9,4,0,5,FBS Independents,,George Washington,1933,N,N
10,2,0,8,SEC,,Georgia,1933,N,N
10,5,0,5,SEC,,Georgia Tech,1933,N,N
9,6,0,3,FBS Independents,,Gonzaga,1933,N,N
9,8,0,1,Missouri Valley,,Grinnell,1933,N,N
8,3,0,5,FBS Independents,,Harvard,1933,N,N
8,4,0,4,Pacific,,Idaho,1933,N,N
8,3,0,5,Western,,Illinois,1933,N,N
8,5,0,3,Western,,Indiana,1933,N,N
8,3,0,5,Western,,Iowa,1933,N,N
9,5,0,4,Big 6,,Iowa State,1933,N,N
10,4,0,6,Big 6,,Kansas,1933,N,N
9,2,0,7,Big 6,,Kansas State,1933,N,N
10,5,0,5,SEC,,Kentucky,1933,N,N
9,5,0,4,FBS Independents,,Lafayette,1933,N,N
10,3,0,7,FBS Independents,,Loyola Marymount,1933,N,N
10,2,0,8,SEC,,LSU,1933,N,N
8,4,0,4,FBS Independents,,Marquette,1933,N,N
10,7,0,3,Southern,,Maryland,1933,N,N
9,3,0,6,FBS Independents,,Mercer,1933,N,N
8,1,0,7,Western,,Michigan,1933,Y,N
8,4,0,4,FBS Independents,,Michigan State,1933,N,N
8,2,0,6,Western,,Minnesota,1933,N,N
10,6,0,4,SEC,,Mississippi State,1933,N,N
9,8,0,1,Big 6,,Missouri,1933,N,N
7,4,0,3,Pacific,,Montana,1933,N,N
7,5,0,2,Rocky Mountain,,Montana State,1933,N,N
9,4,0,5,FBS Independents,,Navy,1933,N,N
9,8,0,1,Southern,,NC State,1933,N,N
9,1,0,8,Big 6,,Nebraska,1933,N,N
8,4,0,4,Border,,New Mexico,1933,N,N
8,6,0,2,Border,,New Mexico State,1933,N,N
7,5,0,2,FBS Independents,,New York University,1933,N,N
9,5,0,4,Southern,,North Carolina,1933,N,N
6,1,0,5,Border,,Northern Arizona,1933,N,N
7,3,0,4,Rocky Mountain,,Northern Colorado,1933,N,N
8,7,0,1,Western,,Northwestern,1933,N,N
9,6,0,3,FBS Independents,,Notre Dame,1933,N,N
8,1,0,7,Western,,Ohio State,1933,N,N
9,5,0,4,Big 6,,Oklahoma,1933,N,N
9,2,0,7,Missouri Valley,,Oklahoma State,1933,N,N
11,3,0,8,SEC,,Ole Miss,1933,N,N
10,1,0,9,Pacific,,Oregon,1933,N,N
10,4,0,6,Pacific,,Oregon State,1933,N,N
7,3,0,4,FBS Independents,,Penn State,1933,N,N
9,1,0,8,FBS Independents,,Pittsburgh,1933,N,N
9,0,0,9,FBS Independents,,Princeton,1933,N,N
8,1,0,7,Western,,Purdue,1933,N,N
11,8,0,3,Southwest,,Rice,1933,N,N
9,4,0,5,FBS Independents,,Richmond,1933,N,N
9,3,0,6,FBS Independents,,Saint Louis,1933,N,N
10,3,0,7,FBS Independents,,Saint Mary's (CA),1933,N,N
8,6,0,2,FBS Independents,,San Francisco,1933,N,N
9,3,0,6,FBS Independents,,Santa Clara,1933,N,N
9,6,0,3,SEC,,Sewanee Univ. of the South,1933,N,N
12,8,0,4,Southwest,,SMU,1933,N,N
10,4,0,6,Southern,,South Carolina,1933,N,N
11,2,0,9,Pacific,,Stanford,1933,N,N
8,4,0,4,FBS Independents,,Syracuse,1933,N,N
12,2,0,10,Southwest,,TCU,1933,N,N
8,3,0,5,FBS Independents,,Temple,1933,N,N
10,3,0,7,SEC,,Tennessee,1933,N,N
11,6,0,5,Southwest,,Texas,1933,N,N
10,4,0,6,Southwest,,Texas A&M,1933,N,N
9,1,0,8,Border,,Texas Tech,1933,N,N
9,5,0,4,FBS Independents,,The Citadel,1933,N,N
10,4,0,6,SEC,,Tulane,1933,N,N
7,1,0,6,FBS Independents,,Tulsa,1933,N,N
11,5,0,6,Pacific,,UCLA,1933,N,N
12,1,0,11,Pacific,,USC,1933,N,N
8,3,0,5,Rocky Mountain,,Utah,1933,N,N
8,4,0,4,Rocky Mountain,,Utah State,1933,N,N
10,4,0,6,SEC,,Vanderbilt,1933,N,N
10,3,0,7,FBS Independents,,Villanova,1933,N,N
10,8,0,2,Southern,,Virginia,1933,N,N
10,4,0,6,Southern,,Virginia Tech,1933,N,N
10,8,0,2,Southern,,VMI,1933,N,N
6,5,0,1,FBS Independents,,Wake Forest,1933,N,N
9,4,0,5,Pacific,,Washington,1933,N,N
10,8,0,2,FBS Independents,,Washington & Jefferson,1933,N,N
10,5,0,5,Southern,,Washington & Lee,1933,N,N
9,5,0,4,Missouri Valley,,Washington (MO),1933,N,N
9,3,0,6,Pacific,,Washington State,1933,N,N
5,5,0,0,Rocky Mountain,,Western State,1933,N,N
11,7,0,4,FBS Independents,,West Virginia,1933,N,N
11,5,0,6,FBS Independents,,William & Mary,1933,N,N
8,5,0,3,Western,,Wisconsin,1933,N,N
9,6,0,3,FBS Independents,,Wofford,1933,N,N
9,6,0,3,Rocky Mountain,,Wyoming,1933,N,N
8,4,0,4,FBS Independents,,Yale,1933,N,N
10,0,0,10,SEC,,Alabama,1934,N,N
10,3,0,7,Border,,Arizona,1934,N,N
8,3,0,5,Border,,Arizona State,1934,N,N
10,4,0,6,Southwest,,Arkansas,1934,N,N
10,3,0,7,FBS Independents,,Army,1934,N,N
10,8,0,2,SEC,,Auburn,1934,N,N
10,7,0,3,Southwest,,Baylor,1934,N,N
9,6,0,3,FBS Independents,,Brown,1934,N,N
11,3,0,8,FBS Independents,,Bucknell,1934,N,N
9,5,0,4,Rocky Mountain,,BYU,1934,N,N
12,6,0,6,Pacific,,California,1934,N,N
9,5,0,4,FBS Independents,,Carnegie Mellon,1934,N,N
12,2,0,10,FBS Independents,,Centenary (LA),1934,N,N
8,4,0,4,Western,,Chicago,1934,N,N
9,4,0,5,Southern,,Clemson,1934,N,N
8,1,0,7,FBS Independents,,Colgate,1934,N,N
9,2,0,7,Rocky Mountain,,Colorado,1934,N,N
8,7,0,1,Rocky Mountain,,Colorado College,1934,N,N
7,6,0,1,Rocky Mountain,,Colorado Mines,1934,N,N
9,2,0,7,Rocky Mountain,,Colorado State,1934,N,N
8,1,0,7,FBS Independents,,Columbia,1934,N,N
7,5,0,2,FBS Independents,,Cornell,1934,N,N
9,7,0,2,Missouri Valley,,Creighton,1934,N,N
9,3,0,6,FBS Independents,,Dartmouth,1934,N,N
9,4,0,5,FBS Independents,,Davidson,1934,N,N
11,5,0,6,Rocky Mountain,,Denver,1934,N,N
9,3,0,6,FBS Independents,,Detroit Mercy,1934,N,N
10,7,0,3,Missouri Valley,,Drake,1934,N,N
9,2,0,7,Southern,,Duke,1934,N,N
10,2,0,8,FBS Independents,,Duquesne,1934,N,N
10,4,0,6,SEC,,Florida,1934,N,N
8,3,0,5,FBS Independents,,Fordham,1934,N,N
9,4,0,5,FBS Independents,,Furman,1934,N,N
8,3,0,5,FBS Independents,,Georgetown,1934,N,N
10,4,0,6,FBS Independents,,George Washington,1934,N,N
10,3,0,7,SEC,,Georgia,1934,N,N
10,9,0,1,SEC,,Georgia Tech,1934,N,N
11,2,0,9,FBS Independents,,Gonzaga,1934,N,N
9,7,0,2,Missouri Valley,,Grinnell,1934,N,N
8,5,0,3,FBS Independents,,Harvard,1934,N,N
8,5,0,3,Pacific,,Idaho,1934,N,N
8,1,0,7,Western,,Illinois,1934,N,N
8,4,0,4,Western,,Indiana,1934,N,N
8,5,0,3,Western,,Iowa,1934,N,N
9,4,0,5,Big 6,,Iowa State,1934,N,N
10,6,0,4,Big 6,,Kansas,1934,N,N
10,2,0,8,Big 6,,Kansas State,1934,N,N
10,5,0,5,SEC,,Kentucky,1934,N,N
9,5,0,4,FBS Independents,,Loyola (LA),1934,N,N
10,2,0,8,FBS Independents,,Loyola Marymount,1934,N,N
11,3,0,8,SEC,,LSU,1934,N,N
9,5,0,4,FBS Independents,,Marquette,1934,N,N
10,3,0,7,Southern,,Maryland,1934,N,N
10,6,0,4,FBS Independents,,Mercer,1934,N,N
8,7,0,1,Western,,Michigan,1934,N,N
9,1,0,8,FBS Independents,,Michigan State,1934,N,N
8,0,0,8,Western,,Minnesota,1934,Y,N
10,6,0,4,SEC,,Mississippi State,1934,N,N
9,8,0,1,Big 6,,Missouri,1934,N,N
8,5,0,3,Pacific,,Montana,1934,N,N
7,5,0,2,Rocky Mountain,,Montana State,1934,N,N
9,1,0,8,FBS Independents,,Navy,1934,N,N
9,6,0,3,Southern,,NC State,1934,N,N
9,3,0,6,Big 6,,Nebraska,1934,N,N
9,1,0,8,Border,,New Mexico,1934,N,N
8,3,0,5,Border,,New Mexico State,1934,N,N
8,5,0,3,FBS Independents,,New York University,1934,N,N
9,2,0,7,Southern,,North Carolina,1934,N,N
7,5,0,2,Border,,Northern Arizona,1934,N,N
7,1,0,6,Rocky Mountain,,Northern Colorado,1934,N,N
8,5,0,3,Western,,Northwestern,1934,N,N
9,3,0,6,FBS Independents,,Notre Dame,1934,N,N
8,1,0,7,Western,,Ohio State,1934,N,N
9,4,0,5,Big 6,,Oklahoma,1934,N,N
10,6,0,4,Missouri Valley,,Oklahoma State,1934,N,N
10,5,0,5,SEC,,Ole Miss,1934,N,N
10,4,0,6,Pacific,,Oregon,1934,N,N
11,7,0,4,Pacific,,Oregon State,1934,N,N
8,4,0,4,FBS Independents,,Penn State,1934,N,N
9,1,0,8,FBS Independents,,Pittsburgh,1934,N,N
8,1,0,7,FBS Independents,,Princeton,1934,N,N
8,3,0,5,Western,,Purdue,1934,N,N
11,2,0,9,Southwest,,Rice,1934,N,N
9,1,0,8,FBS Independents,,Richmond,1934,N,N
8,4,0,4,FBS Independents,,Saint Louis,1934,N,N
9,2,0,7,FBS Independents,,Saint Mary's (CA),1934,N,N
7,4,0,3,FBS Independents,,San Francisco,1934,N,N
10,2,0,8,FBS Independents,,Santa Clara,1934,N,N
9,7,0,2,SEC,,Sewanee Univ. of the South,1934,N,N
12,2,0,10,Southwest,,SMU,1934,N,N
9,4,0,5,Southern,,South Carolina,1934,N,N
11,2,0,9,Pacific,,Stanford,1934,N,N
8,2,0,6,FBS Independents,,Syracuse,1934,N,N
12,4,0,8,Southwest,,TCU,1934,N,N
10,3,0,7,FBS Independents,,Temple,1934,N,N
10,2,0,8,SEC,,Tennessee,1934,N,N
10,3,0,7,Southwest,,Texas,1934,N,N
11,9,0,2,Southwest,,Texas A&M,1934,N,N
10,3,0,7,Border,,Texas Tech,1934,N,N
9,6,0,3,FBS Independents,,The Citadel,1934,N,N
11,1,0,10,SEC,,Tulane,1934,N,N
8,3,0,5,FBS Independents,,Tulsa,1934,N,N
10,3,0,7,Pacific,,UCLA,1934,N,N
11,7,0,4,Pacific,,USC,1934,N,N
8,3,0,5,Rocky Mountain,,Utah,1934,N,N
7,2,0,5,Rocky Mountain,,Utah State,1934,N,N
9,3,0,6,SEC,,Vanderbilt,1934,N,N
9,6,0,3,FBS Independents,,Villanova,1934,N,N
9,6,0,3,Southern,,Virginia,1934,N,N
10,5,0,5,Southern,,Virginia Tech,1934,N,N
9,8,0,1,Southern,,VMI,1934,N,N
10,7,0,3,FBS Independents,,Wake Forest,1934,N,N
8,2,0,6,Pacific,,Washington,1934,N,N
9,5,0,4,FBS Independents,,Washington & Jefferson,1934,N,N
10,3,0,7,Southern,,Washington & Lee,1934,N,N
10,3,0,7,Missouri Valley,,Washington (MO),1934,N,N
8,3,0,5,Pacific,,Washington State,1934,N,N
7,5,0,2,Rocky Mountain,,Western State,1934,N,N
10,4,0,6,FBS Independents,,West Virginia,1934,N,N
8,6,0,2,FBS Independents,,William & Mary,1934,N,N
8,4,0,4,Western,,Wisconsin,1934,N,N
8,5,0,3,Rocky Mountain,,Wyoming,1934,N,N
8,3,0,5,FBS Independents,,Yale,1934,N,N
9,3,0,6,SEC,,Alabama,1935,N,N
9,2,0,7,Border,,Arizona,1935,N,N
8,6,0,2,Border,,Arizona State,1935,N,N
10,5,0,5,Southwest,,Arkansas,1935,N,N
9,3,0,6,FBS Independents,,Army,1935,N,N
10,2,0,8,SEC,,Auburn,1935,N,N
11,3,0,8,Southwest,,Baylor,1935,N,N
9,8,0,1,FBS Independents,,Brown,1935,N,N
9,3,0,6,FBS Independents,,Bucknell,1935,N,N
8,4,0,4,Rocky Mountain,,BYU,1935,N,N
10,1,0,9,Pacific,,California,1935,N,N
8,5,0,3,FBS Independents,,Carnegie Mellon,1935,N,N
11,5,0,6,FBS Independents,,Centenary (LA),1935,N,N
9,7,0,2,FBS Independents,,Centre,1935,N,N
8,4,0,4,Western,,Chicago,1935,N,N
9,3,0,6,Southern,,Clemson,1935,N,N
8,3,0,5,FBS Independents,,Colgate,1935,N,N
9,4,0,5,Rocky Mountain,,Colorado,1935,N,N
8,4,0,4,Rocky Mountain,,Colorado College,1935,N,N
7,6,0,1,Rocky Mountain,,Colorado Mines,1935,N,N
8,4,0,4,Rocky Mountain,,Colorado State,1935,N,N
9,4,0,5,FBS Independents,,Columbia,1935,N,N
7,7,0,0,FBS Independents,,Cornell,1935,N,N
9,6,0,3,Missouri Valley,,Creighton,1935,N,N
10,2,0,8,FBS Independents,,Dartmouth,1935,N,N
9,3,0,6,FBS Independents,,Davidson,1935,N,N
9,3,0,6,Rocky Mountain,,Denver,1935,N,N
9,3,0,6,FBS Independents,,Detroit Mercy,1935,N,N
10,5,0,5,Missouri Valley,,Drake,1935,N,N
10,2,0,8,Southern,,Duke,1935,N,N
9,3,0,6,FBS Independents,,Duquesne,1935,N,N
10,7,0,3,SEC,,Florida,1935,N,N
9,3,0,6,FBS Independents,,Fordham,1935,N,N
9,1,0,8,FBS Independents,,Furman,1935,N,N
8,4,0,4,FBS Independents,,Georgetown,1935,N,N
9,3,0,6,FBS Independents,,George Washington,1935,N,N
10,4,0,6,SEC,,Georgia,1935,N,N
10,5,0,5,SEC,,Georgia Tech,1935,N,N
10,4,0,6,FBS Independents,,Gonzaga,1935,N,N
9,5,0,4,Missouri Valley,,Grinnell,1935,N,N
8,5,0,3,FBS Independents,,Harvard,1935,N,N
9,7,0,2,Pacific,,Idaho,1935,N,N
8,5,0,3,Western,,Illinois,1935,N,N
8,3,0,5,Western,,Indiana,1935,N,N
8,3,0,5,Western,,Iowa,1935,N,N
9,6,0,3,Big 6,,Iowa State,1935,N,N
9,5,0,4,Big 6,,Kansas,1935,N,N
9,5,0,4,Big 6,,Kansas State,1935,N,N
9,4,0,5,SEC,,Kentucky,1935,N,N
9,7,0,2,FBS Independents,,Loyola (LA),1935,N,N
11,5,0,6,FBS Independents,,Loyola Marymount,1935,N,N
11,2,0,9,SEC,,LSU,1935,N,N
8,1,0,7,FBS Independents,,Marquette,1935,N,N
11,4,0,7,Southern,,Maryland,1935,N,N
9,5,0,4,FBS Independents,,Mercer,1935,N,N
8,4,0,4,Western,,Michigan,1935,N,N
8,2,0,6,FBS Independents,,Michigan State,1935,N,N
8,0,0,8,Western,,Minnesota,1935,Y,N
11,3,0,8,SEC,,Mississippi State,1935,N,N
9,4,0,5,Big 6,,Missouri,1935,N,N
8,7,0,1,Pacific,,Montana,1935,N,N
9,6,0,3,Rocky Mountain,,Montana State,1935,N,N
9,4,0,5,FBS Independents,,Navy,1935,N,N
10,4,0,6,Southern,,NC State,1935,N,N
9,2,0,7,Big 6,,Nebraska,1935,N,N
10,4,0,6,Border,,New Mexico,1935,N,N
10,2,0,8,Border,,New Mexico State,1935,N,N
8,1,0,7,FBS Independents,,New York University,1935,N,N
9,1,0,8,Southern,,North Carolina,1935,N,N
9,5,0,4,Border,,Northern Arizona,1935,N,N
7,3,0,4,Rocky Mountain,,Northern Colorado,1935,N,N
8,4,0,4,Western,,Northwestern,1935,N,N
9,1,0,8,FBS Independents,,Notre Dame,1935,N,N
8,1,0,7,Western,,Ohio State,1935,N,N
9,3,0,6,Big 6,,Oklahoma,1935,N,N
10,7,0,3,Missouri Valley,,Oklahoma State,1935,N,N
12,3,0,9,SEC,,Ole Miss,1935,N,N
9,3,0,6,Pacific,,Oregon,1935,N,N
11,4,0,7,Pacific,,Oregon State,1935,N,N
8,4,0,4,FBS Independents,,Penn State,1935,N,N
10,2,0,8,FBS Independents,,Pittsburgh,1935,N,N
9,7,0,2,FBS Independents,,Presbyterian College,1935,N,N
9,0,0,9,FBS Independents,,Princeton,1935,N,N
8,4,0,4,Western,,Purdue,1935,N,N
11,3,0,8,Southwest,,Rice,1935,N,N
9,6,0,3,FBS Independents,,Richmond,1935,N,N
11,6,0,5,FBS Independents,,Saint Louis,1935,N,N
9,3,0,6,FBS Independents,,Saint Mary's (CA),1935,N,N
8,3,0,5,FBS Independents,,San Francisco,1935,N,N
9,6,0,3,FBS Independents,,Santa Clara,1935,N,N
9,7,0,2,SEC,,Sewanee Univ. of the South,1935,N,N
13,1,0,12,Southwest,,SMU,1935,N,N
10,7,0,3,Southern,,South Carolina,1935,N,N
9,1,0,8,Pacific,,Stanford,1935,N,N
8,1,0,7,FBS Independents,,Syracuse,1935,N,N
13,1,0,12,Southwest,,TCU,1935,N,N
10,3,0,7,FBS Independents,,Temple,1935,N,N
9,5,0,4,SEC,,Tennessee,1935,N,N
10,6,0,4,Southwest,,Texas,1935,N,N
10,7,0,3,Southwest,,Texas A&M,1935,N,N
10,3,0,7,Border,,Texas Tech,1935,N,N
8,4,0,4,FBS Independents,,The Citadel,1935,N,N
10,4,0,6,SEC,,Tulane,1935,N,N
10,7,0,3,Missouri Valley,,Tulsa,1935,N,N
10,2,0,8,Pacific,,UCLA,1935,N,N
12,7,0,5,Pacific,,USC,1935,N,N
8,4,0,4,Rocky Mountain,,Utah,1935,N,N
8,2,0,6,Rocky Mountain,,Utah State,1935,N,N
9,8,0,1,Border,,UTEP,1935,N,N
10,3,0,7,SEC,,Vanderbilt,1935,N,N
9,2,0,7,FBS Independents,,Villanova,1935,N,N
10,8,0,2,Southern,,Virginia,1935,N,N
9,4,0,5,Southern,,Virginia Tech,1935,N,N
10,7,0,3,Southern,,VMI,1935,N,N
9,7,0,2,FBS Independents,,Wake Forest,1935,N,N
10,6,0,4,Missouri Valley,,Washburn,1935,N,N
8,3,0,5,Pacific,,Washington,1935,N,N
8,4,0,4,Southern,,Washington & Lee,1935,N,N
10,4,0,6,Missouri Valley,,Washington (MO),1935,N,N
9,3,0,6,Pacific,,Washington State,1935,N,N
7,6,0,1,Rocky Mountain,,Western State,1935,N,N
9,5,0,4,FBS Independents,,West Virginia,1935,N,N
10,5,0,5,FBS Independents,,William & Mary,1935,N,N
8,7,0,1,Western,,Wisconsin,1935,N,N
8,4,0,4,Rocky Mountain,,Wyoming,1935,N,N
9,3,0,6,FBS Independents,,Xavier,1935,N,N
9,3,0,6,FBS Independents,,Yale,1935,N,N
9,1,0,8,SEC,,Alabama,1936,N,N
10,4,0,6,Border,,Arizona,1936,N,N
9,5,0,4,Border,,Arizona State,1936,N,N
10,3,0,7,Southwest,,Arkansas,1936,N,N
9,3,0,6,FBS Independents,,Army,1936,N,N
11,3,0,8,SEC,,Auburn,1936,N,N
10,4,0,6,Southwest,,Baylor,1936,N,N
10,7,0,3,FBS Independents,,Brown,1936,N,N
9,4,0,5,FBS Independents,,Bucknell,1936,N,N
9,5,0,4,Rocky Mountain,,BYU,1936,N,N
11,5,0,6,Pacific,,California,1936,N,N
8,6,0,2,FBS Independents,,Carnegie Mellon,1936,N,N
12,4,0,8,FBS Independents,,Centenary (LA),1936,N,N
8,6,0,2,Western,,Chicago,1936,N,N
10,5,0,5,Southern,,Clemson,1936,N,N
9,3,0,6,FBS Independents,,Colgate,1936,N,N
7,3,0,4,Rocky Mountain,,Colorado,1936,N,N
8,5,0,3,Rocky Mountain,,Colorado College,1936,N,N
8,6,0,2,Rocky Mountain,,Colorado Mines,1936,N,N
9,4,0,5,Rocky Mountain,,Colorado State,1936,N,N
8,3,0,5,FBS Independents,,Columbia,1936,N,N
8,5,0,3,FBS Independents,,Cornell,1936,N,N
8,4,0,4,Missouri Valley,,Creighton,1936,N,N
9,1,0,8,FBS Independents,,Dartmouth,1936,N,N
9,4,0,5,Southern,,Davidson,1936,N,N
9,2,0,7,Rocky Mountain,,Denver,1936,N,N
10,3,0,7,FBS Independents,,Detroit Mercy,1936,N,N
10,4,0,6,Missouri Valley,,Drake,1936,N,N
10,1,0,9,Southern,,Duke,1936,N,N
10,2,0,8,FBS Independents,,Duquesne,1936,N,N
9,5,0,4,FBS Independents,,Erskine,1936,N,N
10,6,0,4,SEC,,Florida,1936,N,N
8,3,0,5,FBS Independents,,Fordham,1936,N,N
9,2,0,7,Southern,,Furman,1936,N,N
9,2,0,7,FBS Independents,,Georgetown,1936,N,N
9,2,0,7,FBS Independents,,George Washington,1936,N,N
10,4,0,6,SEC,,Georgia,1936,N,N
11,5,0,6,SEC,,Georgia Tech,1936,N,N
8,3,0,5,FBS Independents,,Gonzaga,1936,N,N
9,7,0,2,Missouri Valley,,Grinnell,1936,N,N
8,5,0,3,FBS Independents,,Harvard,1936,N,N
10,3,0,7,FBS Independents,,Holy Cross,1936,N,N
10,7,0,3,Pacific,,Idaho,1936,N,N
8,3,0,5,Western,,Illinois,1936,N,N
8,2,0,6,Western,,Indiana,1936,N,N
8,5,0,3,Western,,Iowa,1936,N,N
8,5,0,3,Big 6,,Iowa State,1936,N,N
8,7,0,1,Big 6,,Kansas,1936,N,N
9,4,0,5,Big 6,,Kansas State,1936,N,N
10,4,0,6,SEC,,Kentucky,1936,N,N
10,6,0,4,FBS Independents,,Loyola (LA),1936,N,N
9,3,0,6,FBS Independents,,Loyola Marymount,1936,N,N
11,1,0,10,SEC,,LSU,1936,N,N
10,4,0,6,FBS Independents,,Manhattan,1936,N,N
9,2,0,7,FBS Independents,,Marquette,1936,N,N
11,5,0,6,Southern,,Maryland,1936,N,N
10,7,0,3,FBS Independents,,Mercer,1936,N,N
10,3,0,7,FBS Independents,,Miami,1936,N,N
8,7,0,1,Western,,Michigan,1936,N,N
9,1,0,8,FBS Independents,,Michigan State,1936,N,N
8,1,0,7,Western,,Minnesota,1936,Y,N
11,3,0,8,SEC,,Mississippi State,1936,N,N
9,2,0,7,Big 6,,Missouri,1936,N,N
9,3,0,6,Pacific,,Montana,1936,N,N
8,5,0,3,Rocky Mountain,,Montana State,1936,N,N
9,3,0,6,FBS Independents,,Navy,1936,N,N
10,7,0,3,Southern,,NC State,1936,N,N
9,2,0,7,Big 6,,Nebraska,1936,N,N
9,7,0,2,Border,,New Mexico,1936,N,N
11,5,0,6,Border,,New Mexico State,1936,N,N
9,4,0,5,FBS Independents,,New York University,1936,N,N
