yearID,franchID,Lg,Tm,W,L,T,Div. Finish,Playoffs,ch_sb_win,ch_sb_app
1963,CHI,NFL,Chicago Bears,11,1,2,1st of 7,Won Champ,Y,Y
1962,CHI,NFL,Chicago Bears,9,5,0,3rd of 7,,N,N
1961,CHI,NFL,Chicago Bears,8,6,0,3rd of 7,,N,N
1960,CHI,NFL,Chicago Bears,5,6,1,5th of 7,,N,N
1959,CHI,NFL,Chicago Bears,8,4,0,2nd of 6,,N,N
1958,CHI,NFL,Chicago Bears,8,4,0,2nd of 6,,N,N
1957,CHI,NFL,Chicago Bears,5,7,0,5th of 6,,N,N
1956,CHI,NFL,Chicago Bears,9,2,1,1st of 6,Lost Champ,N,Y
1955,CHI,NFL,Chicago Bears,8,4,0,2nd of 6,,N,N
1954,CHI,NFL,Chicago Bears,8,4,0,2nd of 6,,N,N
1953,CHI,NFL,Chicago Bears,3,8,1,4th of 6,,N,N
1952,CHI,NFL,Chicago Bears,5,7,0,5th of 6,,N,N
1951,CHI,NFL,Chicago Bears,7,5,0,4th of 6,,N,N
1950,CHI,NFL,Chicago Bears,9,3,0,1st of 7,Lost Div,N,N
1949,CHI,NFL,Chicago Bears,9,3,0,2nd of 5,,N,N
1948,CHI,NFL,Chicago Bears,10,2,0,2nd of 5,,N,N
1947,CHI,NFL,Chicago Bears,8,4,0,2nd of 5,,N,N
1946,CHI,NFL,Chicago Bears,8,2,1,1st of 5,Won Champ,Y,Y
1945,CHI,NFL,Chicago Bears,3,7,0,4th of 5,,N,N
1944,CHI,NFL,Chicago Bears,6,3,1,2nd of 5,,N,N
1943,CHI,NFL,Chicago Bears,8,1,1,1st of 4,Won Champ,Y,Y
1942,CHI,NFL,Chicago Bears,11,0,0,1st of 5,Lost Champ,N,Y
1941,CHI,NFL,Chicago Bears,10,1,0,1st of 5,Won Champ,Y,Y
1940,CHI,NFL,Chicago Bears,8,3,0,1st of 5,Won Champ,Y,Y
1939,CHI,NFL,Chicago Bears,8,3,0,2nd of 5,,N,N
1938,CHI,NFL,Chicago Bears,6,5,0,3rd of 5,,N,N
1937,CHI,NFL,Chicago Bears,9,1,1,1st of 5,Lost Champ,N,Y
1936,CHI,NFL,Chicago Bears,9,3,0,2nd of 4,,N,N
1935,CHI,NFL,Chicago Bears,6,4,2,3rd of 4,,N,N
1934,CHI,NFL,Chicago Bears,13,0,0,1st of 6,Lost Champ,N,Y
1933,CHI,NFL,Chicago Bears,10,2,1,1st of 5,Won Champ,Y,Y
1932,CHI,NFL,Chicago Bears,7,1,6,1st of 8,Won Champ,Y,Y
1931,CHI,NFL,Chicago Bears,8,5,0,3rd of 10,,N,N
1930,CHI,NFL,Chicago Bears,9,4,1,3rd of 11,,N,N
1929,CHI,NFL,Chicago Bears,4,9,2,9th of 12,,N,N
1928,CHI,NFL,Chicago Bears,7,5,1,5th of 10,,N,N
1927,CHI,NFL,Chicago Bears,9,3,2,3rd of 12,,N,N
1926,CHI,NFL,Chicago Bears,12,1,3,2nd of 22,,N,N
1925,CHI,NFL,Chicago Bears,9,5,3,7th of 20,,N,N
1924,CHI,NFL,Chicago Bears,6,1,4,2nd of 18,,N,N
1923,CHI,NFL,Chicago Bears,9,2,1,2nd of 20,,N,N
1922,CHI,NFL,Chicago Bears,9,3,0,2nd of 18,,N,N
1921,CHI,APFA,Chicago Staleys,9,1,1,1st of 21,Won Champ,Y,Y
1920,CHI,APFA,Decatur Staleys,10,1,2,2nd of 14,,N,N
2022,CIN,NFL,Cincinnati Bengals,12,4,0,1st of 4,Lost Conf,N,N
2021,CIN,NFL,Cincinnati Bengals,10,7,0,1st of 4,Lost SB,N,Y
2020,CIN,NFL,Cincinnati Bengals,4,11,1,4th of 4,,N,N
2019,CIN,NFL,Cincinnati Bengals,2,14,0,4th of 4,,N,N
2018,CIN,NFL,Cincinnati Bengals,6,10,0,4th of 4,,N,N
2017,CIN,NFL,Cincinnati Bengals,7,9,0,3rd of 4,,N,N
2016,CIN,NFL,Cincinnati Bengals,6,9,1,3rd of 4,,N,N
2015,CIN,NFL,Cincinnati Bengals,12,4,0,1st of 4,Lost WC,N,N
2014,CIN,NFL,Cincinnati Bengals,10,5,1,2nd of 4,Lost WC,N,N
2013,CIN,NFL,Cincinnati Bengals,11,5,0,1st of 4,Lost WC,N,N
2012,CIN,NFL,Cincinnati Bengals,10,6,0,2nd of 4,Lost WC,N,N
2011,CIN,NFL,Cincinnati Bengals,9,7,0,3rd of 4,Lost WC,N,N
2010,CIN,NFL,Cincinnati Bengals,4,12,0,4th of 4,,N,N
2009,CIN,NFL,Cincinnati Bengals,10,6,0,1st of 4,Lost WC,N,N
2008,CIN,NFL,Cincinnati Bengals,4,11,1,3rd of 4,,N,N
2007,CIN,NFL,Cincinnati Bengals,7,9,0,3rd of 4,,N,N
2006,CIN,NFL,Cincinnati Bengals,8,8,0,2nd of 4,,N,N
2005,CIN,NFL,Cincinnati Bengals,11,5,0,1st of 4,Lost WC,N,N
2004,CIN,NFL,Cincinnati Bengals,8,8,0,3rd of 4,,N,N
2003,CIN,NFL,Cincinnati Bengals,8,8,0,2nd of 4,,N,N
2002,CIN,NFL,Cincinnati Bengals,2,14,0,4th of 4,,N,N
2001,CIN,NFL,Cincinnati Bengals,6,10,0,6th of 6,,N,N
2000,CIN,NFL,Cincinnati Bengals,4,12,0,5th of 6,,N,N
1999,CIN,NFL,Cincinnati Bengals,4,12,0,5th of 6,,N,N
1998,CIN,NFL,Cincinnati Bengals,3,13,0,5th of 5,,N,N
1997,CIN,NFL,Cincinnati Bengals,7,9,0,4th of 5,,N,N
1996,CIN,NFL,Cincinnati Bengals,8,8,0,3rd of 5,,N,N
1995,CIN,NFL,Cincinnati Bengals,7,9,0,3rd of 5,,N,N
1994,CIN,NFL,Cincinnati Bengals,3,13,0,3rd of 4,,N,N
1993,CIN,NFL,Cincinnati Bengals,3,13,0,4th of 4,,N,N
1992,CIN,NFL,Cincinnati Bengals,5,11,0,4th of 4,,N,N
1991,CIN,NFL,Cincinnati Bengals,3,13,0,4th of 4,,N,N
1990,CIN,NFL,Cincinnati Bengals,9,7,0,1st of 4,Lost Div,N,N
1989,CIN,NFL,Cincinnati Bengals,8,8,0,4th of 4,,N,N
1988,CIN,NFL,Cincinnati Bengals,12,4,0,1st of 4,Lost SB,N,Y
1987,CIN,NFL,Cincinnati Bengals,4,11,0,4th of 4,,N,N
1986,CIN,NFL,Cincinnati Bengals,10,6,0,2nd of 4,,N,N
1985,CIN,NFL,Cincinnati Bengals,7,9,0,2nd of 4,,N,N
1984,CIN,NFL,Cincinnati Bengals,8,8,0,2nd of 4,,N,N
1983,CIN,NFL,Cincinnati Bengals,7,9,0,3rd of 4,,N,N
1982,CIN,NFL,Cincinnati Bengals,7,2,0,1st of 4,Lost WC,N,N
1981,CIN,NFL,Cincinnati Bengals,12,4,0,1st of 4,Lost SB,N,Y
1980,CIN,NFL,Cincinnati Bengals,6,10,0,4th of 4,,N,N
1979,CIN,NFL,Cincinnati Bengals,4,12,0,4th of 4,,N,N
1978,CIN,NFL,Cincinnati Bengals,4,12,0,4th of 4,,N,N
1977,CIN,NFL,Cincinnati Bengals,8,6,0,2nd of 4,,N,N
1976,CIN,NFL,Cincinnati Bengals,10,4,0,2nd of 4,,N,N
1975,CIN,NFL,Cincinnati Bengals,11,3,0,2nd of 4,Lost Div,N,N
1974,CIN,NFL,Cincinnati Bengals,7,7,0,3rd of 4,,N,N
1973,CIN,NFL,Cincinnati Bengals,10,4,0,1st of 4,Lost Div,N,N
1972,CIN,NFL,Cincinnati Bengals,8,6,0,3rd of 4,,N,N
1971,CIN,NFL,Cincinnati Bengals,4,10,0,4th of 4,,N,N
1970,CIN,NFL,Cincinnati Bengals,8,6,0,1st of 4,Lost Div,N,N
1969,CIN,AFL,Cincinnati Bengals,4,9,1,5th of 5,,N,N
1968,CIN,AFL,Cincinnati Bengals,3,11,0,5th of 5,,N,N
2022,CLE,NFL,Cleveland Browns,7,10,0,4th of 4,,N,N
2021,CLE,NFL,Cleveland Browns,8,9,0,3rd of 4,,N,N
2020,CLE,NFL,Cleveland Browns,11,5,0,3rd of 4,Lost Div,N,N
2019,CLE,NFL,Cleveland Browns,6,10,0,3rd of 4,,N,N
2018,CLE,NFL,Cleveland Browns,7,8,1,3rd of 4,,N,N
2017,CLE,NFL,Cleveland Browns,0,16,0,4th of 4,,N,N
2016,CLE,NFL,Cleveland Browns,1,15,0,4th of 4,,N,N
2015,CLE,NFL,Cleveland Browns,3,13,0,4th of 4,,N,N
2014,CLE,NFL,Cleveland Browns,7,9,0,4th of 4,,N,N
2013,CLE,NFL,Cleveland Browns,4,12,0,4th of 4,,N,N
2012,CLE,NFL,Cleveland Browns,5,11,0,4th of 4,,N,N
2011,CLE,NFL,Cleveland Browns,4,12,0,4th of 4,,N,N
2010,CLE,NFL,Cleveland Browns,5,11,0,3rd of 4,,N,N
2009,CLE,NFL,Cleveland Browns,5,11,0,4th of 4,,N,N
2008,CLE,NFL,Cleveland Browns,4,12,0,4th of 4,,N,N
2007,CLE,NFL,Cleveland Browns,10,6,0,2nd of 4,,N,N
2006,CLE,NFL,Cleveland Browns,4,12,0,4th of 4,,N,N
2005,CLE,NFL,Cleveland Browns,6,10,0,4th of 4,,N,N
2004,CLE,NFL,Cleveland Browns,4,12,0,4th of 4,,N,N
2003,CLE,NFL,Cleveland Browns,5,11,0,4th of 4,,N,N
2002,CLE,NFL,Cleveland Browns,9,7,0,2nd of 4,Lost WC,N,N
2001,CLE,NFL,Cleveland Browns,7,9,0,3rd of 6,,N,N
2000,CLE,NFL,Cleveland Browns,3,13,0,6th of 6,,N,N
1999,CLE,NFL,Cleveland Browns,2,14,0,6th of 6,,N,N
1995,CLE,NFL,Cleveland Browns,5,11,0,4th of 5,,N,N
1994,CLE,NFL,Cleveland Browns,11,5,0,2nd of 4,Lost Div,N,N
1993,CLE,NFL,Cleveland Browns,7,9,0,3rd of 4,,N,N
1992,CLE,NFL,Cleveland Browns,7,9,0,3rd of 4,,N,N
1991,CLE,NFL,Cleveland Browns,6,10,0,3rd of 4,,N,N
1990,CLE,NFL,Cleveland Browns,3,13,0,4th of 4,,N,N
1989,CLE,NFL,Cleveland Browns,9,6,1,1st of 4,Lost Conf,N,N
1988,CLE,NFL,Cleveland Browns,10,6,0,2nd of 4,Lost WC,N,N
1987,CLE,NFL,Cleveland Browns,10,5,0,1st of 4,Lost Conf,N,N
1986,CLE,NFL,Cleveland Browns,12,4,0,1st of 4,Lost Conf,N,N
1985,CLE,NFL,Cleveland Browns,8,8,0,1st of 4,Lost Div,N,N
1984,CLE,NFL,Cleveland Browns,5,11,0,3rd of 4,,N,N
1983,CLE,NFL,Cleveland Browns,9,7,0,2nd of 4,,N,N
1982,CLE,NFL,Cleveland Browns,4,5,0,3rd of 4,Lost WC,N,N
1981,CLE,NFL,Cleveland Browns,5,11,0,4th of 4,,N,N
1980,CLE,NFL,Cleveland Browns,11,5,0,1st of 4,Lost Div,N,N
1979,CLE,NFL,Cleveland Browns,9,7,0,3rd of 4,,N,N
1978,CLE,NFL,Cleveland Browns,8,8,0,3rd of 4,,N,N
1977,CLE,NFL,Cleveland Browns,6,8,0,4th of 4,,N,N
1976,CLE,NFL,Cleveland Browns,9,5,0,3rd of 4,,N,N
1975,CLE,NFL,Cleveland Browns,3,11,0,4th of 4,,N,N
1974,CLE,NFL,Cleveland Browns,4,10,0,4th of 4,,N,N
1973,CLE,NFL,Cleveland Browns,7,5,2,3rd of 4,,N,N
1972,CLE,NFL,Cleveland Browns,10,4,0,2nd of 4,Lost Div,N,N
1971,CLE,NFL,Cleveland Browns,9,5,0,1st of 4,Lost Div,N,N
1970,CLE,NFL,Cleveland Browns,7,7,0,2nd of 4,,N,N
1969,CLE,NFL,Cleveland Browns,10,3,1,1st of 4,Lost Conf,N,N
1968,CLE,NFL,Cleveland Browns,10,4,0,1st of 4,Lost Conf,N,N
1967,CLE,NFL,Cleveland Browns,9,5,0,1st of 4,Lost Div,N,N
1966,CLE,NFL,Cleveland Browns,9,5,0,2nd of 8,,N,N
1965,CLE,NFL,Cleveland Browns,11,3,0,1st of 7,Lost Champ,N,Y
1964,CLE,NFL,Cleveland Browns,10,3,1,1st of 7,Won Champ,Y,Y
1963,CLE,NFL,Cleveland Browns,10,4,0,2nd of 7,,N,N
1962,CLE,NFL,Cleveland Browns,7,6,1,3rd of 7,,N,N
1961,CLE,NFL,Cleveland Browns,8,5,1,3rd of 7,,N,N
1960,CLE,NFL,Cleveland Browns,8,3,1,2nd of 6,,N,N
1959,CLE,NFL,Cleveland Browns,7,5,0,2nd of 6,,N,N
1958,CLE,NFL,Cleveland Browns,9,3,0,1st of 6,Lost Div,N,N
1957,CLE,NFL,Cleveland Browns,9,2,1,1st of 6,Lost Champ,N,Y
1956,CLE,NFL,Cleveland Browns,5,7,0,4th of 6,,N,N
1955,CLE,NFL,Cleveland Browns,9,2,1,1st of 6,Won Champ,Y,Y
1954,CLE,NFL,Cleveland Browns,9,3,0,1st of 6,Won Champ,Y,Y
1953,CLE,NFL,Cleveland Browns,11,1,0,1st of 6,Lost Champ,N,Y
1952,CLE,NFL,Cleveland Browns,8,4,0,1st of 6,Lost Champ,N,Y
1951,CLE,NFL,Cleveland Browns,11,1,0,1st of 6,Lost Champ,N,Y
1950,CLE,NFL,Cleveland Browns,10,2,0,1st of 6,Won Champ,Y,Y
1949,CLE,AAFC,Cleveland Browns,9,1,2,1st of 7,Won Champ,Y,Y
1948,CLE,AAFC,Cleveland Browns,14,0,0,1st of 4,Won Champ,Y,Y
1947,CLE,AAFC,Cleveland Browns,12,1,1,1st of 4,Won Champ,Y,Y
1946,CLE,AAFC,Cleveland Browns,12,2,0,1st of 4,Won Champ,Y,Y
2022,DAL,NFL,Dallas Cowboys,12,5,0,2nd of 4,Lost Div,N,N
2021,DAL,NFL,Dallas Cowboys,12,5,0,1st of 4,Lost WC,N,N
2020,DAL,NFL,Dallas Cowboys,6,10,0,3rd of 4,,N,N
2019,DAL,NFL,Dallas Cowboys,8,8,0,2nd of 4,,N,N
2018,DAL,NFL,Dallas Cowboys,10,6,0,1st of 4,Lost Div,N,N
2017,DAL,NFL,Dallas Cowboys,9,7,0,2nd of 4,,N,N
2016,DAL,NFL,Dallas Cowboys,13,3,0,1st of 4,Lost Div,N,N
2015,DAL,NFL,Dallas Cowboys,4,12,0,4th of 4,,N,N
2014,DAL,NFL,Dallas Cowboys,12,4,0,1st of 4,Lost Div,N,N
2013,DAL,NFL,Dallas Cowboys,8,8,0,2nd of 4,,N,N
2012,DAL,NFL,Dallas Cowboys,8,8,0,3rd of 4,,N,N
2011,DAL,NFL,Dallas Cowboys,8,8,0,3rd of 4,,N,N
2010,DAL,NFL,Dallas Cowboys,6,10,0,3rd of 4,,N,N
2009,DAL,NFL,Dallas Cowboys,11,5,0,1st of 4,Lost Div,N,N
2008,DAL,NFL,Dallas Cowboys,9,7,0,3rd of 4,,N,N
2007,DAL,NFL,Dallas Cowboys,13,3,0,1st of 4,Lost Div,N,N
2006,DAL,NFL,Dallas Cowboys,9,7,0,2nd of 4,Lost WC,N,N
2005,DAL,NFL,Dallas Cowboys,9,7,0,3rd of 4,,N,N
2004,DAL,NFL,Dallas Cowboys,6,10,0,3rd of 4,,N,N
2003,DAL,NFL,Dallas Cowboys,10,6,0,2nd of 4,Lost WC,N,N
2002,DAL,NFL,Dallas Cowboys,5,11,0,4th of 4,,N,N
2001,DAL,NFL,Dallas Cowboys,5,11,0,5th of 5,,N,N
2000,DAL,NFL,Dallas Cowboys,5,11,0,4th of 5,,N,N
1999,DAL,NFL,Dallas Cowboys,8,8,0,2nd of 5,Lost WC,N,N
1998,DAL,NFL,Dallas Cowboys,10,6,0,1st of 5,Lost WC,N,N
1997,DAL,NFL,Dallas Cowboys,6,10,0,4th of 5,,N,N
1996,DAL,NFL,Dallas Cowboys,10,6,0,1st of 5,Lost Div,N,N
1995,DAL,NFL,Dallas Cowboys,12,4,0,1st of 5,Won SB,Y,Y
1994,DAL,NFL,Dallas Cowboys,12,4,0,1st of 5,Lost Conf,N,N
1993,DAL,NFL,Dallas Cowboys,12,4,0,1st of 5,Won SB,Y,Y
1992,DAL,NFL,Dallas Cowboys,13,3,0,1st of 5,Won SB,Y,Y
1991,DAL,NFL,Dallas Cowboys,11,5,0,2nd of 5,Lost Div,N,N
1990,DAL,NFL,Dallas Cowboys,7,9,0,4th of 5,,N,N
1989,DAL,NFL,Dallas Cowboys,1,15,0,5th of 5,,N,N
1988,DAL,NFL,Dallas Cowboys,3,13,0,5th of 5,,N,N
1987,DAL,NFL,Dallas Cowboys,7,8,0,2nd of 5,,N,N
1986,DAL,NFL,Dallas Cowboys,7,9,0,3rd of 5,,N,N
1985,DAL,NFL,Dallas Cowboys,10,6,0,1st of 5,Lost Div,N,N
1984,DAL,NFL,Dallas Cowboys,9,7,0,4th of 5,,N,N
1983,DAL,NFL,Dallas Cowboys,12,4,0,2nd of 5,Lost WC,N,N
1982,DAL,NFL,Dallas Cowboys,6,3,0,2nd of 5,Lost Conf,N,N
1981,DAL,NFL,Dallas Cowboys,12,4,0,1st of 5,Lost Conf,N,N
1980,DAL,NFL,Dallas Cowboys,12,4,0,2nd of 5,Lost Conf,N,N
1979,DAL,NFL,Dallas Cowboys,11,5,0,1st of 5,Lost Div,N,N
1978,DAL,NFL,Dallas Cowboys,12,4,0,1st of 5,Lost SB,N,Y
1977,DAL,NFL,Dallas Cowboys,12,2,0,1st of 5,Won SB,Y,Y
1976,DAL,NFL,Dallas Cowboys,11,3,0,1st of 5,Lost Div,N,N
1975,DAL,NFL,Dallas Cowboys,10,4,0,2nd of 5,Lost SB,N,Y
1974,DAL,NFL,Dallas Cowboys,8,6,0,3rd of 5,,N,N
1973,DAL,NFL,Dallas Cowboys,10,4,0,1st of 5,Lost Conf,N,N
1972,DAL,NFL,Dallas Cowboys,10,4,0,2nd of 5,Lost Conf,N,N
1971,DAL,NFL,Dallas Cowboys,11,3,0,1st of 5,Won SB,Y,Y
1970,DAL,NFL,Dallas Cowboys,10,4,0,1st of 5,Lost SB,N,Y
1969,DAL,NFL,Dallas Cowboys,11,2,1,1st of 4,Lost Div,N,N
1968,DAL,NFL,Dallas Cowboys,12,2,0,1st of 4,Lost Div,N,N
1967,DAL,NFL,Dallas Cowboys,9,5,0,1st of 4,Lost Conf,N,N
1966,DAL,NFL,Dallas Cowboys,10,3,1,1st of 8,Lost Conf,N,N
1965,DAL,NFL,Dallas Cowboys,7,7,0,2nd of 7,,N,N
1964,DAL,NFL,Dallas Cowboys,5,8,1,5th of 7,,N,N
1963,DAL,NFL,Dallas Cowboys,4,10,0,5th of 7,,N,N
1962,DAL,NFL,Dallas Cowboys,5,8,1,5th of 7,,N,N
1961,DAL,NFL,Dallas Cowboys,4,9,1,6th of 7,,N,N
1960,DAL,NFL,Dallas Cowboys,0,11,1,7th of 7,,N,N
2022,DEN,NFL,Denver Broncos,5,12,0,4th of 4,,N,N
2021,DEN,NFL,Denver Broncos,7,10,0,4th of 4,,N,N
2020,DEN,NFL,Denver Broncos,5,11,0,4th of 4,,N,N
2019,DEN,NFL,Denver Broncos,7,9,0,2nd of 4,,N,N
2018,DEN,NFL,Denver Broncos,6,10,0,3rd of 4,,N,N
2017,DEN,NFL,Denver Broncos,5,11,0,4th of 4,,N,N
2016,DEN,NFL,Denver Broncos,9,7,0,3rd of 4,,N,N
2015,DEN,NFL,Denver Broncos,12,4,0,1st of 4,Won SB,Y,Y
2014,DEN,NFL,Denver Broncos,12,4,0,1st of 4,Lost Div,N,N
2013,DEN,NFL,Denver Broncos,13,3,0,1st of 4,Lost SB,N,Y
2012,DEN,NFL,Denver Broncos,13,3,0,1st of 4,Lost Div,N,N
2011,DEN,NFL,Denver Broncos,8,8,0,1st of 4,Lost Div,N,N
2010,DEN,NFL,Denver Broncos,4,12,0,4th of 4,,N,N
2009,DEN,NFL,Denver Broncos,8,8,0,2nd of 4,,N,N
2008,DEN,NFL,Denver Broncos,8,8,0,2nd of 4,,N,N
2007,DEN,NFL,Denver Broncos,7,9,0,2nd of 4,,N,N
2006,DEN,NFL,Denver Broncos,9,7,0,3rd of 4,,N,N
2005,DEN,NFL,Denver Broncos,13,3,0,1st of 4,Lost Conf,N,N
2004,DEN,NFL,Denver Broncos,10,6,0,2nd of 4,Lost WC,N,N
2003,DEN,NFL,Denver Broncos,10,6,0,2nd of 4,Lost WC,N,N
2002,DEN,NFL,Denver Broncos,9,7,0,2nd of 4,,N,N
2001,DEN,NFL,Denver Broncos,8,8,0,3rd of 5,,N,N
2000,DEN,NFL,Denver Broncos,11,5,0,2nd of 5,Lost WC,N,N
1999,DEN,NFL,Denver Broncos,6,10,0,5th of 5,,N,N
1998,DEN,NFL,Denver Broncos,14,2,0,1st of 5,Won SB,Y,Y
1997,DEN,NFL,Denver Broncos,12,4,0,2nd of 5,Won SB,Y,Y
1996,DEN,NFL,Denver Broncos,13,3,0,1st of 5,Lost Div,N,N
1995,DEN,NFL,Denver Broncos,8,8,0,4th of 5,,N,N
1994,DEN,NFL,Denver Broncos,7,9,0,4th of 5,,N,N
1993,DEN,NFL,Denver Broncos,9,7,0,3rd of 5,Lost WC,N,N
1992,DEN,NFL,Denver Broncos,8,8,0,3rd of 5,,N,N
1991,DEN,NFL,Denver Broncos,12,4,0,1st of 5,Lost Conf,N,N
1990,DEN,NFL,Denver Broncos,5,11,0,5th of 5,,N,N
1989,DEN,NFL,Denver Broncos,11,5,0,1st of 5,Lost SB,N,Y
1988,DEN,NFL,Denver Broncos,8,8,0,2nd of 5,,N,N
1987,DEN,NFL,Denver Broncos,10,4,1,1st of 5,Lost SB,N,Y
1986,DEN,NFL,Denver Broncos,11,5,0,1st of 5,Lost SB,N,Y
1985,DEN,NFL,Denver Broncos,11,5,0,2nd of 5,,N,N
1984,DEN,NFL,Denver Broncos,13,3,0,1st of 5,Lost Div,N,N
1983,DEN,NFL,Denver Broncos,9,7,0,3rd of 5,Lost WC,N,N
1982,DEN,NFL,Denver Broncos,2,7,0,5th of 5,,N,N
1981,DEN,NFL,Denver Broncos,10,6,0,2nd of 5,,N,N
1980,DEN,NFL,Denver Broncos,8,8,0,4th of 5,,N,N
1979,DEN,NFL,Denver Broncos,10,6,0,2nd of 5,Lost WC,N,N
1978,DEN,NFL,Denver Broncos,10,6,0,1st of 5,Lost Div,N,N
1977,DEN,NFL,Denver Broncos,12,2,0,1st of 5,Lost SB,N,Y
1976,DEN,NFL,Denver Broncos,9,5,0,2nd of 5,,N,N
1975,DEN,NFL,Denver Broncos,6,8,0,2nd of 4,,N,N
1974,DEN,NFL,Denver Broncos,7,6,1,2nd of 4,,N,N
1973,DEN,NFL,Denver Broncos,7,5,2,3rd of 4,,N,N
1972,DEN,NFL,Denver Broncos,5,9,0,3rd of 4,,N,N
1971,DEN,NFL,Denver Broncos,4,9,1,4th of 4,,N,N
1970,DEN,NFL,Denver Broncos,5,8,1,4th of 4,,N,N
1969,DEN,AFL,Denver Broncos,5,8,1,4th of 5,,N,N
1968,DEN,AFL,Denver Broncos,5,9,0,4th of 5,,N,N
1967,DEN,AFL,Denver Broncos,3,11,0,4th of 4,,N,N
1966,DEN,AFL,Denver Broncos,4,10,0,4th of 4,,N,N
1965,DEN,AFL,Denver Broncos,4,10,0,4th of 4,,N,N
1964,DEN,AFL,Denver Broncos,2,11,1,4th of 4,,N,N
1963,DEN,AFL,Denver Broncos,2,11,1,4th of 4,,N,N
1962,DEN,AFL,Denver Broncos,7,7,0,2nd of 4,,N,N
1961,DEN,AFL,Denver Broncos,3,11,0,3rd of 4,,N,N
1960,DEN,AFL,Denver Broncos,4,9,1,4th of 4,,N,N
2022,DET,NFL,Detroit Lions,9,8,0,2nd of 4,,N,N
2021,DET,NFL,Detroit Lions,3,13,1,4th of 4,,N,N
2020,DET,NFL,Detroit Lions,5,11,0,4th of 4,,N,N
2019,DET,NFL,Detroit Lions,3,12,1,4th of 4,,N,N
2018,DET,NFL,Detroit Lions,6,10,0,4th of 4,,N,N
2017,DET,NFL,Detroit Lions,9,7,0,2nd of 4,,N,N
2016,DET,NFL,Detroit Lions,9,7,0,2nd of 4,Lost WC,N,N
2015,DET,NFL,Detroit Lions,7,9,0,3rd of 4,,N,N
2014,DET,NFL,Detroit Lions,11,5,0,2nd of 4,Lost WC,N,N
2013,DET,NFL,Detroit Lions,7,9,0,3rd of 4,,N,N
2012,DET,NFL,Detroit Lions,4,12,0,4th of 4,,N,N
2011,DET,NFL,Detroit Lions,10,6,0,2nd of 4,Lost WC,N,N
2010,DET,NFL,Detroit Lions,6,10,0,3rd of 4,,N,N
2009,DET,NFL,Detroit Lions,2,14,0,4th of 4,,N,N
2008,DET,NFL,Detroit Lions,0,16,0,4th of 4,,N,N
2007,DET,NFL,Detroit Lions,7,9,0,3rd of 4,,N,N
2006,DET,NFL,Detroit Lions,3,13,0,4th of 4,,N,N
2005,DET,NFL,Detroit Lions,5,11,0,3rd of 4,,N,N
2004,DET,NFL,Detroit Lions,6,10,0,3rd of 4,,N,N
2003,DET,NFL,Detroit Lions,5,11,0,4th of 4,,N,N
2002,DET,NFL,Detroit Lions,3,13,0,4th of 4,,N,N
2001,DET,NFL,Detroit Lions,2,14,0,5th of 5,,N,N
2000,DET,NFL,Detroit Lions,9,7,0,4th of 5,,N,N
1999,DET,NFL,Detroit Lions,8,8,0,3rd of 5,Lost WC,N,N
1998,DET,NFL,Detroit Lions,5,11,0,4th of 5,,N,N
1997,DET,NFL,Detroit Lions,9,7,0,3rd of 5,Lost WC,N,N
1996,DET,NFL,Detroit Lions,5,11,0,5th of 5,,N,N
1995,DET,NFL,Detroit Lions,10,6,0,2nd of 5,Lost WC,N,N
1994,DET,NFL,Detroit Lions,9,7,0,3rd of 5,Lost WC,N,N
1993,DET,NFL,Detroit Lions,10,6,0,1st of 5,Lost WC,N,N
1992,DET,NFL,Detroit Lions,5,11,0,5th of 5,,N,N
1991,DET,NFL,Detroit Lions,12,4,0,1st of 5,Lost Conf,N,N
1990,DET,NFL,Detroit Lions,6,10,0,3rd of 5,,N,N
1989,DET,NFL,Detroit Lions,7,9,0,3rd of 5,,N,N
1988,DET,NFL,Detroit Lions,4,12,0,4th of 5,,N,N
1987,DET,NFL,Detroit Lions,4,11,0,5th of 5,,N,N
1986,DET,NFL,Detroit Lions,5,11,0,3rd of 5,,N,N
1985,DET,NFL,Detroit Lions,7,9,0,4th of 5,,N,N
1984,DET,NFL,Detroit Lions,4,11,1,4th of 5,,N,N
1983,DET,NFL,Detroit Lions,9,7,0,1st of 5,Lost Div,N,N
1982,DET,NFL,Detroit Lions,4,5,0,4th of 5,Lost WC,N,N
1981,DET,NFL,Detroit Lions,8,8,0,2nd of 5,,N,N
1980,DET,NFL,Detroit Lions,9,7,0,2nd of 5,,N,N
1979,DET,NFL,Detroit Lions,2,14,0,5th of 5,,N,N
1978,DET,NFL,Detroit Lions,7,9,0,3rd of 5,,N,N
1977,DET,NFL,Detroit Lions,6,8,0,3rd of 5,,N,N
1976,DET,NFL,Detroit Lions,6,8,0,3rd of 4,,N,N
1975,DET,NFL,Detroit Lions,7,7,0,2nd of 4,,N,N
1974,DET,NFL,Detroit Lions,7,7,0,2nd of 4,,N,N
1973,DET,NFL,Detroit Lions,6,7,1,2nd of 4,,N,N
1972,DET,NFL,Detroit Lions,8,5,1,2nd of 4,,N,N
1971,DET,NFL,Detroit Lions,7,6,1,2nd of 4,,N,N
1970,DET,NFL,Detroit Lions,10,4,0,2nd of 4,Lost Div,N,N
1969,DET,NFL,Detroit Lions,9,4,1,2nd of 4,,N,N
1968,DET,NFL,Detroit Lions,4,8,2,4th of 4,,N,N
