yearID,franchID,Lg,Tm,W,L,T,Div. Finish,Playoffs,ch_sb_win,ch_sb_app
1985,PIT,NFL,Pittsburgh Steelers,7,9,0,3rd of 4,,N,N
1984,PIT,NFL,Pittsburgh Steelers,9,7,0,1st of 4,Lost Conf,N,N
1983,PIT,NFL,Pittsburgh Steelers,10,6,0,1st of 4,Lost Div,N,N
1982,PIT,NFL,Pittsburgh Steelers,6,3,0,2nd of 4,Lost WC,N,N
1981,PIT,NFL,Pittsburgh Steelers,8,8,0,2nd of 4,,N,N
1980,PIT,NFL,Pittsburgh Steelers,9,7,0,3rd of 4,,N,N
1979,PIT,NFL,Pittsburgh Steelers,12,4,0,1st of 4,Won SB,Y,Y
1978,PIT,NFL,Pittsburgh Steelers,14,2,0,1st of 4,Won SB,Y,Y
1977,PIT,NFL,Pittsburgh Steelers,9,5,0,1st of 4,Lost Div,N,N
1976,PIT,NFL,Pittsburgh Steelers,10,4,0,1st of 4,Lost Conf,N,N
1975,PIT,NFL,Pittsburgh Steelers,12,2,0,1st of 4,Won SB,Y,Y
1974,PIT,NFL,Pittsburgh Steelers,10,3,1,1st of 4,Won SB,Y,Y
1973,PIT,NFL,Pittsburgh Steelers,10,4,0,2nd of 4,Lost Div,N,N
1972,PIT,NFL,Pittsburgh Steelers,11,3,0,1st of 4,Lost Conf,N,N
1971,PIT,NFL,Pittsburgh Steelers,6,8,0,2nd of 4,,N,N
1970,PIT,NFL,Pittsburgh Steelers,5,9,0,3rd of 4,,N,N
1969,PIT,NFL,Pittsburgh Steelers,1,13,0,4th of 4,,N,N
1968,PIT,NFL,Pittsburgh Steelers,2,11,1,4th of 4,,N,N
1967,PIT,NFL,Pittsburgh Steelers,4,9,1,4th of 4,,N,N
1966,PIT,NFL,Pittsburgh Steelers,5,8,1,6th of 8,,N,N
1965,PIT,NFL,Pittsburgh Steelers,2,12,0,7th of 7,,N,N
1964,PIT,NFL,Pittsburgh Steelers,5,9,0,6th of 7,,N,N
1963,PIT,NFL,Pittsburgh Steelers,7,4,3,4th of 7,,N,N
1962,PIT,NFL,Pittsburgh Steelers,9,5,0,2nd of 7,,N,N
1961,PIT,NFL,Pittsburgh Steelers,6,8,0,5th of 7,,N,N
1960,PIT,NFL,Pittsburgh Steelers,5,6,1,5th of 6,,N,N
1959,PIT,NFL,Pittsburgh Steelers,6,5,1,4th of 6,,N,N
1958,PIT,NFL,Pittsburgh Steelers,7,4,1,3rd of 6,,N,N
1957,PIT,NFL,Pittsburgh Steelers,6,6,0,3rd of 6,,N,N
1956,PIT,NFL,Pittsburgh Steelers,5,7,0,4th of 6,,N,N
1955,PIT,NFL,Pittsburgh Steelers,4,8,0,6th of 6,,N,N
1954,PIT,NFL,Pittsburgh Steelers,5,7,0,4th of 6,,N,N
1953,PIT,NFL,Pittsburgh Steelers,6,6,0,4th of 6,,N,N
1952,PIT,NFL,Pittsburgh Steelers,5,7,0,4th of 6,,N,N
1951,PIT,NFL,Pittsburgh Steelers,4,7,1,4th of 6,,N,N
1950,PIT,NFL,Pittsburgh Steelers,6,6,0,3rd of 6,,N,N
1949,PIT,NFL,Pittsburgh Steelers,6,5,1,2nd of 5,,N,N
1948,PIT,NFL,Pittsburgh Steelers,4,8,0,3rd of 5,,N,N
1947,PIT,NFL,Pittsburgh Steelers,8,4,0,1st of 5,Lost Div,N,N
1946,PIT,NFL,Pittsburgh Steelers,5,5,1,3rd of 5,,N,N
1945,PIT,NFL,Pittsburgh Steelers,2,8,0,5th of 5,,N,N
1942,PIT,NFL,Pittsburgh Steelers,7,4,0,2nd of 5,,N,N
1941,PIT,NFL,Pittsburgh Steelers,1,9,1,5th of 5,,N,N
1940,PIT,NFL,Pittsburgh Steelers,2,7,2,4th of 5,,N,N
1939,PIT,NFL,Pittsburgh Pirates,1,9,1,4th of 5,,N,N
1938,PIT,NFL,Pittsburgh Pirates,2,9,0,5th of 5,,N,N
1937,PIT,NFL,Pittsburgh Pirates,4,7,0,3rd of 5,,N,N
1936,PIT,NFL,Pittsburgh Pirates,6,6,0,2nd of 5,,N,N
1935,PIT,NFL,Pittsburgh Pirates,4,8,0,3rd of 5,,N,N
1934,PIT,NFL,Pittsburgh Pirates,2,10,0,5th of 5,,N,N
1933,PIT,NFL,Pittsburgh Pirates,3,6,2,5th of 5,,N,N
2022,SEA,NFL,Seattle Seahawks,9,8,0,2nd of 4,Lost WC,N,N
2021,SEA,NFL,Seattle Seahawks,7,10,0,4th of 4,,N,N
2020,SEA,NFL,Seattle Seahawks,12,4,0,1st of 4,Lost WC,N,N
2019,SEA,NFL,Seattle Seahawks,11,5,0,2nd of 4,Lost Div,N,N
2018,SEA,NFL,Seattle Seahawks,10,6,0,2nd of 4,Lost WC,N,N
2017,SEA,NFL,Seattle Seahawks,9,7,0,2nd of 4,,N,N
2016,SEA,NFL,Seattle Seahawks,10,5,1,1st of 4,Lost Div,N,N
2015,SEA,NFL,Seattle Seahawks,10,6,0,2nd of 4,Lost Div,N,N
2014,SEA,NFL,Seattle Seahawks,12,4,0,1st of 4,Lost SB,N,Y
2013,SEA,NFL,Seattle Seahawks,13,3,0,1st of 4,Won SB,Y,Y
2012,SEA,NFL,Seattle Seahawks,11,5,0,2nd of 4,Lost Div,N,N
2011,SEA,NFL,Seattle Seahawks,7,9,0,3rd of 4,,N,N
2010,SEA,NFL,Seattle Seahawks,7,9,0,1st of 4,Lost Div,N,N
2009,SEA,NFL,Seattle Seahawks,5,11,0,3rd of 4,,N,N
2008,SEA,NFL,Seattle Seahawks,4,12,0,3rd of 4,,N,N
2007,SEA,NFL,Seattle Seahawks,10,6,0,1st of 4,Lost Div,N,N
2006,SEA,NFL,Seattle Seahawks,9,7,0,1st of 4,Lost Div,N,N
2005,SEA,NFL,Seattle Seahawks,13,3,0,1st of 4,Lost SB,N,Y
2004,SEA,NFL,Seattle Seahawks,9,7,0,1st of 4,Lost WC,N,N
2003,SEA,NFL,Seattle Seahawks,10,6,0,2nd of 4,Lost WC,N,N
2002,SEA,NFL,Seattle Seahawks,7,9,0,3rd of 4,,N,N
2001,SEA,NFL,Seattle Seahawks,9,7,0,2nd of 5,,N,N
2000,SEA,NFL,Seattle Seahawks,6,10,0,4th of 5,,N,N
1999,SEA,NFL,Seattle Seahawks,9,7,0,1st of 5,Lost WC,N,N
1998,SEA,NFL,Seattle Seahawks,8,8,0,3rd of 5,,N,N
1997,SEA,NFL,Seattle Seahawks,8,8,0,3rd of 5,,N,N
1996,SEA,NFL,Seattle Seahawks,7,9,0,5th of 5,,N,N
1995,SEA,NFL,Seattle Seahawks,8,8,0,3rd of 5,,N,N
1994,SEA,NFL,Seattle Seahawks,6,10,0,5th of 5,,N,N
1993,SEA,NFL,Seattle Seahawks,6,10,0,5th of 5,,N,N
1992,SEA,NFL,Seattle Seahawks,2,14,0,5th of 5,,N,N
1991,SEA,NFL,Seattle Seahawks,7,9,0,4th of 5,,N,N
1990,SEA,NFL,Seattle Seahawks,9,7,0,3rd of 5,,N,N
1989,SEA,NFL,Seattle Seahawks,7,9,0,4th of 5,,N,N
1988,SEA,NFL,Seattle Seahawks,9,7,0,1st of 5,Lost Div,N,N
1987,SEA,NFL,Seattle Seahawks,9,6,0,2nd of 5,Lost WC,N,N
1986,SEA,NFL,Seattle Seahawks,10,6,0,3rd of 5,,N,N
1985,SEA,NFL,Seattle Seahawks,8,8,0,3rd of 5,,N,N
1984,SEA,NFL,Seattle Seahawks,12,4,0,2nd of 5,Lost Div,N,N
1983,SEA,NFL,Seattle Seahawks,9,7,0,2nd of 5,Lost Conf,N,N
1982,SEA,NFL,Seattle Seahawks,4,5,0,3rd of 5,,N,N
1981,SEA,NFL,Seattle Seahawks,6,10,0,5th of 5,,N,N
1980,SEA,NFL,Seattle Seahawks,4,12,0,5th of 5,,N,N
1979,SEA,NFL,Seattle Seahawks,9,7,0,3rd of 5,,N,N
1978,SEA,NFL,Seattle Seahawks,9,7,0,3rd of 5,,N,N
1977,SEA,NFL,Seattle Seahawks,5,9,0,4th of 5,,N,N
1976,SEA,NFL,Seattle Seahawks,2,12,0,5th of 5,,N,N
2022,SFC,NFL,San Francisco 49ers,13,4,0,1st of 4,Lost Div,N,N
2021,SFC,NFL,San Francisco 49ers,10,7,0,3rd of 4,Lost Conf,N,N
2020,SFC,NFL,San Francisco 49ers,6,10,0,4th of 4,,N,N
2019,SFC,NFL,San Francisco 49ers,13,3,0,1st of 4,Lost SB,N,Y
2018,SFC,NFL,San Francisco 49ers,4,12,0,3rd of 4,,N,N
2017,SFC,NFL,San Francisco 49ers,6,10,0,4th of 4,,N,N
2016,SFC,NFL,San Francisco 49ers,2,14,0,4th of 4,,N,N
2015,SFC,NFL,San Francisco 49ers,5,11,0,4th of 4,,N,N
2014,SFC,NFL,San Francisco 49ers,8,8,0,3rd of 4,,N,N
2013,SFC,NFL,San Francisco 49ers,12,4,0,2nd of 4,Lost Conf,N,N
2012,SFC,NFL,San Francisco 49ers,11,4,1,1st of 4,Lost SB,N,Y
2011,SFC,NFL,San Francisco 49ers,13,3,0,1st of 4,Lost Conf,N,N
2010,SFC,NFL,San Francisco 49ers,6,10,0,3rd of 4,,N,N
2009,SFC,NFL,San Francisco 49ers,8,8,0,2nd of 4,,N,N
2008,SFC,NFL,San Francisco 49ers,7,9,0,2nd of 4,,N,N
2007,SFC,NFL,San Francisco 49ers,5,11,0,3rd of 4,,N,N
2006,SFC,NFL,San Francisco 49ers,7,9,0,3rd of 4,,N,N
2005,SFC,NFL,San Francisco 49ers,4,12,0,4th of 4,,N,N
2004,SFC,NFL,San Francisco 49ers,2,14,0,4th of 4,,N,N
2003,SFC,NFL,San Francisco 49ers,7,9,0,3rd of 4,,N,N
2002,SFC,NFL,San Francisco 49ers,10,6,0,1st of 4,Lost Div,N,N
2001,SFC,NFL,San Francisco 49ers,12,4,0,2nd of 5,Lost WC,N,N
2000,SFC,NFL,San Francisco 49ers,6,10,0,4th of 5,,N,N
1999,SFC,NFL,San Francisco 49ers,4,12,0,4th of 5,,N,N
1998,SFC,NFL,San Francisco 49ers,12,4,0,2nd of 5,Lost Div,N,N
1997,SFC,NFL,San Francisco 49ers,13,3,0,1st of 5,Lost Conf,N,N
1996,SFC,NFL,San Francisco 49ers,12,4,0,2nd of 5,Lost Div,N,N
1995,SFC,NFL,San Francisco 49ers,11,5,0,1st of 5,Lost Div,N,N
1994,SFC,NFL,San Francisco 49ers,13,3,0,1st of 4,Won SB,Y,Y
1993,SFC,NFL,San Francisco 49ers,10,6,0,1st of 4,Lost Conf,N,N
1992,SFC,NFL,San Francisco 49ers,14,2,0,1st of 4,Lost Conf,N,N
1991,SFC,NFL,San Francisco 49ers,10,6,0,3rd of 4,,N,N
1990,SFC,NFL,San Francisco 49ers,14,2,0,1st of 4,Lost Conf,N,N
1989,SFC,NFL,San Francisco 49ers,14,2,0,1st of 4,Won SB,Y,Y
1988,SFC,NFL,San Francisco 49ers,10,6,0,1st of 4,Won SB,Y,Y
1987,SFC,NFL,San Francisco 49ers,13,2,0,1st of 4,Lost Div,N,N
1986,SFC,NFL,San Francisco 49ers,10,5,1,1st of 4,Lost Div,N,N
1985,SFC,NFL,San Francisco 49ers,10,6,0,2nd of 4,Lost WC,N,N
1984,SFC,NFL,San Francisco 49ers,15,1,0,1st of 4,Won SB,Y,Y
1983,SFC,NFL,San Francisco 49ers,10,6,0,1st of 4,Lost Conf,N,N
1982,SFC,NFL,San Francisco 49ers,3,6,0,3rd of 4,,N,N
1981,SFC,NFL,San Francisco 49ers,13,3,0,1st of 4,Won SB,Y,Y
1980,SFC,NFL,San Francisco 49ers,6,10,0,3rd of 4,,N,N
1979,SFC,NFL,San Francisco 49ers,2,14,0,4th of 4,,N,N
1978,SFC,NFL,San Francisco 49ers,2,14,0,4th of 4,,N,N
1977,SFC,NFL,San Francisco 49ers,5,9,0,3rd of 4,,N,N
1976,SFC,NFL,San Francisco 49ers,8,6,0,2nd of 5,,N,N
1975,SFC,NFL,San Francisco 49ers,5,9,0,2nd of 4,,N,N
1974,SFC,NFL,San Francisco 49ers,6,8,0,2nd of 4,,N,N
1973,SFC,NFL,San Francisco 49ers,5,9,0,3rd of 4,,N,N
1972,SFC,NFL,San Francisco 49ers,8,5,1,1st of 4,Lost Div,N,N
1971,SFC,NFL,San Francisco 49ers,9,5,0,1st of 4,Lost Conf,N,N
1970,SFC,NFL,San Francisco 49ers,10,3,1,1st of 4,Lost Conf,N,N
1969,SFC,NFL,San Francisco 49ers,4,8,2,4th of 4,,N,N
1968,SFC,NFL,San Francisco 49ers,7,6,1,3rd of 4,,N,N
1967,SFC,NFL,San Francisco 49ers,7,7,0,3rd of 4,,N,N
1966,SFC,NFL,San Francisco 49ers,6,6,2,4th of 7,,N,N
1965,SFC,NFL,San Francisco 49ers,7,6,1,4th of 7,,N,N
1964,SFC,NFL,San Francisco 49ers,4,10,0,7th of 7,,N,N
1963,SFC,NFL,San Francisco 49ers,2,12,0,7th of 7,,N,N
1962,SFC,NFL,San Francisco 49ers,6,8,0,5th of 7,,N,N
1961,SFC,NFL,San Francisco 49ers,7,6,1,5th of 7,,N,N
1960,SFC,NFL,San Francisco 49ers,7,5,0,2nd of 7,,N,N
1959,SFC,NFL,San Francisco 49ers,7,5,0,3rd of 6,,N,N
1958,SFC,NFL,San Francisco 49ers,6,6,0,4th of 6,,N,N
1957,SFC,NFL,San Francisco 49ers,8,4,0,1st of 6,Lost Div,N,N
1956,SFC,NFL,San Francisco 49ers,5,6,1,3rd of 6,,N,N
1955,SFC,NFL,San Francisco 49ers,4,8,0,5th of 6,,N,N
1954,SFC,NFL,San Francisco 49ers,7,4,1,3rd of 6,,N,N
1953,SFC,NFL,San Francisco 49ers,9,3,0,2nd of 6,,N,N
1952,SFC,NFL,San Francisco 49ers,7,5,0,3rd of 6,,N,N
1951,SFC,NFL,San Francisco 49ers,7,4,1,2nd of 6,,N,N
1950,SFC,NFL,San Francisco 49ers,3,9,0,5th of 7,,N,N
1949,SFC,AAFC,San Francisco 49ers,9,3,0,2nd of 7,Lost Champ,N,Y
1948,SFC,AAFC,San Francisco 49ers,12,2,0,2nd of 4,,N,N
1947,SFC,AAFC,San Francisco 49ers,8,4,2,2nd of 4,,N,N
1946,SFC,AAFC,San Francisco 49ers,9,5,0,2nd of 4,,N,N
2022,TBB,NFL,Tampa Bay Buccaneers,8,9,0,1st of 4,Lost WC,N,N
2021,TBB,NFL,Tampa Bay Buccaneers,13,4,0,1st of 4,Lost Div,N,N
2020,TBB,NFL,Tampa Bay Buccaneers,11,5,0,2nd of 4,Won SB,Y,Y
2019,TBB,NFL,Tampa Bay Buccaneers,7,9,0,3rd of 4,,N,N
2018,TBB,NFL,Tampa Bay Buccaneers,5,11,0,4th of 4,,N,N
2017,TBB,NFL,Tampa Bay Buccaneers,5,11,0,4th of 4,,N,N
2016,TBB,NFL,Tampa Bay Buccaneers,9,7,0,2nd of 4,,N,N
2015,TBB,NFL,Tampa Bay Buccaneers,6,10,0,4th of 4,,N,N
2014,TBB,NFL,Tampa Bay Buccaneers,2,14,0,4th of 4,,N,N
2013,TBB,NFL,Tampa Bay Buccaneers,4,12,0,4th of 4,,N,N
2012,TBB,NFL,Tampa Bay Buccaneers,7,9,0,4th of 4,,N,N
2011,TBB,NFL,Tampa Bay Buccaneers,4,12,0,4th of 4,,N,N
2010,TBB,NFL,Tampa Bay Buccaneers,10,6,0,3rd of 4,,N,N
2009,TBB,NFL,Tampa Bay Buccaneers,3,13,0,4th of 4,,N,N
2008,TBB,NFL,Tampa Bay Buccaneers,9,7,0,3rd of 4,,N,N
2007,TBB,NFL,Tampa Bay Buccaneers,9,7,0,1st of 4,Lost WC,N,N
2006,TBB,NFL,Tampa Bay Buccaneers,4,12,0,4th of 4,,N,N
2005,TBB,NFL,Tampa Bay Buccaneers,11,5,0,1st of 4,Lost WC,N,N
2004,TBB,NFL,Tampa Bay Buccaneers,5,11,0,4th of 4,,N,N
2003,TBB,NFL,Tampa Bay Buccaneers,7,9,0,3rd of 4,,N,N
2002,TBB,NFL,Tampa Bay Buccaneers,12,4,0,1st of 4,Won SB,Y,Y
2001,TBB,NFL,Tampa Bay Buccaneers,9,7,0,3rd of 5,Lost WC,N,N
2000,TBB,NFL,Tampa Bay Buccaneers,10,6,0,2nd of 5,Lost WC,N,N
1999,TBB,NFL,Tampa Bay Buccaneers,11,5,0,1st of 5,Lost Conf,N,N
1998,TBB,NFL,Tampa Bay Buccaneers,8,8,0,3rd of 5,,N,N
1997,TBB,NFL,Tampa Bay Buccaneers,10,6,0,2nd of 5,Lost Div,N,N
1996,TBB,NFL,Tampa Bay Buccaneers,6,10,0,4th of 5,,N,N
1995,TBB,NFL,Tampa Bay Buccaneers,7,9,0,5th of 5,,N,N
1994,TBB,NFL,Tampa Bay Buccaneers,6,10,0,5th of 5,,N,N
1993,TBB,NFL,Tampa Bay Buccaneers,5,11,0,5th of 5,,N,N
1992,TBB,NFL,Tampa Bay Buccaneers,5,11,0,3rd of 5,,N,N
1991,TBB,NFL,Tampa Bay Buccaneers,3,13,0,5th of 5,,N,N
1990,TBB,NFL,Tampa Bay Buccaneers,6,10,0,2nd of 5,,N,N
1989,TBB,NFL,Tampa Bay Buccaneers,5,11,0,5th of 5,,N,N
1988,TBB,NFL,Tampa Bay Buccaneers,5,11,0,3rd of 5,,N,N
1987,TBB,NFL,Tampa Bay Buccaneers,4,11,0,4th of 5,,N,N
1986,TBB,NFL,Tampa Bay Buccaneers,2,14,0,5th of 5,,N,N
1985,TBB,NFL,Tampa Bay Buccaneers,2,14,0,5th of 5,,N,N
1984,TBB,NFL,Tampa Bay Buccaneers,6,10,0,3rd of 5,,N,N
1983,TBB,NFL,Tampa Bay Buccaneers,2,14,0,5th of 5,,N,N
1982,TBB,NFL,Tampa Bay Buccaneers,5,4,0,3rd of 5,Lost WC,N,N
1981,TBB,NFL,Tampa Bay Buccaneers,9,7,0,1st of 5,Lost Div,N,N
1980,TBB,NFL,Tampa Bay Buccaneers,5,10,1,4th of 5,,N,N
1979,TBB,NFL,Tampa Bay Buccaneers,10,6,0,1st of 5,Lost Conf,N,N
1978,TBB,NFL,Tampa Bay Buccaneers,5,11,0,5th of 5,,N,N
1977,TBB,NFL,Tampa Bay Buccaneers,2,12,0,5th of 5,,N,N
1976,TBB,NFL,Tampa Bay Buccaneers,0,14,0,5th of 5,,N,N
2022,TEN,NFL,Tennessee Titans,7,10,0,2nd of 4,,N,N
2021,TEN,NFL,Tennessee Titans,12,5,0,1st of 4,Lost Div,N,N
2020,TEN,NFL,Tennessee Titans,11,5,0,1st of 4,Lost WC,N,N
2019,TEN,NFL,Tennessee Titans,9,7,0,2nd of 4,Lost Conf,N,N
2018,TEN,NFL,Tennessee Titans,9,7,0,3rd of 4,,N,N
2017,TEN,NFL,Tennessee Titans,9,7,0,2nd of 4,Lost Div,N,N
2016,TEN,NFL,Tennessee Titans,9,7,0,2nd of 4,,N,N
2015,TEN,NFL,Tennessee Titans,3,13,0,4th of 4,,N,N
2014,TEN,NFL,Tennessee Titans,2,14,0,4th of 4,,N,N
2013,TEN,NFL,Tennessee Titans,7,9,0,2nd of 4,,N,N
2012,TEN,NFL,Tennessee Titans,6,10,0,3rd of 4,,N,N
2011,TEN,NFL,Tennessee Titans,9,7,0,2nd of 4,,N,N
2010,TEN,NFL,Tennessee Titans,6,10,0,4th of 4,,N,N
2009,TEN,NFL,Tennessee Titans,8,8,0,3rd of 4,,N,N
2008,TEN,NFL,Tennessee Titans,13,3,0,1st of 4,Lost Div,N,N
2007,TEN,NFL,Tennessee Titans,10,6,0,3rd of 4,Lost WC,N,N
2006,TEN,NFL,Tennessee Titans,8,8,0,2nd of 4,,N,N
2005,TEN,NFL,Tennessee Titans,4,12,0,3rd of 4,,N,N
2004,TEN,NFL,Tennessee Titans,5,11,0,4th of 4,,N,N
2003,TEN,NFL,Tennessee Titans,12,4,0,2nd of 4,Lost Div,N,N
2002,TEN,NFL,Tennessee Titans,11,5,0,1st of 4,Lost Conf,N,N
2001,TEN,NFL,Tennessee Titans,7,9,0,4th of 6,,N,N
2000,TEN,NFL,Tennessee Titans,13,3,0,1st of 6,Lost Div,N,N
1999,TEN,NFL,Tennessee Titans,13,3,0,2nd of 6,Lost SB,N,Y
1998,TEN,NFL,Tennessee Oilers,8,8,0,2nd of 5,,N,N
1997,TEN,NFL,Tennessee Oilers,8,8,0,3rd of 5,,N,N
1996,TEN,NFL,Houston Oilers,8,8,0,4th of 5,,N,N
1995,TEN,NFL,Houston Oilers,7,9,0,2nd of 5,,N,N
1994,TEN,NFL,Houston Oilers,2,14,0,4th of 4,,N,N
1993,TEN,NFL,Houston Oilers,12,4,0,1st of 4,Lost Div,N,N
1992,TEN,NFL,Houston Oilers,10,6,0,2nd of 4,Lost WC,N,N
1991,TEN,NFL,Houston Oilers,11,5,0,1st of 4,Lost Div,N,N
1990,TEN,NFL,Houston Oilers,9,7,0,2nd of 4,Lost WC,N,N
1989,TEN,NFL,Houston Oilers,9,7,0,2nd of 4,Lost WC,N,N
1988,TEN,NFL,Houston Oilers,10,6,0,3rd of 4,Lost Div,N,N
1987,TEN,NFL,Houston Oilers,9,6,0,2nd of 4,Lost Div,N,N
1986,TEN,NFL,Houston Oilers,5,11,0,4th of 4,,N,N
1985,TEN,NFL,Houston Oilers,5,11,0,4th of 4,,N,N
1984,TEN,NFL,Houston Oilers,3,13,0,4th of 4,,N,N
1983,TEN,NFL,Houston Oilers,2,14,0,4th of 4,,N,N
1982,TEN,NFL,Houston Oilers,1,8,0,4th of 4,,N,N
1981,TEN,NFL,Houston Oilers,7,9,0,3rd of 4,,N,N
1980,TEN,NFL,Houston Oilers,11,5,0,2nd of 4,Lost WC,N,N
1979,TEN,NFL,Houston Oilers,11,5,0,2nd of 4,Lost Conf,N,N
1978,TEN,NFL,Houston Oilers,10,6,0,2nd of 4,Lost Conf,N,N
1977,TEN,NFL,Houston Oilers,8,6,0,3rd of 4,,N,N
1976,TEN,NFL,Houston Oilers,5,9,0,4th of 4,,N,N
1975,TEN,NFL,Houston Oilers,10,4,0,3rd of 4,,N,N
1974,TEN,NFL,Houston Oilers,7,7,0,2nd of 4,,N,N
1973,TEN,NFL,Houston Oilers,1,13,0,4th of 4,,N,N
1972,TEN,NFL,Houston Oilers,1,13,0,4th of 4,,N,N
1971,TEN,NFL,Houston Oilers,4,9,1,3rd of 4,,N,N
1970,TEN,NFL,Houston Oilers,3,10,1,4th of 4,,N,N
1969,TEN,AFL,Houston Oilers,6,6,2,2nd of 5,Lost Div,N,N
1968,TEN,AFL,Houston Oilers,7,7,0,2nd of 5,,N,N
1967,TEN,AFL,Houston Oilers,9,4,1,1st of 5,Lost Conf,N,N
1966,TEN,AFL,Houston Oilers,3,11,0,4th of 5,,N,N
1965,TEN,AFL,Houston Oilers,4,10,0,4th of 4,,N,N
1964,TEN,AFL,Houston Oilers,4,10,0,4th of 4,,N,N
1963,TEN,AFL,Houston Oilers,6,8,0,3rd of 4,,N,N
1962,TEN,AFL,Houston Oilers,11,3,0,1st of 4,Lost Champ,N,Y
1961,TEN,AFL,Houston Oilers,10,3,1,1st of 4,Won Champ,Y,Y
1960,TEN,AFL,Houston Oilers,10,4,0,1st of 4,Won Champ,Y,Y
2022,WAS,NFL,Washington Football Team,8,8,1,4th of 4,,N,N
2021,WAS,NFL,Washington Football Team,7,10,0,3rd of 4,,N,N
2020,WAS,NFL,Washington Football Team,7,9,0,1st of 4,Lost WC,N,N
2019,WAS,NFL,Washington Redskins,3,13,0,4th of 4,,N,N
2018,WAS,NFL,Washington Redskins,7,9,0,3rd of 4,,N,N
2017,WAS,NFL,Washington Redskins,7,9,0,3rd of 4,,N,N
2016,WAS,NFL,Washington Redskins,8,7,1,3rd of 4,,N,N
2015,WAS,NFL,Washington Redskins,9,7,0,1st of 4,Lost WC,N,N
2014,WAS,NFL,Washington Redskins,4,12,0,4th of 4,,N,N
2013,WAS,NFL,Washington Redskins,3,13,0,4th of 4,,N,N
2012,WAS,NFL,Washington Redskins,10,6,0,1st of 4,Lost WC,N,N
2011,WAS,NFL,Washington Redskins,5,11,0,4th of 4,,N,N
2010,WAS,NFL,Washington Redskins,6,10,0,4th of 4,,N,N
2009,WAS,NFL,Washington Redskins,4,12,0,4th of 4,,N,N
2008,WAS,NFL,Washington Redskins,8,8,0,4th of 4,,N,N
2007,WAS,NFL,Washington Redskins,9,7,0,3rd of 4,Lost WC,N,N
2006,WAS,NFL,Washington Redskins,5,11,0,4th of 4,,N,N
2005,WAS,NFL,Washington Redskins,10,6,0,2nd of 4,Lost Div,N,N
2004,WAS,NFL,Washington Redskins,6,10,0,4th of 4,,N,N
2003,WAS,NFL,Washington Redskins,5,11,0,3rd of 4,,N,N
2002,WAS,NFL,Washington Redskins,7,9,0,3rd of 4,,N,N
2001,WAS,NFL,Washington Redskins,8,8,0,2nd of 5,,N,N
2000,WAS,NFL,Washington Redskins,8,8,0,3rd of 5,,N,N
1999,WAS,NFL,Washington Redskins,10,6,0,1st of 5,Lost Div,N,N
1998,WAS,NFL,Washington Redskins,6,10,0,4th of 5,,N,N
1997,WAS,NFL,Washington Redskins,8,7,1,2nd of 5,,N,N
1996,WAS,NFL,Washington Redskins,9,7,0,3rd of 5,,N,N
1995,WAS,NFL,Washington Redskins,6,10,0,3rd of 5,,N,N
1994,WAS,NFL,Washington Redskins,3,13,0,5th of 5,,N,N
1993,WAS,NFL,Washington Redskins,4,12,0,5th of 5,,N,N
1992,WAS,NFL,Washington Redskins,9,7,0,3rd of 5,Lost Div,N,N
1991,WAS,NFL,Washington Redskins,14,2,0,1st of 5,Won SB,Y,Y
1990,WAS,NFL,Washington Redskins,10,6,0,3rd of 5,Lost Div,N,N
1989,WAS,NFL,Washington Redskins,10,6,0,3rd of 5,,N,N
1988,WAS,NFL,Washington Redskins,7,9,0,3rd of 5,,N,N
1987,WAS,NFL,Washington Redskins,11,4,0,1st of 5,Won SB,Y,Y
1986,WAS,NFL,Washington Redskins,12,4,0,2nd of 5,Lost Conf,N,N
1985,WAS,NFL,Washington Redskins,10,6,0,3rd of 5,,N,N
1984,WAS,NFL,Washington Redskins,11,5,0,1st of 5,Lost Div,N,N
1983,WAS,NFL,Washington Redskins,14,2,0,1st of 5,Lost SB,N,Y
1982,WAS,NFL,Washington Redskins,8,1,0,1st of 5,Won SB,Y,Y
1981,WAS,NFL,Washington Redskins,8,8,0,4th of 5,,N,N
1980,WAS,NFL,Washington Redskins,6,10,0,3rd of 5,,N,N
1979,WAS,NFL,Washington Redskins,10,6,0,3rd of 5,,N,N
1978,WAS,NFL,Washington Redskins,8,8,0,3rd of 5,,N,N
1977,WAS,NFL,Washington Redskins,9,5,0,2nd of 5,,N,N
1976,WAS,NFL,Washington Redskins,10,4,0,2nd of 5,Lost Div,N,N
1975,WAS,NFL,Washington Redskins,8,6,0,3rd of 5,,N,N
1974,WAS,NFL,Washington Redskins,10,4,0,2nd of 5,Lost Div,N,N
1973,WAS,NFL,Washington Redskins,10,4,0,2nd of 5,Lost Div,N,N
1972,WAS,NFL,Washington Redskins,11,3,0,1st of 5,Lost SB,N,Y
1971,WAS,NFL,Washington Redskins,9,4,1,2nd of 5,Lost Div,N,N
1970,WAS,NFL,Washington Redskins,6,8,0,4th of 5,,N,N
1969,WAS,NFL,Washington Redskins,7,5,2,2nd of 4,,N,N
1968,WAS,NFL,Washington Redskins,5,9,0,3rd of 4,,N,N
1967,WAS,NFL,Washington Redskins,5,6,3,3rd of 4,,N,N
1966,WAS,NFL,Washington Redskins,7,7,0,5th of 8,,N,N
1965,WAS,NFL,Washington Redskins,6,8,0,4th of 7,,N,N
1964,WAS,NFL,Washington Redskins,6,8,0,3rd of 7,,N,N
